Unnamed: 0,Index,business_status,geometry,name_g,place_id,types,address_g,rating_g,total_reviews_g,price_level_g,address_g_backup
2710,11694,OPERATIONAL,"{'lat': 45.46081029999999, 'lng': 9.108787199999998}",POMPEI BAR PANIFICIO PIZZERIA,ChIJ12zcwR7ChkcRsQbq7Eo8F8I,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",cascina barocco,4.3,76.0,1.0,"Via Cascina Barocco, 3, Milano"
2711,11698,OPERATIONAL,"{'lat': 45.4614883, 'lng': 9.110258}",Pizzeria Nuova Barocco Di Mazzeo Antonio,ChIJGWN2Ax_ChkcR844nSqaHNBc,"['restaurant', 'food', 'point_of_interest', 'establishment']",fratelli zoia,3.5,16.0,,"Via Fratelli Zoia, 220, Milano"
2713,11704,OPERATIONAL,"{'lat': 45.4607269, 'lng': 9.1121501}",Istanbul Mamo Kebap,ChIJkzQ5Qx_ChkcRnwkAVUPm-Qc,"['restaurant', 'food', 'point_of_interest', 'establishment']",delle forze armate,4.1,136.0,1.0,"Via delle Forze Armate, 212, Milano"
2715,11712,OPERATIONAL,"{'lat': 45.4616087, 'lng': 9.1288488}",Take a Pizza,ChIJIeHQxinChkcRmoxC1p2XWw0,"['meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment']",francesco primaticcio,4.5,121.0,1.0,"Via Francesco Primaticcio, 196, Milano"
2716,11713,OPERATIONAL,"{'lat': 45.460901, 'lng': 9.132768500000001}",Whimsy Kitchen Bande Nere,ChIJcUd8mYDDhkcRJe4HwsFIN_E,"['restaurant', 'food', 'point_of_interest', 'establishment']",privata ludovico cavaleri,4.0,1.0,,"Via Privata Ludovico Cavaleri, 1, Milano"
2720,11719,OPERATIONAL,"{'lat': 45.4615144, 'lng': 9.135733900000002}",Bande Nere,ChIJnc_DsirChkcR7jVdTUEqydk,"['restaurant', 'food', 'point_of_interest', 'establishment']",piazzale giovanni delle bande nere,3.7,340.0,2.0,"Piazzale Giovanni delle Bande Nere, 9, Milano"
2723,11732,OPERATIONAL,"{'lat': 45.4613889, 'lng': 9.1433333}",Mezza Luna,ChIJ9_oRH9bDhkcRXUOYV2DstNk,"['restaurant', 'food', 'point_of_interest', 'establishment']",marostica,4.1,638.0,1.0,"Via Marostica, 29, Milano"
2724,11742,OPERATIONAL,"{'lat': 45.4610134, 'lng': 9.148135700000001}",Mensa Ge.Se.So.,ChIJV-cV4H_DhkcRFJMhAxLEsUc,"['restaurant', 'food', 'point_of_interest', 'establishment']",massaua,4.7,23.0,,"Via Massaua, 4, Milano"
2727,11752,OPERATIONAL,"{'lat': 45.4612787, 'lng': 9.151860199999998}",Salumè & Cafè,ChIJYct0cmLBhkcR7T0qYjGBEPg,"['restaurant', 'point_of_interest', 'food', 'establishment']",del fusaro,4.3,31.0,,"Via del Fusaro, 2, Milano"
2728,11755,OPERATIONAL,"{'lat': 45.4613767, 'lng': 9.154554400000002}",La Brasserie de Milan,ChIJy6C8X9_DhkcRUdAemle0Wcs,"['restaurant', 'lodging', 'food', 'point_of_interest', 'establishment']",giorgio washington,4.2,62.0,,"Via Giorgio Washington, 66, Milano"
2731,11791,OPERATIONAL,"{'lat': 45.46078300000001, 'lng': 9.1724569}",Coffice Milano Sant’Ambrogio,ChIJ6Qh-lVfBhkcR3jTMrPEGCWI,"['bar', 'cafe', 'restaurant', 'point_of_interest', 'food', 'store', 'establishment']",olona,4.3,378.0,2.0,"Via Olona, 11, Milano"
2732,11796,OPERATIONAL,"{'lat': 45.4615233, 'lng': 9.1732915}",Cafe,ChIJmayPllfBhkcRxdKDrQEUUm8,"['restaurant', 'point_of_interest', 'food', 'establishment']",di porta ticinese,4.0,1.0,,"Corso di Porta Ticinese, 1, Milano"
2733,11806,OPERATIONAL,"{'lat': 45.4607537, 'lng': 9.176521899999997}",Dulcis Naturalis,ChIJSYzwQtLBhkcR9RN5tzBD0xc,"['cafe', 'bar', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",lanzone,4.5,27.0,,"Via Lanzone, 27, Milano"
2735,11845,OPERATIONAL,"{'lat': 45.46136750000001, 'lng': 9.181284300000002}",CONFINE - PIZZA E CANTINA,ChIJI1e9RebBhkcRrHT22FWPQbg,"['restaurant', 'food', 'point_of_interest', 'establishment']",san sisto,,,,"Via San Sisto, 9, Milano"
2742,11877,OPERATIONAL,"{'lat': 45.4609968, 'lng': 9.184891}",Montalbano,ChIJt3U6qJTHhkcRu7z6yfPIrNw,"['restaurant', 'point_of_interest', 'food', 'establishment']",dei piatti,,,,"Via dei Piatti, 2, Milano"
2743,11882,OPERATIONAL,"{'lat': 45.4607946, 'lng': 9.1850985}",Rossini Ristorante Pizzeria,ChIJd3kiltnHhkcRZIjQdebf5js,"['restaurant', 'food', 'point_of_interest', 'establishment']",dei piatti,4.5,1315.0,,"Via dei Piatti, 4, Milano"
2744,11883,OPERATIONAL,"{'lat': 45.4607946, 'lng': 9.1850985}",Tiello Cuzzetiello a Milano | Cuore Napoletano,ChIJI1R5QG3HhkcRk0qChSUvL8A,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",dei piatti,4.6,288.0,1.0,"Via dei Piatti, 4/A, Milano"
2746,11885,OPERATIONAL,"{'lat': 45.4609746, 'lng': 9.185039999999999}",Kebab Pizzeria Halal Mimi 2,ChIJryER13vHhkcRQ5OvNMGPZS8,"['restaurant', 'food', 'point_of_interest', 'establishment']",dei piatti,4.0,32.0,,"Via dei Piatti, 2, Milano"
2747,11889,OPERATIONAL,"{'lat': 45.4615316, 'lng': 9.1850171}",BAR GOLDSTAR,ChIJo-kYoqDHhkcRoTMUkSIfGos,"['restaurant', 'food', 'point_of_interest', 'establishment']",san maurilio,5.0,3.0,,"Via San Maurilio, 1, Milano"
2748,11899,OPERATIONAL,"{'lat': 45.4611335, 'lng': 9.1862952}","Poké Samba Milano Duomo (Piazza Sant’Alessandro, 2)",ChIJ_4-TdCnHhkcRSxdaleZySow,"['restaurant', 'food', 'point_of_interest', 'establishment']",santalessandro,4.7,57.0,,"Piazza Sant'Alessandro, 2, Milano"
2749,11901,OPERATIONAL,"{'lat': 45.4614892, 'lng': 9.185502500000002}",Pizzeria Da Enrico,ChIJr36f5nvHhkcRPTFkOPVRwJI,"['restaurant', 'food', 'point_of_interest', 'establishment']",torino,,,,"Via Torino, Milano"
2750,11902,OPERATIONAL,"{'lat': 45.46138070000001, 'lng': 9.186106800000001}",Bao Buono,ChIJxQ0XVh_HhkcRQIE9tVqqlGw,"['restaurant', 'food', 'point_of_interest', 'establishment']",della palla,4.9,29.0,,"Via della Palla, 3, Milano"
2751,11903,OPERATIONAL,"{'lat': 45.4612993, 'lng': 9.1864016}",All'Antico Vinaio - Milano,ChIJ981lJZHHhkcRWGi0iWPtFDo,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",lupetta,4.5,3420.0,1.0,"Via Lupetta, 12, Milano"
2753,11907,OPERATIONAL,"{'lat': 45.46076, 'lng': 9.187439999999999}",Loving Bar,ChIJn-NIzKvGhkcR-DBxe6tUuMI,"['restaurant', 'food', 'point_of_interest', 'establishment']",zebedia,4.3,18.0,,"Via Zebedia, 5, Milano"
2754,11913,OPERATIONAL,"{'lat': 45.46075159999999, 'lng': 9.187374400000001}",Focacceria ligure,ChIJQ6VqbsfHhkcR-PvWYfckfcA,"['restaurant', 'food', 'point_of_interest', 'establishment']",zebedia,1.7,7.0,,"Via Zebedia, 9-5, Milano"
2755,11931,OPERATIONAL,"{'lat': 45.46086040000001, 'lng': 9.189021499999999}",Arya,ChIJL_dYeqnGhkcRGyTUp-V6VGI,"['restaurant', 'food', 'point_of_interest', 'establishment']",alberico albricci,4.6,40.0,,"Via Alberico Albricci, 2/4, Milano"
2760,11961,OPERATIONAL,"{'lat': 45.4615315, 'lng': 9.190326499999998}",Kebap Pizza Gril Palastine Halal Food GEMELLI حلال,ChIJH85BPqnGhkcRduaG8NxeqN8,"['restaurant', 'point_of_interest', 'food', 'establishment']",paolo da cannobio,4.3,891.0,1.0,"Via Paolo da Cannobio, 8, Milano"
2764,11973,OPERATIONAL,"{'lat': 45.4615614, 'lng': 9.190997500000002}",SIYUAN思源中国兰州牛肉面,ChIJ27C7O6fHhkcRBzXetIlInn0,"['restaurant', 'food', 'point_of_interest', 'establishment']",flavio baracchini,4.2,212.0,,"Via Flavio Baracchini, 7, Milano"
2765,11975,OPERATIONAL,"{'lat': 45.4616077, 'lng': 9.190909399999999}",Duomo Kebap Halal Grill Pizza Turkish,ChIJ4yWwzxLHhkcRYcoVbL9IYG8,"['restaurant', 'food', 'point_of_interest', 'establishment']",flavio baracchini,4.4,510.0,1.0,"Via Flavio Baracchini, 7, Milano"
2767,11983,OPERATIONAL,"{'lat': 45.4611887, 'lng': 9.193755099999999}",albufera,ChIJFXyRbC7HhkcRUAOu0aFfx5k,"['restaurant', 'food', 'point_of_interest', 'establishment']",santantonio,,,,"Via Sant'Antonio, 5, Milano"
2768,11988,OPERATIONAL,"{'lat': 45.4614843, 'lng': 9.1950571}",DAR ZEN,ChIJZ4MvGqbGhkcRApuCJVv4XNQ,"['restaurant', 'food', 'point_of_interest', 'establishment']",vicolo laghetto,4.0,2.0,,"Vicolo Laghetto, Milano"
2770,11990,OPERATIONAL,"{'lat': 45.46161739999999, 'lng': 9.1946446}",Cagiada Milano,ChIJY-3SkFvHhkcRUBC6nLUgNUM,"['restaurant', 'food', 'point_of_interest', 'establishment']",festa del perdono,4.6,60.0,,"Via Festa del Perdono, 4, Milano"
2772,11992,OPERATIONAL,"{'lat': 45.46159509999999, 'lng': 9.1956683}",Antica Salumeria Laghetto,ChIJAa45EqbGhkcRYXq4WAF1aeM,"['grocery_or_supermarket', 'restaurant', 'store', 'food', 'point_of_interest', 'establishment']",laghetto,4.7,13.0,,"Via Laghetto, 7, Milano"
2773,11994,OPERATIONAL,"{'lat': 45.4615626, 'lng': 9.1956376}",Il panino del laghetto,ChIJ-6W1E6bGhkcRR5BCiZUxEGg,"['restaurant', 'food', 'point_of_interest', 'establishment']",laghetto,4.7,275.0,1.0,"Via Laghetto, 7, Milano"
2774,11995,OPERATIONAL,"{'lat': 45.4615962, 'lng': 9.195365599999999}",La Ca' di Tencitt,ChIJzbLvBKbGhkcRFdwY-K1K4FY,"['restaurant', 'food', 'point_of_interest', 'establishment']",laghetto,4.0,5.0,,"Via Laghetto, 2, Milano"
2775,11996,OPERATIONAL,"{'lat': 45.4611232, 'lng': 9.1966411}",Hanabi Milan Sushi Restaurant,ChIJjd-mZqbGhkcRTEb8g8BLHBc,"['restaurant', 'food', 'point_of_interest', 'establishment']",francesco sforza,4.0,650.0,2.0,"Via Francesco Sforza, 14, Milano"
2777,11998,OPERATIONAL,"{'lat': 45.4616075, 'lng': 9.196142699999998}",Elior Ristorazione S.P.A.,ChIJzdTscabGhkcRSgZ3gh_jhTU,"['restaurant', 'food', 'point_of_interest', 'establishment']",della signora,5.0,1.0,1.0,"Via della Signora, 3, Milano"
2778,11999,OPERATIONAL,"{'lat': 45.4616075, 'lng': 9.196142699999998}",Mensa,ChIJ4T4OcabGhkcRchMagmXITqI,"['restaurant', 'food', 'point_of_interest', 'establishment']",della signora,3.5,39.0,1.0,"Via della Signora, 3, Milano"
2779,12002,OPERATIONAL,"{'lat': 45.4612413, 'lng': 9.200094199999999}",Lealta' Srl,ChIJjU99S6HGhkcR0pC2xsATqb4,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",carlo freguglia,3.6,5.0,,"Via Carlo Freguglia, 4, Milano"
2780,12003,OPERATIONAL,"{'lat': 45.46141189999999, 'lng': 9.2001911}",Break Bianco,ChIJ4RVgS6HGhkcRmKDwXMocB4E,"['restaurant', 'point_of_interest', 'food', 'establishment']",carlo freguglia,4.3,52.0,,"Via Carlo Freguglia, 4, Milano"
2781,12005,OPERATIONAL,"{'lat': 45.4615122, 'lng': 9.2002071}",Bentobus Tribunale,ChIJK2r7oQPHhkcRK9BHS0RAg8U,"['restaurant', 'bar', 'point_of_interest', 'food', 'establishment']",carlo freguglia,4.6,36.0,,"Via Carlo Freguglia, 2, Milano"
2784,12011,OPERATIONAL,"{'lat': 45.4614157, 'lng': 9.202488799999998}",I Love Poke Tribunale,ChIJRe3t5gDHhkcRh7ldJ41yzKA,"['restaurant', 'food', 'point_of_interest', 'establishment']",luciano manara,4.7,19.0,2.0,"Via Luciano Manara, 5, Milano"
2786,12016,OPERATIONAL,"{'lat': 45.4612199, 'lng': 9.2069501}",FEDERICO Pizza dal 1929 - Milano,ChIJmZaAXI_HhkcRWPTjUvhI0kM,"['restaurant', 'food', 'point_of_interest', 'establishment']",regina margherita,4.8,28.0,,"Viale Regina Margherita, 32, Milano"
2787,12017,OPERATIONAL,"{'lat': 45.4607553, 'lng': 9.2073305}",Hambroeus,ChIJfRGpSJ_GhkcRPfft4Iz9SQg,"['restaurant', 'food', 'point_of_interest', 'establishment']",regina margherita,4.4,314.0,2.0,"Viale Regina Margherita, 30, Milano"
2792,12036,OPERATIONAL,"{'lat': 45.4609304, 'lng': 9.2095058}",Panigacci Milano Bistrot,ChIJq9fTLJnGhkcROBUwUfSrY4E,"['restaurant', 'bar', 'point_of_interest', 'food', 'establishment']",bezzecca,4.3,383.0,2.0,"Via Bezzecca, 2, Milano"
2793,12037,OPERATIONAL,"{'lat': 45.4610806, 'lng': 9.209325099999997}",Piadina & Co.,ChIJaQUw057GhkcR9aEt6ZXJ8pk,"['meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment']",amatore sciesa,4.1,16.0,,"Via Amatore Sciesa, 8, Milano"
2796,12047,OPERATIONAL,"{'lat': 45.46137820000001, 'lng': 9.209373}",CHIHUAHUA TACOS - Sciesa,ChIJq_ultebHhkcRZZRDcFGgWbY,"['restaurant', 'point_of_interest', 'food', 'establishment']",amatore sciesa,4.5,24.0,,"Via Amatore Sciesa, 6, Milano"
2797,12048,OPERATIONAL,"{'lat': 45.4613126, 'lng': 9.2096293}",Kebhouze - Cinque Giornate,ChIJ-5HL1iTHhkcR21BS7HG0Zwg,"['restaurant', 'point_of_interest', 'food', 'establishment']",amatore sciesa,4.9,114.0,,"Via Amatore Sciesa, 7, Milano"
2800,12054,OPERATIONAL,"{'lat': 45.4610043, 'lng': 9.210871899999999}",NEW NATURE CAFE & BISTROT,ChIJVUvRsp7GhkcRtfc06PWC2u8,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",bezzecca,4.1,22.0,,"Via Bezzecca, 9, Milano"
2801,12069,OPERATIONAL,"{'lat': 45.4607267, 'lng': 9.211157400000001}",Pizzeria Ali Baba 2,ChIJzSkvrJ7GhkcRYkhs4l2Khqk,"['restaurant', 'food', 'point_of_interest', 'establishment']",emilio morosini,3.0,1.0,,"Via Emilio Morosini, 12, Milano"
2804,12077,OPERATIONAL,"{'lat': 45.461254, 'lng': 9.211518499999999}",Chopsticks Ramen&sushi,ChIJ6URAesrHhkcRX_7QAGVKrX4,"['restaurant', 'food', 'point_of_interest', 'establishment']",emilio morosini,4.5,15.0,,"Via Emilio Morosini, 5, Milano"
2805,12083,OPERATIONAL,"{'lat': 45.4611068, 'lng': 9.2119944}",IN CARLO FOLDI Ristorantino Italiano,ChIJjR___pvGhkcRNNMpTHcnlJQ,"['restaurant', 'point_of_interest', 'food', 'establishment']",carlo foldi,,,,"Via Carlo Foldi, 1, Milano"
2806,12085,OPERATIONAL,"{'lat': 45.4611068, 'lng': 9.2119944}",Ristorante 46 Giallo,ChIJjR___pvGhkcRLHz85Zf87OU,"['restaurant', 'point_of_interest', 'food', 'establishment']",carlo foldi,4.5,2.0,,"Via Carlo Foldi, 1, Milano"
2813,12110,OPERATIONAL,"{'lat': 45.4615675, 'lng': 9.2300854}",Made In Sud,ChIJrZRbg33GhkcRk4gUvZkaPN4,"['convenience_store', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",azzo carbonera,4.5,123.0,,"Via Azzo Carbonera, 19, Milano"
2815,12116,OPERATIONAL,"{'lat': 45.4612279, 'lng': 9.2443047}",Pizzeria Trattoria Forlanini,ChIJi3p-rHHGhkcRuXjMpZ3Rzhw,"['restaurant', 'point_of_interest', 'food', 'establishment']",enrico forlanini,4.0,165.0,1.0,"Viale Enrico Forlanini, 50/9, Milano"
2827,12162,OPERATIONAL,"{'lat': 45.4622648, 'lng': 9.085979100000001}",Picanha Gourmet,ChIJUah5bQ7DhkcRd1Es_sh8GcA,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",cusago,5.0,44.0,2.0,"Via Cusago, 20, Milano"
2828,12165,OPERATIONAL,"{'lat': 45.4620129, 'lng': 9.0887646}",Casa Baggio - Hidden Kitchen,ChIJM4k-_wbphkcRcT4O5asU2UA,"['restaurant', 'meal_delivery', 'food', 'point_of_interest', 'establishment']",antonio ceriani 21scala d,5.0,4.0,,"Via Antonio Ceriani, 21/Scala D, Milano"
2829,12166,OPERATIONAL,"{'lat': 45.4622116, 'lng': 9.0891693}",Trattoria La Belle Epoqué,ChIJXUMGG_7phkcR8Bj4j_TFXC8,"['restaurant', 'food', 'point_of_interest', 'establishment']",antonio ceriani,4.4,122.0,1.0,"Via Antonio Ceriani, 26, Milano"
2831,12186,OPERATIONAL,"{'lat': 45.4623954, 'lng': 9.114321000000002}",Tito,ChIJU9lPe1nDhkcRMYegcUmGJgE,"['restaurant', 'point_of_interest', 'food', 'establishment']",alessio olivieri,,,,"Via Alessio Olivieri, 7, Milano"
2832,12194,OPERATIONAL,"{'lat': 45.461842, 'lng': 9.1339588}",Juga Korean fast food,ChIJsd_EgHDDhkcRXyuTcCUKSqU,"['restaurant', 'food', 'point_of_interest', 'establishment']",privata carlo antonio carlone   facciata crimea,4.9,30.0,,"Via Privata Carlo Antonio Carlone, 4 Facciata, Via Crimea, Milano"
2833,12196,OPERATIONAL,"{'lat': 45.46236109999999, 'lng': 9.1340968}",Pizzootto Gusto All'Infinito,ChIJVQdhW5fDhkcRVihQJOe-Z8c,"['restaurant', 'food', 'point_of_interest', 'establishment']",vincenzo giordano orsini,4.7,221.0,1.0,"Via Vincenzo Giordano Orsini, 11, Milano"
2836,12210,OPERATIONAL,"{'lat': 45.4624035, 'lng': 9.137210699999997}",Ju Cai - Take Away Rosticceria Cinese,ChIJJ8tBX9XDhkcRZlAJmLq56Ls,"['restaurant', 'food', 'point_of_interest', 'establishment']",piazzale giovanni delle bande nere,4.2,77.0,1.0,"Piazzale Giovanni delle Bande Nere, 8, Milano"
2838,12215,OPERATIONAL,"{'lat': 45.4621805, 'lng': 9.1382404}",Lojer Sushi,ChIJLZ4M33_BhkcRk4mgQvMTq-k,"['restaurant', 'point_of_interest', 'food', 'establishment']",sofonisba anguissola,4.4,685.0,2.0,"Via Sofonisba Anguissola, 31, Milano"
2839,12230,OPERATIONAL,"{'lat': 45.461949, 'lng': 9.149044}",Let's Feel Good Milano,ChIJ_w8NumLBhkcRKpqxLj7JIiM,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",ergisto bezzi,4.2,209.0,,"Viale Ergisto Bezzi, 73, Milano"
2840,12237,OPERATIONAL,"{'lat': 45.4618696, 'lng': 9.151320499999999}",Ba Ghetto Milano,ChIJAQBwZGLBhkcRo5ihFEyQLMA,"['restaurant', 'food', 'point_of_interest', 'establishment']",sardegna,4.2,693.0,2.0,"Via Sardegna, 45, Milano"
2841,12238,OPERATIONAL,"{'lat': 45.46184179999999, 'lng': 9.151362999999998}",Enoteca La Cocota Milano,ChIJacuzZmLBhkcR8X2yaYdAlXU,"['liquor_store', 'bar', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",sardegna,4.4,114.0,2.0,"Via Sardegna, 45, Milano"
2842,12239,OPERATIONAL,"{'lat': 45.4618618, 'lng': 9.151364799999998}",סלמון,ChIJv4pWYWLBhkcRMwGLOHJ5aCg,"['restaurant', 'food', 'point_of_interest', 'establishment']",sardegna,,,,"Via Sardegna, 45, Milano"
2843,12240,OPERATIONAL,"{'lat': 45.4623569, 'lng': 9.1510598}",Quintessenza Tigella Milano,ChIJ8X--X2LBhkcRANh--GHC2DI,"['bar', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",sardegna,4.3,113.0,2.0,"Via Sardegna, 34a, Milano"
2848,12265,OPERATIONAL,"{'lat': 45.4624093, 'lng': 9.1619333}",Pizzeria Donna Angela,ChIJD-X_5YDBhkcRgRTp8i4-i8k,"['restaurant', 'food', 'point_of_interest', 'establishment']",paolo giovio,3.1,54.0,,"Via Paolo Giovio, 30, Milano"
2849,12270,OPERATIONAL,"{'lat': 45.46245940000001, 'lng': 9.1729865}",Maison Caffet,ChIJF2njElfBhkcRlHZY3Ra0YF4,"['bakery', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",san vittore,4.8,194.0,,"Via San Vittore, 3, Milano"
2851,12272,OPERATIONAL,"{'lat': 45.4623565, 'lng': 9.1733283}",Alice pizza San Vittore,ChIJnd6QVVHBhkcRxOj_BakRiV8,"['restaurant', 'food', 'point_of_interest', 'establishment']",san vittore,4.3,82.0,2.0,"Via San Vittore, 3, Milano"
2854,12280,OPERATIONAL,"{'lat': 45.4623315, 'lng': 9.1780349}",Mensa&Pizza.9,ChIJp6ttPVTBhkcRW6GUq3vug4s,"['restaurant', 'food', 'point_of_interest', 'establishment']",lodovico necchi,4.2,106.0,1.0,"Via Lodovico Necchi, 9, Milano"
2855,12285,OPERATIONAL,"{'lat': 45.4623234, 'lng': 9.181767299999999}",Lautrec S.R.L.,ChIJWay4v1TBhkcRayO6gXHhTqo,"['restaurant', 'food', 'point_of_interest', 'establishment']",mentana,,,,"Piazza Mentana, 8, Milano"
2862,12311,OPERATIONAL,"{'lat': 45.4619904, 'lng': 9.1855674}",Pomet Food - Consolato Calabrese,ChIJYS5Utn7HhkcROdLGMBOzKHA,"['restaurant', 'food', 'point_of_interest', 'establishment']",valpetrosa torino,4.6,659.0,1.0,"Via Valpetrosa, Via Torino, 1, Milano"
2866,12330,OPERATIONAL,"{'lat': 45.46231119999999, 'lng': 9.1866896}",Zime,ChIJAxj2mqvGhkcRZ0PaFg-zR1o,"['restaurant', 'point_of_interest', 'food', 'establishment']",torino,3.3,3.0,,"Via Torino, Milano"
2874,12349,OPERATIONAL,"{'lat': 45.4624145, 'lng': 9.187616499999999}",Caputo - Ristorante e Pizzeria Napoletana,ChIJNxEk86vGhkcRvyuJ7WOwf7o,"['restaurant', 'food', 'point_of_interest', 'establishment']",falcone,4.1,2061.0,2.0,"Via Falcone, 7, Milano"
2875,12358,OPERATIONAL,"{'lat': 45.46170060000001, 'lng': 9.188390900000002}",Neko Bento&Ramen,ChIJrRI3-_THhkcRcirswmCe35g,"['restaurant', 'food', 'point_of_interest', 'establishment']",giuseppe mazzini,4.7,157.0,,"Via Giuseppe Mazzini, 20, Milano"
2879,12364,OPERATIONAL,"{'lat': 45.46245609999999, 'lng': 9.188392299999999}",Hana,ChIJeVm41cbGhkcRtUEZAl-_isU,"['restaurant', 'point_of_interest', 'food', 'establishment']",giuseppe mazzini,4.2,1383.0,2.0,"Via Giuseppe Mazzini, 12, Milano"
2881,12378,OPERATIONAL,"{'lat': 45.4622827, 'lng': 9.1895023}",Bottega Ghiotta,ChIJGdbsSanGhkcR9xIl-3eBdrQ,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",armando diaz,3.8,1274.0,2.0,"Piazza Armando Diaz, 6, Milano"
2882,12386,OPERATIONAL,"{'lat': 45.4619219, 'lng': 9.189932699999998}",Jollibee Milano,ChIJn75qRKnGhkcRUhBcFquRMi8,"['restaurant', 'food', 'point_of_interest', 'establishment']",armando diaz,4.1,2410.0,,"Piazza Armando Diaz, 7, Milano"
2883,12387,OPERATIONAL,"{'lat': 45.46191320000001, 'lng': 9.1900125}",Sisal Wincity,ChIJ3Rp6RqnGhkcRRnBxAJlVcLo,"['casino', 'bar', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']",generale armando diaz,4.0,453.0,,"Piazza Generale, Piazza Armando Diaz, 7, Milano"
2886,12391,OPERATIONAL,"{'lat': 45.461892, 'lng': 9.1902138}",Bar Ristorante Nannini Diaz,ChIJP1dwPETHhkcRMX4k8WaXSes,"['bar', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']",armando diaz,4.0,45.0,2.0,"Piazza Armando Diaz, 7, Milano"
2888,12395,OPERATIONAL,"{'lat': 45.4621338, 'lng': 9.1904483}",Ca'puccino Piazza Diaz,ChIJ9_r5T6nGhkcRoDCHVbKjhKk,"['cafe', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",armando diaz,3.4,1461.0,2.0,"Piazza Armando Diaz, 5, Milano"
2890,12397,OPERATIONAL,"{'lat': 45.46169479999999, 'lng': 9.191016199999998}",New York Stickball,ChIJG5HeIqnGhkcRD8wdi9fS1fs,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",flavio baracchini,3.0,1.0,,"Via Flavio Baracchini, 7, Milano"
2891,12399,OPERATIONAL,"{'lat': 45.4620959, 'lng': 9.1910235}",Yuan Hotpot,ChIJyRYfMKnGhkcRvAqBcsuQAdE,"['restaurant', 'food', 'point_of_interest', 'establishment']",paolo da cannobio,4.1,430.0,2.0,"Via Paolo da Cannobio, 2, Milano"
2892,12400,OPERATIONAL,"{'lat': 45.4621071, 'lng': 9.190955899999997}",Piadineria La Caveja,ChIJ61BYO6nGhkcR3RYiHJn0jvs,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",paolo da cannobio,4.4,97.0,1.0,"Via Paolo da Cannobio, 2, Milano"
2893,12411,OPERATIONAL,"{'lat': 45.4620959, 'lng': 9.1910235}",Fish Lab Milano,ChIJ70z9KFvHhkcRdHIyyo9ugE8,"['restaurant', 'food', 'point_of_interest', 'establishment']",paolo da cannobio,3.0,5.0,,"Via Paolo da Cannobio, 2, Milano"
2895,12443,OPERATIONAL,"{'lat': 45.4623032, 'lng': 9.1927948}",Jade Garden,ChIJH3l4zajGhkcRexfsn7ZKkWk,"['restaurant', 'food', 'point_of_interest', 'establishment']",palazzo reale,4.3,591.0,2.0,"Via Palazzo Reale, 5, Milano"
2897,12446,OPERATIONAL,"{'lat': 45.46245269999999, 'lng': 9.192630399999999}",MERENDERIA MAREMMANA,ChIJk7sy4n7HhkcRPrkC1kO_EJ0,"['restaurant', 'food', 'point_of_interest', 'establishment']",palazzo reale,4.0,1.0,,"Via Palazzo Reale, 5, Milano"
2898,12448,OPERATIONAL,"{'lat': 45.4623825, 'lng': 9.1940276}",Flash,ChIJXZX2rajGhkcRNwPKXjDF2eI,"['restaurant', 'point_of_interest', 'food', 'establishment']",bergamini,3.6,1669.0,1.0,"Via Bergamini, 1, Milano"
2899,12449,OPERATIONAL,"{'lat': 45.4617278, 'lng': 9.194189399999999}",Wine Bar La Pagnotta,ChIJa-gMpqjGhkcRTh-rjEFqgao,"['bar', 'restaurant', 'point_of_interest', 'food', 'establishment']",bergamini,4.4,71.0,,"Via Bergamini, 7, Milano"
2903,12456,OPERATIONAL,"{'lat': 45.4621338, 'lng': 9.194384999999999}",Ai confini del gusto,ChIJwQ0KqqjGhkcRYG7VF72FD9g,"['bar', 'bakery', 'restaurant', 'point_of_interest', 'food', 'store', 'establishment']",santo stefano,4.3,105.0,2.0,"Piazza Santo Stefano, Milano"
2905,12459,OPERATIONAL,"{'lat': 45.46193359999999, 'lng': 9.194633200000002}",Bar Virgilio,ChIJ89r7LyrHhkcRqrAetZq1fhc,"['bar', 'cafe', 'restaurant', 'point_of_interest', 'food', 'establishment']",santo stefano,4.0,3.0,,"Piazza Santo Stefano, 10, Milano"
