Unnamed: 0,Index,business_status,geometry,name_g,place_id,types,address_g,rating_g,total_reviews_g,price_level_g,address_g_backup
24,59,OPERATIONAL,"{'lat': 45.4039192, 'lng': 9.1724335}",Pizzeria Il Molo,ChIJ13yD6ZjEhkcRqupBIvl6VSo,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",costantino baroni,4.0,130.0,1.0,"Via Costantino Baroni, 244, Milano"
25,60,OPERATIONAL,"{'lat': 45.4040433, 'lng': 9.1723005}",Pizzeria Da Kiro Pizza da asporto,ChIJcS-p8ZjEhkcRRFjuY9Kx4f8,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",costantino baroni,3.9,47.0,1.0,"Via Costantino Baroni, 242, Milano"
37,135,OPERATIONAL,"{'lat': 45.4050454, 'lng': 9.152785100000001}",Sushi Daily Assago,ChIJN9z2447DhkcROxmg2dU22Cg,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",milanofiori milanofiori,4.1,7.0,,"Milanofiori Centro Commerciale, Viale Milanofiori, Milano"
57,215,OPERATIONAL,"{'lat': 45.4083552, 'lng': 9.1520686}",Vintage Break,ChIJgbTfz2jDhkcR0qZw26mJca8,"['restaurant', 'food', 'point_of_interest', 'establishment']",degli incontri,4.0,345.0,2.0,"Piazza degli Incontri, 12, Milano"
84,360,OPERATIONAL,"{'lat': 45.4134441, 'lng': 9.209488200000001}",Locanda Macconago Ristorante,ChIJRYh2IfzEhkcRODTGAkghhj4,"['restaurant', 'point_of_interest', 'food', 'establishment']",macconago,4.4,240.0,2.0,"Via Macconago, 20, Milano"
89,382,OPERATIONAL,"{'lat': 45.4140508, 'lng': 9.162860199999999}",Charleston,ChIJRZUFlXzDhkcRpk0sBaJuIIE,"['bar', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",icilio calzolari,4.0,411.0,2.0,"Via Icilio Calzolari, 1, Milano"
90,383,OPERATIONAL,"{'lat': 45.4140904, 'lng': 9.1629139}",Salcone Sas,ChIJZYMQlXzDhkcRpPXG4oOeZ0k,"['restaurant', 'food', 'point_of_interest', 'establishment']",icilio calzolari,,,,"Via Icilio Calzolari, 1, Milano"
91,388,OPERATIONAL,"{'lat': 45.4146849, 'lng': 9.1694502}",SAN GAUDIENZO,ChIJwygH8-rFhkcRENsYwTjsLMo,"['restaurant', 'point_of_interest', 'food', 'establishment']",gratosoglio,,,,"Via Gratosoglio, Milano"
92,390,OPERATIONAL,"{'lat': 45.4144386, 'lng': 9.175942299999999}",Vita Bistrot,ChIJ6yB9UYTEhkcRqgJyGAhVphc,"['restaurant', 'food', 'point_of_interest', 'establishment']",dei missaglia,,,,"Via dei Missaglia, 89, Milano"
95,408,OPERATIONAL,"{'lat': 45.414953, 'lng': 9.176276000000003}","Gustop - Ristorante, Bar, Catering",ChIJyzcsAYzEhkcRpViQU-S64JA,"['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']",selvanesco,4.1,111.0,1.0,"Via Selvanesco, 77, Milano"
109,446,OPERATIONAL,"{'lat': 45.4162556, 'lng': 9.1772362}",Pizzeria da Tito,ChIJQc7k1YXEhkcRFdBUhFrjKlw,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",ettore bugatti,4.0,89.0,,"Via Ettore Bugatti, 11, Milano"
110,448,OPERATIONAL,"{'lat': 45.4162556, 'lng': 9.1772362}",Bistro' terrazze,ChIJdwib-yXFhkcR0Pz0uVqxkts,"['restaurant', 'food', 'point_of_interest', 'establishment']",ettore bugatti,4.3,36.0,,"Via Ettore Bugatti, 11, Milano"
111,449,OPERATIONAL,"{'lat': 45.4162556, 'lng': 9.1772362}",Molini Besozzi Marzoli,ChIJQc7k1YXEhkcRI6btHtJ3dHk,"['restaurant', 'food', 'point_of_interest', 'establishment']",ettore bugatti,,,,"Via Ettore Bugatti, 11, Milano"
112,451,OPERATIONAL,"{'lat': 45.4166489, 'lng': 9.1777515}",Shon Cafè,ChIJ0SrmfobEhkcR_Ok2mucQzVo,"['bar', 'restaurant', 'point_of_interest', 'food', 'establishment']",ettore bugatti,4.1,418.0,1.0,"Via Ettore Bugatti, 7, Milano"
113,454,OPERATIONAL,"{'lat': 45.4159051, 'lng': 9.239568000000002}",Borgo Nuovo Restaurant Lounge,ChIJAdVhfXXFhkcRfNqSKXrq22o,"['restaurant', 'food', 'point_of_interest', 'establishment']",san bernardo,4.1,246.0,2.0,"Via San Bernardo, 16, Milano"
114,456,OPERATIONAL,"{'lat': 45.41579540000001, 'lng': 9.2401305}",Locanda Chiaravalle,ChIJLeEdfXXFhkcR94FVCoea8IM,"['restaurant', 'point_of_interest', 'food', 'establishment']",san bernardo,,,,"Via San Bernardo, 36, Milano"
127,517,OPERATIONAL,"{'lat': 45.41715139999999, 'lng': 9.1702899}",Da Max Hamburger House,ChIJ65glVw7FhkcR5WtTAAUN1HY,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",teresa noce,,,,"Via Teresa Noce, 5, Milano"
128,529,OPERATIONAL,"{'lat': 45.416966, 'lng': 9.178153600000002}",Bugatti Pizza - Pizza al Trancio,ChIJ0decy33FhkcRLe7-f3hcsCk,"['meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment']",ettore bugatti,4.8,124.0,,"Via Ettore Bugatti, 5, Milano"
156,663,OPERATIONAL,"{'lat': 45.4193156, 'lng': 9.157868}",프라텔리 식당,ChIJN1SRtLnDhkcR1N1LuokHtBQ,"['restaurant', 'point_of_interest', 'food', 'establishment']",del mare,3.0,1.0,,"Via del Mare, 49, Milano"
157,664,OPERATIONAL,"{'lat': 45.4188159, 'lng': 9.1745567}","Da kiro,2",ChIJDdAyYXHFhkcRhEkzB8MLXZk,"['meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment']",guido de ruggiero,5.0,1.0,,"Via Guido de Ruggiero, 8, Milano"
159,670,OPERATIONAL,"{'lat': 45.4191231, 'lng': 9.179327299999997}",A Casa di Rucci Ristorante,ChIJzbZGhxXFhkcRCf0VL31fVl8,"['restaurant', 'point_of_interest', 'food', 'establishment']",nicola romeo,4.5,189.0,,"Via Nicola Romeo, 5, Milano"
171,728,OPERATIONAL,"{'lat': 45.41976199999999, 'lng': 9.155415999999999}",Autogrill,ChIJAV-VGnfDhkcRmzRAHY51AWQ,"['restaurant', 'supermarket', 'cafe', 'bar', 'grocery_or_supermarket', 'point_of_interest', 'store', 'food', 'establishment']",del mare,3.4,1513.0,2.0,"Via del Mare, 34, Milano"
172,741,OPERATIONAL,"{'lat': 45.4197222, 'lng': 9.1777778}",Cristian Pizzeria Ristorante,ChIJd11HuofEhkcRXq-UrhJM2Rw,"['restaurant', 'food', 'point_of_interest', 'establishment']",nicola romeo,4.1,278.0,1.0,"Via Nicola Romeo, 6, Milano"
200,861,OPERATIONAL,"{'lat': 45.4209299, 'lng': 9.2771977}",Bucataria de acasa,ChIJb8OotHHPhkcR2a3Q1UW_QJ4,"['restaurant', 'point_of_interest', 'food', 'establishment']",unica bolgiano,4.5,699.0,2.0,"Via Unica Bolgiano, 9, Milano"
208,898,OPERATIONAL,"{'lat': 45.4215621, 'lng': 9.204149200000002}",Jump In The Past di Pedonesi Rodolfo,ChIJ0ys27FnEhkcRj-QM4VZxjFw,"['restaurant', 'food', 'point_of_interest', 'establishment']",giuseppe ripamonti,3.6,7.0,,"Via Giuseppe Ripamonti, 334, Milano"
216,940,OPERATIONAL,"{'lat': 45.4225393, 'lng': 9.1766136}",Trattoria Isola Anita,ChIJ76ds0H3EhkcRYh4U8RswVDA,"['restaurant', 'point_of_interest', 'food', 'establishment']",dei missaglia,4.2,262.0,2.0,"Via dei Missaglia, 48, Milano"
223,974,OPERATIONAL,"{'lat': 45.4234161, 'lng': 9.1653671}",Birrificio Boffalora,ChIJ1Y0yjoHDhkcRYg93WGoYzis,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",boffalora,4.5,29.0,1.0,"Via Boffalora, 15, Milano"
224,981,OPERATIONAL,"{'lat': 45.4235541, 'lng': 9.1767477}",Pizzeria 40,ChIJ_auELHzEhkcRv3USTjK6XCM,"['meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment']",dei missaglia,4.4,119.0,1.0,"Via dei Missaglia, 40, Milano"
238,1026,OPERATIONAL,"{'lat': 45.4244956, 'lng': 9.203449599999997}",Melara Restaurant,ChIJ7R1JN1rEhkcRZAm9fiVi3_o,"['restaurant', 'food', 'point_of_interest', 'establishment']",giuseppe ripamonti,4.3,555.0,2.0,"Via Giuseppe Ripamonti, 294, Milano"
259,1120,OPERATIONAL,"{'lat': 45.4262058, 'lng': 9.169847299999999}",3z O.k. S.a.s.,ChIJnT6vy4DDhkcR0gkinUEJAQA,"['restaurant', 'food', 'point_of_interest', 'establishment']",della chiesa rossa,1.0,1.0,,"Via della Chiesa Rossa, 111, Milano"
262,1128,OPERATIONAL,"{'lat': 45.4263558, 'lng': 9.250322299999999}",McDonald’s Milano Rogoredo,ChIJM-dx-dfFhkcRLTg063w8bDw,"['restaurant', 'point_of_interest', 'food', 'establishment']",rogoredo,4.0,519.0,1.0,"Via Rogoredo, 110, Milano"
263,1129,OPERATIONAL,"{'lat': 45.42591209999999, 'lng': 9.251674}",SANTA SOFIA PIZZA - KEBAP - GRILL,ChIJRfODANTFhkcRSJLyZL8Yv7Y,"['restaurant', 'bar', 'liquor_store', 'grocery_or_supermarket', 'point_of_interest', 'food', 'store', 'establishment']",rogoredo,4.7,56.0,,"Via Rogoredo, 119, Milano"
264,1130,OPERATIONAL,"{'lat': 45.42591209999999, 'lng': 9.251674}",Birrificio di Ringhiera,ChIJ4bigPpDFhkcR6g6D__NfRmo,"['bar', 'restaurant', 'point_of_interest', 'food', 'establishment']",rogoredo,4.9,90.0,,"Via Rogoredo, 119, Milano"
266,1133,OPERATIONAL,"{'lat': 45.4264562, 'lng': 9.2511406}",TRAM Laboratorio del tramezzino veneziano,ChIJvx39TpDFhkcR6oyogbRazCM,"['restaurant', 'point_of_interest', 'food', 'establishment']",rogoredo,4.6,144.0,,"Via Rogoredo, 113, Milano"
278,1195,OPERATIONAL,"{'lat': 45.426966, 'lng': 9.2504501}",SICILY FISH,ChIJYZIzq5HFhkcRtjZNcKgiTSQ,"['restaurant', 'food', 'point_of_interest', 'establishment']",rogoredo,,,,"Via Rogoredo, 103, Milano"
286,1237,OPERATIONAL,"{'lat': 45.4275519, 'lng': 9.139592799999999}",La Corte Della Risaia Ristorante,ChIJZY-oiqbDhkcR7GDwC4xBGhc,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",bardolino,3.9,398.0,2.0,"Via Bardolino, 30, Milano"
289,1248,OPERATIONAL,"{'lat': 45.4274586, 'lng': 9.2046373}",pizzeria ilcoccodrillo,ChIJoYIixVrEhkcRtFdHeDioc7A,"['restaurant', 'food', 'point_of_interest', 'establishment']",dei guarneri,3.9,130.0,1.0,"Via dei Guarneri, 11, Milano"
290,1251,OPERATIONAL,"{'lat': 45.4276963, 'lng': 9.2496215}",Ai Due Orsi,ChIJdcCNDZHFhkcRNnmMaZGLQZY,"['restaurant', 'food', 'point_of_interest', 'establishment']",privata fidenza,4.4,926.0,2.0,"Via Privata Fidenza, 1, Milano"
291,1253,OPERATIONAL,"{'lat': 45.42764689999999, 'lng': 9.2499766}",Locanda 2 orsi,ChIJYfTMYAHFhkcRcgRuDbN4Lzg,"['restaurant', 'food', 'point_of_interest', 'establishment']",privata fidenza,5.0,3.0,,"Via Privata Fidenza, 4, Milano"
295,1289,OPERATIONAL,"{'lat': 45.4291697, 'lng': 9.171538}",Pizzeria Nord & Sud,ChIJA1SukYfDhkcRreLMqiPWjG8,"['restaurant', 'food', 'point_of_interest', 'establishment']",della chiesa rossa,4.1,63.0,,"Via della Chiesa Rossa, 73, Milano"
296,1293,OPERATIONAL,"{'lat': 45.4290047, 'lng': 9.1798085}",Yankee Burger,ChIJQ7e4QJHFhkcRvCvyz8rNjzk,"['restaurant', 'food', 'point_of_interest', 'establishment']",ulisse dini,5.0,2.0,,"Via Ulisse Dini, 9, Milano"
297,1295,OPERATIONAL,"{'lat': 45.4283501, 'lng': 9.202434600000002}",Pizzeria Trattoria Oscar,ChIJn3WMSlvEhkcR377lN1Ejep0,"['restaurant', 'point_of_interest', 'food', 'establishment']",giuseppe ripamonti,4.2,105.0,1.0,"Via Giuseppe Ripamonti, 244, Milano"
302,1319,OPERATIONAL,"{'lat': 45.4294234, 'lng': 9.1716822}",Cose Nostre,ChIJXR4djofDhkcR-rXygmgZAzU,"['restaurant', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",della chiesa rossa,4.4,2456.0,2.0,"Via della Chiesa Rossa, 71, Milano"
303,1320,OPERATIONAL,"{'lat': 45.4296157, 'lng': 9.171822599999999}",San Tommaso,ChIJG7WLjYfDhkcRrWklijTA5RI,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",della chiesa rossa,3.6,43.0,2.0,"Via della Chiesa Rossa, 69, Milano"
306,1331,OPERATIONAL,"{'lat': 45.4292962, 'lng': 9.203334399999997}",Pane e... Delizie,ChIJUZ0ExETEhkcR-hGZBQQ8D3s,"['restaurant', 'point_of_interest', 'food', 'store', 'establishment']",val di sole,4.5,157.0,2.0,"Via Val di Sole, 21, Milano"
307,1335,OPERATIONAL,"{'lat': 45.42938609999999, 'lng': 9.256494000000002}",4420 Simple Street Food,ChIJuyoXFzvFhkcRGtTtYSoZ6FU,"['restaurant', 'food', 'point_of_interest', 'establishment']",giuseppe impastato,5.0,1.0,,"Via Giuseppe Impastato, Milano"
319,1377,OPERATIONAL,"{'lat': 45.4308199, 'lng': 9.1995684}",Lo Stacco,ChIJPURUc0PEhkcRlHEbIfY_y5s,"['restaurant', 'night_club', 'food', 'point_of_interest', 'establishment']",noto,3.9,885.0,2.0,"Via Noto, 8, Milano"
320,1382,OPERATIONAL,"{'lat': 45.43085689999999, 'lng': 9.245864399999999}",Pizzeria da Omar,ChIJ10UPNZTFhkcRMs9KXMJ7Cbs,"['restaurant', 'food', 'point_of_interest', 'establishment']",monte popera,4.5,142.0,1.0,"Via Monte Popera, 8, Milano"
333,1436,OPERATIONAL,"{'lat': 45.4316318, 'lng': 9.1813853}",Alaa,ChIJ5y1xCPLFhkcR8TcpDHZFcVU,"['restaurant', 'food', 'point_of_interest', 'establishment']",medeghino,,,,"Via Medeghino, 15, Milano"
335,1442,OPERATIONAL,"{'lat': 45.431429, 'lng': 9.201579900000002}",Spq,ChIJMwHjfUPEhkcRCO1rTCQ8y8o,"['restaurant', 'food', 'point_of_interest', 'establishment']",giuseppe ripamonti,4.2,801.0,2.0,"Via Giuseppe Ripamonti, 204, Milano"
338,1447,OPERATIONAL,"{'lat': 45.431822, 'lng': 9.243717100000001}",Kappa's Cafe',ChIJZQzampXFhkcRZL2BD4aS6j8,"['meal_takeaway', 'cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",monte palombino,4.5,21.0,,"Via Monte Palombino, 7, Milano"
339,1451,OPERATIONAL,"{'lat': 45.4316587, 'lng': 9.244860700000002}",Napoli.it,ChIJ9-bdXnXFhkcRL_3zcQx-Jw8,"['restaurant', 'point_of_interest', 'food', 'establishment']",freiköfel,4.1,17.0,,"Via Freiköfel, 15, Milano"
351,1502,OPERATIONAL,"{'lat': 45.4322005, 'lng': 9.1732557}",L'Isola della Pizza,ChIJA0dt8yHDhkcRBpo34gO1Q-g,"['restaurant', 'food', 'point_of_interest', 'establishment']",della chiesa rossa,4.2,787.0,2.0,"Via della Chiesa Rossa, 47, Milano"
354,1519,OPERATIONAL,"{'lat': 45.4328071, 'lng': 9.1825852}",Felice,ChIJfZejSszFhkcRz_OVqfk-kag,"['restaurant', 'point_of_interest', 'food', 'establishment']",medeghino,4.2,56.0,,"Via Medeghino, 4, Milano"
363,1553,OPERATIONAL,"{'lat': 45.4329838, 'lng': 9.108404799999999}",Openshop24 Snack Bevande Panini,ChIJ3R36aFzChkcR5YDwUvIkrto,"['restaurant', 'point_of_interest', 'food', 'establishment']",italy,,,,Italy
373,1604,OPERATIONAL,"{'lat': 45.4337057, 'lng': 9.1641474}",Ristorante Il Ciclone 2,ChIJo1mOcYXDhkcRDv3lTo-bgEs,"['restaurant', 'food', 'point_of_interest', 'establishment']",san paolino,3.7,66.0,1.0,"Via San Paolino, 2, Milano"
374,1607,OPERATIONAL,"{'lat': 45.43310140000001, 'lng': 9.176419}",Ristorante Le Delizie Della Mamma,ChIJVQaxodXFhkcRd607g6IIHcc,"['restaurant', 'food', 'point_of_interest', 'establishment']",neera,4.7,7.0,,"Via Neera, 11, Milano"
379,1628,OPERATIONAL,"{'lat': 45.4329213, 'lng': 9.200690500000002}",Il Milanese,ChIJ7Qf-FSrFhkcRAO4J0bH7U1Y,"['restaurant', 'point_of_interest', 'food', 'establishment']",sibari,4.5,74.0,1.0,"Via Sibari, 3, Milano"
381,1634,OPERATIONAL,"{'lat': 45.4334692, 'lng': 9.200876599999999}",Captain Cook,ChIJiQ3v6szFhkcRaeEs23NCaXw,"['restaurant', 'food', 'point_of_interest', 'establishment']",giuseppe ripamonti,,,,"Via Giuseppe Ripamonti, 186, Milano"
383,1636,OPERATIONAL,"{'lat': 45.433501, 'lng': 9.200884}",Istanbul Turkish kebap,ChIJa7adSSXFhkcRmb4r3NeyP9I,"['restaurant', 'food', 'point_of_interest', 'establishment']",giuseppe ripamonti,4.6,14.0,,"Via Giuseppe Ripamonti, 186, Milano"
385,1644,OPERATIONAL,"{'lat': 45.4334555, 'lng': 9.222119799999998}",Gobbato,ChIJ0yEx47TFhkcRaUGJevb6gB4,"['bakery', 'meal_takeaway', 'restaurant', 'point_of_interest', 'store', 'food', 'establishment']",nicolò barabino,4.6,918.0,1.0,"Via Nicolò Barabino, 7, Milano"
388,1650,OPERATIONAL,"{'lat': 45.4336929, 'lng': 9.2383729}",Juice Bar - Milano Rogoredo,ChIJoZe3ML_FhkcRLsNXOLTFrhk,"['cafe', 'bar', 'restaurant', 'point_of_interest', 'food', 'store', 'establishment']",giovanni battista morgagni,3.4,16.0,,"Via Giovanni Battista Morgagni, Milano"
405,1734,OPERATIONAL,"{'lat': 45.43389639999999, 'lng': 9.178148999999998}",Ai Tre Gradini,ChIJmYulHnfEhkcRdilNbaGMOag,"['restaurant', 'food', 'point_of_interest', 'establishment']",anton giulio barrili,3.9,528.0,2.0,"Via Anton Giulio Barrili, 24, Milano"
406,1735,OPERATIONAL,"{'lat': 45.4338748, 'lng': 9.1780314}",Rajmahal Restora রাজমহল রেস্তরা,ChIJcbKt0AbFhkcRli6fEQy7FZA,"['restaurant', 'food', 'point_of_interest', 'establishment']",anton giulio barrili,5.0,5.0,,"Via Anton Giulio Barrili, 24, Milano"
408,1743,OPERATIONAL,"{'lat': 45.4338233, 'lng': 9.185408599999999}",Ristorante Cesare,ChIJu7B643HEhkcR-So3EIirsq4,"['restaurant', 'point_of_interest', 'food', 'establishment']",lorenzo valla,4.3,364.0,2.0,"Via Lorenzo Valla, 25, Milano"
409,1766,OPERATIONAL,"{'lat': 45.4343869, 'lng': 9.204457999999999}",Annaré,ChIJ-z4jnpHFhkcRG4PtfmcCav4,"['restaurant', 'food', 'point_of_interest', 'establishment']",broni,4.5,114.0,,"Via Broni, 18, Milano"
410,1768,OPERATIONAL,"{'lat': 45.4346213, 'lng': 9.2197559}",Miko Food,ChIJRS2S14LFhkcRaM-3WHWtyhY,"['restaurant', 'food', 'point_of_interest', 'establishment']",dei cinquecento,4.4,9.0,,"Via dei Cinquecento, 25, Milano"
411,1769,OPERATIONAL,"{'lat': 45.4346334, 'lng': 9.2197643}",Pizza House 4,ChIJgbZU2krEhkcRb2LjnJwSbP8,"['restaurant', 'food', 'point_of_interest', 'establishment']",dei cinquecento,4.7,3.0,,"Via dei Cinquecento, 25, Milano"
412,1773,OPERATIONAL,"{'lat': 45.4345432, 'lng': 9.227407200000002}",Casottel,ChIJnSSSbbbFhkcRhRhIeu-XiE4,"['restaurant', 'food', 'point_of_interest', 'establishment']",fabio massimo,4.1,731.0,2.0,"Via Fabio Massimo, 25, Milano"
413,1775,OPERATIONAL,"{'lat': 45.4337557, 'lng': 9.2301188}",Dag Sporting Corvetto,ChIJazccpbfFhkcRDBUscnAi__g,"['bar', 'school', 'restaurant', 'food', 'point_of_interest', 'health', 'establishment']",fabio massimo,4.2,340.0,,"Via Fabio Massimo, 15/4, Milano"
414,1777,OPERATIONAL,"{'lat': 45.434538, 'lng': 9.2364979}",Mar Rosso,ChIJOff3lrjFhkcRB1vfhP2iZJ0,"['restaurant', 'food', 'point_of_interest', 'establishment']",giovanni battista cassinis,4.1,90.0,1.0,"20139, Via Giovanni Battista Cassinis, 63, Milano"
415,1784,OPERATIONAL,"{'lat': 45.4339395, 'lng': 9.240102799999999}",Panino Giusto TO GO,ChIJrXLWw2zFhkcR5_e_7Pg3KYs,"['restaurant', 'food', 'point_of_interest', 'establishment']",luigi russolo,3.3,12.0,,"Via Luigi Russolo, 6, Milano"
417,1786,OPERATIONAL,"{'lat': 45.4338531, 'lng': 9.240266700000001}",Poke House - Spark 1,ChIJc13Cmf7FhkcRQFXM-hSt3tw,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",luigi russolo,4.0,54.0,,"Via Luigi Russolo, 5, Milano"
418,1787,OPERATIONAL,"{'lat': 45.43413049999999, 'lng': 9.2401299}",La piadineria,ChIJUTw5HRrFhkcRoHGx8jCGWBs,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",luigi russolo,3.6,37.0,1.0,"Via Luigi Russolo, 6, Milano"
419,1788,OPERATIONAL,"{'lat': 45.4341658, 'lng': 9.240121499999999}",Bun Burgers - Santa Giulia,ChIJJXlt3pHFhkcRcmow4t5qApk,"['restaurant', 'food', 'point_of_interest', 'establishment']",luigi russolo,3.3,15.0,,"Via Luigi Russolo, 5, Milano"
422,1793,OPERATIONAL,"{'lat': 45.4346109, 'lng': 9.2399385}",Smokery by Roadhouse Santa Giulia,ChIJ7d6owRLFhkcRAyFA3IjTkQM,"['restaurant', 'food', 'point_of_interest', 'establishment']",tina modotti,3.4,9.0,,"Piazza Tina Modotti, Milano"
438,1870,OPERATIONAL,"{'lat': 45.4351764, 'lng': 9.1453215}",POLLO VOLANTE,ChIJF2TsVNrDhkcRCwApzpVb4ys,"['restaurant', 'food', 'point_of_interest', 'establishment']",davide campari,,,,"Via Davide Campari, 7, Milano"
440,1874,OPERATIONAL,"{'lat': 45.4353926, 'lng': 9.151126799999998}",Panificio 24h24,ChIJKyC1J5bDhkcRGmmoHPWSAPQ,"['restaurant', 'food', 'point_of_interest', 'establishment']",lago di nemi,4.4,16.0,,"Via Lago di Nemi, 25, Milano"
441,1879,OPERATIONAL,"{'lat': 45.4351908, 'lng': 9.1705871}",Bowling dei fiori,ChIJGT1-2ovDhkcRBicgWp38FiE,"['bowling_alley', 'cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",privata renzo   lucia,3.8,2143.0,,"Via Privata Renzo e Lucia, 4, Milano"
442,1880,OPERATIONAL,"{'lat': 45.4350913, 'lng': 9.170950699999999}",Mediterraneo 2 Ristorante-Pizzeria,ChIJ_b3FcInDhkcRVMeamN0WCn0,"['restaurant', 'food', 'point_of_interest', 'establishment']",privata dellinnominato,,,,"Via Privata dell'Innominato, Milano"
445,1889,OPERATIONAL,"{'lat': 45.4351153, 'lng': 9.1777737}",IMPERATOR KEBAP,ChIJrwIsKprFhkcRzjNI3l503Zc,"['restaurant', 'food', 'point_of_interest', 'establishment']",lodovico montegani,3.6,45.0,,"Via Lodovico Montegani, 22, Milano"
449,1907,OPERATIONAL,"{'lat': 45.4353944, 'lng': 9.219001200000001}",Pizzeria Casablanca,ChIJXfvK7ErEhkcRj1tx1DV0dWc,"['restaurant', 'food', 'point_of_interest', 'establishment']",ravenna,,,,"Via Ravenna, 20, Milano"
458,1999,OPERATIONAL,"{'lat': 45.43579460000001, 'lng': 9.1597577}",Excalibur ristorante pizzeria bar,ChIJ8W-1MX_DhkcRmAimW6aXooY,"['restaurant', 'point_of_interest', 'food', 'establishment']",ovada,4.3,56.0,,"Via Ovada, 36, Milano"
460,2012,OPERATIONAL,"{'lat': 45.4361763, 'lng': 9.1736921}",Pizzeria San Karas,ChIJ6cyAEIrDhkcRyFuUJ8Lvl94,"['restaurant', 'food', 'point_of_interest', 'establishment']",frà cristoforo,3.9,124.0,1.0,"Via Frà Cristoforo, 1, Milano"
462,2015,OPERATIONAL,"{'lat': 45.43627170000001, 'lng': 9.175068199999998}",Pinse E Hamburger,ChIJsVdG8XXEhkcRdUNcchzjDZI,"['restaurant', 'food', 'point_of_interest', 'establishment']",francesco de sanctis,,,,"Via Francesco de Sanctis, 1, Milano"
464,2023,OPERATIONAL,"{'lat': 45.4362096, 'lng': 9.180990200000002}",Glamour Caffè,ChIJ1120jHPEhkcRhFFPnawXPFg,"['cafe', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']",francesco de sanctis,4.1,45.0,1.0,"Via Francesco de Sanctis, 47, Milano"
465,2025,OPERATIONAL,"{'lat': 45.4360602, 'lng': 9.181432299999999}",Club Davide,ChIJG4S87HPEhkcRuHtgkeSePiw,"['cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",francesco de sanctis,4.7,97.0,1.0,"Via Francesco de Sanctis, 50, Milano"
466,2030,OPERATIONAL,"{'lat': 45.4361875, 'lng': 9.200761600000002}",New Self Service Simpaty,ChIJ5YbHV0DEhkcR7AVskPTPVUk,"['bar', 'restaurant', 'health', 'point_of_interest', 'food', 'establishment']",bernardo quaranta,3.1,12.0,,"Via Bernardo Quaranta, 1, Milano"
467,2033,OPERATIONAL,"{'lat': 45.43624730000001, 'lng': 9.200878799999998}",PANINARO GeG GABRIELE,ChIJrSaO1yzFhkcRjlXsPL-CY5U,"['restaurant', 'food', 'point_of_interest', 'establishment']",bernardo quaranta,5.0,1.0,,"Via Bernardo Quaranta, 1, Milano"
468,2036,OPERATIONAL,"{'lat': 45.436394, 'lng': 9.20495}",Amodomio grill,ChIJ5RajIhfFhkcRevqVwPjbYoA,"['restaurant', 'food', 'point_of_interest', 'establishment']",bernardo quaranta,5.0,2.0,,"Via Bernardo Quaranta, Milano"
471,2040,OPERATIONAL,"{'lat': 45.43621, 'lng': 9.217235900000002}",ITINERARIO GASTRONOMICO,ChIJSSFg6CjFhkcR_dm8YYNbsbU,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",san dionigi,5.0,37.0,,"Via San Dionigi, 8, Milano"
474,2044,OPERATIONAL,"{'lat': 45.4361573, 'lng': 9.218055200000004}",Ristorante Agadir,ChIJW-jZfErEhkcRP2_9oreKByc,"['restaurant', 'food', 'point_of_interest', 'establishment']",ravenna,4.5,2.0,,"Via Ravenna, 8, Milano"
475,2046,OPERATIONAL,"{'lat': 45.43632259999999, 'lng': 9.2178066}",Ovesuvio Italian Pizza Restaurant,ChIJ0_2ve0rEhkcRYwnQC0l2GC8,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",ravenna,3.8,198.0,,"Via Ravenna, 2, Milano"
476,2047,OPERATIONAL,"{'lat': 45.4363409, 'lng': 9.217821699999998}",O'Vesuvio Specialità Napoletane,ChIJqYm5e0rEhkcRic0vR_Pzt24,"['restaurant', 'food', 'point_of_interest', 'establishment']",ravenna,3.8,4.0,,"Via Ravenna, 2, Milano"
