,Index,business_status,geometry,name_g,place_id,types,address_g,rating_g,total_reviews_g,price_level_g
3503,15032,OPERATIONAL,"{'lat': 45.4658501, 'lng': 9.209955299999999}",Lievità Sottocorno - Pizzeria Gourmet,ChIJtx3iKZjGhkcR39xopeZ-FAM,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Pasquale Sottocorno, 17, Milano",4.0,1078.0,2.0
3504,15039,OPERATIONAL,"{'lat': 45.46577240000001, 'lng': 9.210438600000002}","Servizio di Catering a Milano ""Il Cestino di Viola""",ChIJ9V36umDHhkcRf8ClyG68MGY,"['meal_delivery', 'grocery_or_supermarket', 'bakery', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']","Via Pietro Calvi, 5, Milano",4.6,40.0,
3505,15048,OPERATIONAL,"{'lat': 45.465413, 'lng': 9.2111629}",Al Grigliaro,ChIJz0xM25nGhkcRcHlI9YAgj3c,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via Galvano Fiamma, 19, Milano",4.4,215.0,3.0
3506,15049,OPERATIONAL,"{'lat': 45.4654098, 'lng': 9.211159100000001}",Sedda Marcello,ChIJr7W325nGhkcRcdASe0CqfTw,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via Galvano Fiamma, 19, Milano",1.0,1.0,
3507,15053,OPERATIONAL,"{'lat': 45.4660391, 'lng': 9.210642199999999}",Mezè,ChIJeSuXuv3HhkcR6lMvwzGYWSU,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via Pasquale Sottocorno, 19, Milano",4.3,132.0,
3508,15057,OPERATIONAL,"{'lat': 45.46544299999999, 'lng': 9.215384199999997}",OooCafé Restaurant,ChIJN02tgpDGhkcRNGSLwIEFSBM,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Archimede, 46, Milano",4.6,60.0,
3509,15059,OPERATIONAL,"{'lat': 45.4656323, 'lng': 9.2164691}",BATEY cevicheria urbana,ChIJ1ehTRvHHhkcRxUJniWxTHRU,"['restaurant', 'food', 'bar', 'point_of_interest', 'establishment']","Via Archimede, 77, Milano",4.5,45.0,
3510,15062,OPERATIONAL,"{'lat': 45.4658553, 'lng': 9.2170679}",IMI SUSHI & POKE,ChIJGxgsxeLHhkcRjC1W9KQGR6E,"['restaurant', 'food', 'point_of_interest', 'establishment']","Viale Piceno, 29, Milano",4.1,21.0,
3511,15064,OPERATIONAL,"{'lat': 45.465267, 'lng': 9.221692100000002}",Locanda del Menarost,ChIJj_otm4_GhkcRBAXgOA4yyyE,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Giuseppe Compagnoni, 24, Milano",4.5,719.0,
3513,15070,OPERATIONAL,"{'lat': 45.4660614, 'lng': 9.2241777}",Mammà - Street Food Milano,ChIJ9y-VTBvHhkcRFM7AoP7R-2M,"['restaurant', 'food', 'point_of_interest', 'establishment']","Viale Campania, 40, Milano",4.9,26.0,
3514,15071,OPERATIONAL,"{'lat': 45.4654527, 'lng': 9.2262673}",Il Bistrot,ChIJzUKFlYjGhkcRAolb0Cir3JQ,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Giancarlo Sismondi, 8, Milano",4.3,23.0,2.0
3515,15078,OPERATIONAL,"{'lat': 45.4654384, 'lng': 9.230373}",Torrefazione Lomellina,ChIJZXymI4jGhkcRl95W7NjUVSs,"['cafe', 'restaurant', 'point_of_interest', 'food', 'establishment']","Via Giancarlo Sismondi, Milano",4.5,186.0,1.0
3516,15081,OPERATIONAL,"{'lat': 45.4659036, 'lng': 9.230390399999997}",M.L. Kane,ChIJlxa_JYjGhkcRb8aNBm-kj-o,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via Lomellina, 52, Milano",,,
3517,15099,OPERATIONAL,"{'lat': 45.46583820000001, 'lng': 9.232628799999997}",Bar Andrea 2,ChIJw4vD72LGhkcRhf90n-Y8Ang,"['cafe', 'restaurant', 'food', 'bar', 'point_of_interest', 'establishment']","Via Giancarlo Sismondi, 53, Milano",3.6,33.0,1.0
3518,15102,OPERATIONAL,"{'lat': 45.4653737, 'lng': 9.234990499999999}",Debodan Pizza & Kebab,ChIJJ18vE2PGhkcRGbEbBboVBDA,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Cardinale Mezzofanti, 37, Milano",4.0,77.0,1.0
3524,15135,OPERATIONAL,"{'lat': 45.4664641, 'lng': 9.1399135}",Pizzeria Romana Dai Burini,ChIJbxumM3_BhkcRyrvLP_90fjM,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Privata Poggibonsi, 14, Milano",2.9,56.0,
3525,15140,OPERATIONAL,"{'lat': 45.46702020000001, 'lng': 9.144387000000002}",TASHICO,ChIJMcTz5HvBhkcRQC-4FpKBns4,"['meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment']","Via Rubens, 13, Milano",4.3,157.0,2.0
3526,15142,OPERATIONAL,"{'lat': 45.46702020000001, 'lng': 9.144387000000002}",Osteria Molo 13,ChIJceDK5HvBhkcRlSVXTu3HPcM,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via Rubens, 13, Milano",4.5,1315.0,3.0
3527,15143,OPERATIONAL,"{'lat': 45.4669613, 'lng': 9.1446001}",StrEat- Burger Bar & Restaurant,ChIJpeUh7nvBhkcR608WRs5a-xs,"['bar', 'restaurant', 'point_of_interest', 'food', 'establishment']","Via Rubens, 9, Milano",4.3,344.0,2.0
3528,15144,OPERATIONAL,"{'lat': 45.46702020000001, 'lng': 9.144387000000002}",Bianco Bistrot,ChIJASdkazjBhkcRQ8ueWDLVCg8,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via Rubens, 13, Milano",4.5,159.0,
3529,15146,OPERATIONAL,"{'lat': 45.4668795, 'lng': 9.1452978}",Hua Nan,ChIJzbscm3vBhkcRS3PvsZL5NMY,"['restaurant', 'food', 'point_of_interest', 'establishment']","Piazza Ghirlandaio, Via Rubens, 3, Milano",4.6,118.0,1.0
3530,15147,OPERATIONAL,"{'lat': 45.4667802, 'lng': 9.145843900000001}",Istanbul Firat Kebap,ChIJO3K2hHvBhkcRiOWO7e0rH2Q,"['restaurant', 'food', 'point_of_interest', 'establishment']","Piazza Domenico Ghirlandaio, 7, Milano",4.0,117.0,1.0
3531,15148,OPERATIONAL,"{'lat': 45.46693, 'lng': 9.145583}",GustaMi Rubens,ChIJAxQQknvBhkcRLa1eUyPG-sg,"['cafe', 'bakery', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","Via Rubens, 3, Milano",4.3,169.0,2.0
3532,15153,OPERATIONAL,"{'lat': 45.4668411, 'lng': 9.146726700000002}",Sushi BonBon,ChIJq_DHQaLBhkcRiGukFxdrRfQ,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","Via Parmigianino, 19, Milano",4.9,31.0,
3533,15157,OPERATIONAL,"{'lat': 45.4667096, 'lng': 9.1477867}",JD Ristorante Cinese Sapore della Cina,ChIJM0uVsMnBhkcRbvdKK8_uymo,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Parmigianino, 11, Milano",4.6,119.0,
3535,15159,OPERATIONAL,"{'lat': 45.4667189, 'lng': 9.1481788}",Ristorante Wang Jiang,ChIJS3S3aHvBhkcRZvKxvzJyojk,"['restaurant', 'point_of_interest', 'food', 'establishment']","Di fianco Banca ING, Via Parmigianino, Milano",4.1,255.0,2.0
3538,15168,OPERATIONAL,"{'lat': 45.4666328, 'lng': 9.1511278}",Ham Holy Burger,ChIJg_pSlmTBhkcRt_un0fj0f58,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","Via Marghera, 34, Milano",4.1,1176.0,2.0
3539,15171,OPERATIONAL,"{'lat': 45.4664249, 'lng': 9.1511746}",Casa Della Farina Marghera,ChIJd78l-A7BhkcR86DdqU0sB4M,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Marghera, 51, Milano",4.2,384.0,2.0
3541,15180,OPERATIONAL,"{'lat': 45.466583, 'lng': 9.151817599999998}",La Filetteria Italiana Marghera,ChIJ4eMZCs_BhkcRrvmS14W4z2w,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Marghera, 43, Milano",3.7,207.0,
3542,15182,OPERATIONAL,"{'lat': 45.4667477, 'lng': 9.1522333}",Ristorante Pizzeria Marghera 37,ChIJi1Wgi2TBhkcRrkIzTIKh-Vg,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Marghera, 37, Milano",4.8,5.0,
3543,15183,OPERATIONAL,"{'lat': 45.4669943, 'lng': 9.151244400000001}",C HOUSE - I LOVE POKE MARGHERA,ChIJlyEuvIPBhkcRzKMdeRAE-ZU,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Marghera, 28, Milano",3.0,4.0,
3544,15184,OPERATIONAL,"{'lat': 45.4667477, 'lng': 9.1522333}",Panificio SANNA dal 1976,ChIJbzjn837BhkcRTqbgOqBMXc0,"['bakery', 'cafe', 'bar', 'meal_takeaway', 'grocery_or_supermarket', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']","Via Marghera, 37, Milano",4.5,213.0,
3545,15185,OPERATIONAL,"{'lat': 45.4667282, 'lng': 9.1522732}",Trattoria Caprese,ChIJ34sQXGTBhkcRl3JQw4QRW0g,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Marghera, 37, Milano",4.1,2764.0,2.0
3546,15186,OPERATIONAL,"{'lat': 45.4669266, 'lng': 9.1519613}",Happy Days,ChIJI-HX9GTBhkcR4eW9a81iZoQ,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Marghera, 24, Milano",4.3,621.0,1.0
3548,15193,OPERATIONAL,"{'lat': 45.4668419, 'lng': 9.152445499999997}",403030 Healthy Kitchen,ChIJn7u5t-zBhkcRXHR5LDwe7PY,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Marghera, 35, Milano",4.8,21.0,
3549,15197,OPERATIONAL,"{'lat': 45.4669535, 'lng': 9.151981399999999}",BlackOut Burgers,ChIJGWNO0WPBhkcRH2RSHoymAkA,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Marghera, 24, Milano",4.5,44.0,
3550,15200,OPERATIONAL,"{'lat': 45.4669254, 'lng': 9.1527907}",La Piadineria,ChIJUzTTE0PBhkcR4ISijGPUIfk,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","Via Marghera, 29, Milano",3.7,177.0,1.0
3551,15201,OPERATIONAL,"{'lat': 45.4669254, 'lng': 9.1527907}",Officina del Riso Marghera,ChIJyfsq8trBhkcRvw_-tKtW4sA,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Marghera, 29, Milano",4.3,1027.0,2.0
3552,15202,OPERATIONAL,"{'lat': 45.46673269999999, 'lng': 9.154023699999998}",Clichè Catering,ChIJR0oKIWTBhkcRqSj5D5QXzqk,"['restaurant', 'point_of_interest', 'food', 'establishment']","Piazza Piemonte, 12, Milano",,,
3553,15203,OPERATIONAL,"{'lat': 45.4669004, 'lng': 9.153100900000002}",Poke House - Wagner,ChIJX76hkU7BhkcR5dIQIdj__OQ,"['meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment']","Via Cuneo, 5, Milano",4.1,127.0,
3554,15206,OPERATIONAL,"{'lat': 45.4667646, 'lng': 9.1540147}",Al Nazionale...naturalmente,ChIJXVAHFWTBhkcRhsZvThZKeKg,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via Giordano Rota, 1, Milano",4.4,54.0,
3555,15217,OPERATIONAL,"{'lat': 45.4668983, 'lng': 9.156418700000001}",La Focacceria,ChIJQSUODGHBhkcRWxshqeKMJ1E,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","Corso Vercelli, 62, Milano",4.5,51.0,
3556,15228,OPERATIONAL,"{'lat': 45.4662658, 'lng': 9.161555000000002}",Puro Gusto,ChIJ8XrojF3BhkcRepJdctGS1XE,"['restaurant', 'food', 'point_of_interest', 'establishment']","Corso Vercelli, 25, Milano",3.0,7.0,
3557,15232,OPERATIONAL,"{'lat': 45.46655039999999, 'lng': 9.1615978}",Vinci's - Pizza d'Autore,ChIJB_UlOtDBhkcRHqtBNgDJPec,"['restaurant', 'food', 'point_of_interest', 'establishment']","Corso Vercelli, 20, Milano",4.5,104.0,
3558,15233,OPERATIONAL,"{'lat': 45.46655039999999, 'lng': 9.1615978}",Vinci's bistrot,ChIJ5ToAGcvBhkcRKibtsKTNmwA,"['restaurant', 'food', 'point_of_interest', 'establishment']","Corso Vercelli, 20, Milano",4.8,6.0,
3559,15245,OPERATIONAL,"{'lat': 45.4664593, 'lng': 9.1648578}",Larky restaurant caffe,ChIJDVdGRVzBhkcRZnrFuSwlrEY,"['bar', 'restaurant', 'point_of_interest', 'food', 'establishment']","Piazzale Francesco Baracca, 10, Milano",4.2,421.0,2.0
3560,15247,OPERATIONAL,"{'lat': 45.46690299999999, 'lng': 9.1653916}",Kota Radja,ChIJW3m4XlzBhkcRbbqDrgy5byI,"['restaurant', 'food', 'point_of_interest', 'establishment']","Piazzale Francesco Baracca, 6, Milano",4.2,596.0,2.0
3561,15250,OPERATIONAL,"{'lat': 45.46690299999999, 'lng': 9.1653916}",Pasta mi,ChIJGbmPjzPBhkcRdtG-EJwyXzE,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']","Piazzale Francesco Baracca, 6, Milano",4.6,100.0,
3562,15253,OPERATIONAL,"{'lat': 45.4662794, 'lng': 9.1662116}",L'Uccellina,ChIJx2HnelzBhkcRdi0_1Syt5qg,"['restaurant', 'point_of_interest', 'food', 'establishment']","Corso Magenta, 96, Milano",4.3,954.0,3.0
3563,15285,OPERATIONAL,"{'lat': 45.46642099999999, 'lng': 9.176294}",Cantina Carducci - Enoteca Wine Bar,ChIJrXXAqFHBhkcRL2MvcN9Rskw,"['cafe', 'liquor_store', 'restaurant', 'food', 'bar', 'store', 'point_of_interest', 'establishment']","Via Giosuè Carducci, 9, Milano",4.2,370.0,2.0
3564,15288,OPERATIONAL,"{'lat': 45.4661873, 'lng': 9.1761986}",kungfu bao 2 and poke,ChIJu48bzJ_BhkcRwOITACZWjoM,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","Via Giosuè Carducci, 11, Milano",4.5,36.0,
3565,15289,OPERATIONAL,"{'lat': 45.46620009999999, 'lng': 9.176197499999999}",Alan S.a.s.,ChIJlQ6qAVHBhkcRpWFzBGV5sgo,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Giosuè Carducci, 11, Milano",,,
3566,15291,OPERATIONAL,"{'lat': 45.46673970000001, 'lng': 9.1759825}",Oro nero,ChIJ4x8BrVHBhkcROXVm9gArsWw,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']","Via Giosuè Carducci, 8, Milano",4.8,37.0,1.0
3567,15294,OPERATIONAL,"{'lat': 45.4662004, 'lng': 9.1767259}",Aldilàdelvino,ChIJacX8hnTBhkcRktwjJzVJXjQ,"['restaurant', 'food', 'bar', 'point_of_interest', 'establishment']","Corso Magenta, 32, Milano",3.8,86.0,2.0
3568,15312,OPERATIONAL,"{'lat': 45.4663304, 'lng': 9.177039599999999}","Poké Samba Milano Magenta (Via San Nicolao, 2)",ChIJYYa2NWzBhkcRWj37cDve1Yk,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via San Nicolao, 2, Milano",4.8,125.0,
3569,15314,OPERATIONAL,"{'lat': 45.4661581, 'lng': 9.177197699999999}","Tutto Bene, Grazie Bistrò",ChIJx5punlHBhkcRpYqwoMvWDO8,"['cafe', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']","Corso Magenta, 30, Milano",4.1,733.0,2.0
3570,15317,OPERATIONAL,"{'lat': 45.46670400000001, 'lng': 9.1770796}",All'Officina caffè e cucina,ChIJx3-iTFXBhkcRtAjQmhi5rIM,"['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']","Via San Nicolao, 10, Milano",4.4,136.0,
3571,15355,OPERATIONAL,"{'lat': 45.46639829999999, 'lng': 9.1812292}",Andry Bistrot,ChIJGWyRduPBhkcRRDT2TDASVmw,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via San Giovanni sul Muro, 13, Milano",4.4,125.0,
3572,15356,OPERATIONAL,"{'lat': 45.4664729, 'lng': 9.181249099999999}",Hua Sheng Sas Di Lau Han Yam & C.,ChIJ_crAXlLBhkcR5ur4BaoxZSM,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via San Giovanni sul Muro, 13, Milano",,,
3573,15360,OPERATIONAL,"{'lat': 45.4667407, 'lng': 9.1811552}",Le Petit Bistrot,ChIJUe2YXlLBhkcRuiFxbxZPfsc,"['cafe', 'restaurant', 'point_of_interest', 'food', 'store', 'establishment']","Via San Giovanni sul Muro, 4, Milano",4.2,92.0,
3574,15376,OPERATIONAL,"{'lat': 45.4670022, 'lng': 9.1817806}",Da Lorenzo Brasserie,ChIJw200XFLBhkcRhQJjqRgrdR4,"['restaurant', 'cafe', 'point_of_interest', 'food', 'establishment']","Via San Giovanni sul Muro, 5, Milano",4.5,102.0,2.0
3575,15378,OPERATIONAL,"{'lat': 45.4665961, 'lng': 9.1829599}",Basement Milano,ChIJ7QgDwlLBhkcRZOvpvIMN5Os,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via Giorgio Giulini, 6, Milano",4.1,48.0,
3576,15389,OPERATIONAL,"{'lat': 45.46643829999999, 'lng': 9.1833181}",Risoelatte,ChIJJYdiwVLBhkcRLcmhPgyDrE4,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Manfredo Camperio, 6, Milano",4.4,1464.0,2.0
3577,15392,OPERATIONAL,"{'lat': 45.4665512, 'lng': 9.1834376}",BRAVO Cafè&Bistrot,ChIJe-WXxlLBhkcR9R8qzXABka4,"['restaurant', 'food', 'point_of_interest', 'establishment']","incrocio, Via Manfredo Camperio, Via Giorgio Giulini, 5, Milano",3.2,385.0,2.0
3578,15398,OPERATIONAL,"{'lat': 45.4665451, 'lng': 9.1847671}",Piccolo Café & Restaurant,ChIJS8u4N63GhkcReV5MMvJxj4w,"['night_club', 'cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","Via Rovello, 2, Milano",4.0,369.0,
3579,15402,OPERATIONAL,"{'lat': 45.4664149, 'lng': 9.184278899999999}",Pizzeria Castello,ChIJ01UkMK3GhkcR8V6TnEMrqqQ,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Dante, 7, Milano",,,
3580,15403,OPERATIONAL,"{'lat': 45.46653509999999, 'lng': 9.184266}",Rom'antica Milano Dante,ChIJMfKmcHLBhkcRD8vzlwZoyQM,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Dante, 7, Milano",4.2,165.0,
3581,15404,OPERATIONAL,"{'lat': 45.4665596, 'lng': 9.184234000000002}",Five Guys,ChIJ58gM2fbHhkcRHcOcdyF8sZM,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Dante, 7, Milano",3.9,485.0,
3582,15407,OPERATIONAL,"{'lat': 45.4663089, 'lng': 9.184599}",Quore Italiano Dante,ChIJoaGoujTHhkcRY-hU5O8KJn0,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Dante, 5, Milano",3.1,107.0,
3583,15408,OPERATIONAL,"{'lat': 45.4663089, 'lng': 9.184599}",Hard Rock Cafe Milan,ChIJBUYBAUTHhkcRsn1hqlxT0yA,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Dante, 5, Milano",4.2,1081.0,2.0
3584,15409,OPERATIONAL,"{'lat': 45.4668702, 'lng': 9.1835854}",Gogga Caffe,ChIJeStywxbBhkcROtdnB9-_imk,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Giorgio Giulini, 2, Milano",2.6,30.0,
3585,15411,OPERATIONAL,"{'lat': 45.4661701, 'lng': 9.1858569}",Italy Restaurant Milano,ChIJOXmMF63GhkcRf41JRoqa-Pc,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via San Prospero, 4, Milano",3.9,523.0,1.0
3586,15423,OPERATIONAL,"{'lat': 45.4662142, 'lng': 9.185737}",La Piadineria,ChIJVxv4N2jHhkcRjl0s7kop95k,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","Via San Prospero, 4, Milano",3.8,20.0,1.0
3587,15427,OPERATIONAL,"{'lat': 45.4666753, 'lng': 9.186227299999999}",Bellavista Cafè,ChIJCRHcFK3GhkcRXSt1zypPubk,"['restaurant', 'point_of_interest', 'food', 'store', 'establishment']","Via Broletto, 18, Milano",4.1,663.0,2.0
3588,15433,OPERATIONAL,"{'lat': 45.4666667, 'lng': 9.1861111}",Pierre Café,ChIJCRHcFK3GhkcRxCacNYcmveU,"['cafe', 'restaurant', 'point_of_interest', 'food', 'store', 'establishment']","Via Broletto, 18, Milano",4.3,73.0,
3590,15447,OPERATIONAL,"{'lat': 45.4662136, 'lng': 9.1872545}",Maia Bistrot,ChIJ__-LoK3GhkcRxUOt7teWlOo,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Bassano Porrone, 4, Milano",4.5,147.0,
3591,15448,OPERATIONAL,"{'lat': 45.466326, 'lng': 9.187343}",Toccartè 点茶,ChIJNf6LoK3GhkcR_XddbCcr7x0,"['cafe', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']","Via Bassano Porrone, 4, Milano",4.2,144.0,
3593,15450,OPERATIONAL,"{'lat': 45.46614719999999, 'lng': 9.1875925}",Horto,ChIJAZ4TrxbHhkcRUistusZt1tM,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via San Protaso, 5, Milano",4.5,16.0,
3594,15460,OPERATIONAL,"{'lat': 45.4662662, 'lng': 9.188830099999999}",Rinaldini Store Milano,ChIJRcvU_fvHhkcR4Oe54cJCnZI,"['restaurant', 'point_of_interest', 'bakery', 'store', 'food', 'establishment']","Via Santa Margherita, 16, Milano",4.2,406.0,
3595,15462,OPERATIONAL,"{'lat': 45.466399, 'lng': 9.189019}",La Piadineria,ChIJFfN0OcfHhkcRW_w5LTbTMZA,"['restaurant', 'meal_takeaway', 'point_of_interest', 'food', 'establishment']","Via Santa Margherita, 14-16, Milano",4.2,91.0,1.0
3596,15469,OPERATIONAL,"{'lat': 45.46696, 'lng': 9.189157999999999}",Il Ristorante Trussardi alla Scala,ChIJhUgF8q3GhkcRIo5fP6nzfic,"['restaurant', 'food', 'point_of_interest', 'establishment']","Piazza della Scala, 5, Milano",4.2,287.0,3.0
3597,15470,OPERATIONAL,"{'lat': 45.4664568, 'lng': 9.1899953}",I 12 Gatti,ChIJ5U4TjK_GhkcRG14YJF8if6s,"['restaurant', 'food', 'point_of_interest', 'establishment']","Galleria Vittorio Emanuele II, 11, Milano",4.2,563.0,2.0
3598,15476,OPERATIONAL,"{'lat': 45.4657576, 'lng': 9.189721600000002}",Vik Pellico Otto Restaurant,ChIJHaRxgc3HhkcRn70GzbvjmPc,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Silvio Pellico, 8, Milano",4.3,21.0,
3599,15478,OPERATIONAL,"{'lat': 45.4658867, 'lng': 9.1899657}",Il Salotto,ChIJdZxr2K3GhkcRfFOeP-70NJw,"['restaurant', 'food', 'point_of_interest', 'establishment']","Galleria Vittorio Emanuele II, 69, Milano",2.8,285.0,
3601,15483,OPERATIONAL,"{'lat': 45.4663414, 'lng': 9.1903172}",Bar Marino,ChIJWYYZC67GhkcRRDgFk9YGqvc,"['restaurant', 'food', 'point_of_interest', 'establishment']","SevenStars Galleria Hotel, Via Tommaso Marino, 7, Milano",2.7,385.0,2.0
3602,15484,OPERATIONAL,"{'lat': 45.46623200000001, 'lng': 9.190525000000001}",Ristorante Papà Francesco,ChIJZQYkC67GhkcR3qrMgBJoX4w,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Tommaso Marino, 5, Milano",3.9,1925.0,2.0
3604,15519,OPERATIONAL,"{'lat': 45.4663045, 'lng': 9.192174999999999}",Ravizza 1871,ChIJAXRUNq7GhkcRQQgoHe4cwvQ,"['restaurant', 'cafe', 'bakery', 'bar', 'food', 'store', 'point_of_interest', 'establishment']","Via Ulrico Hoepli, 3, Milano",3.8,1316.0,2.0
3605,15520,OPERATIONAL,"{'lat': 45.46611189999999, 'lng': 9.1919697}",G.B. Bar,ChIJm2ZmRq7GhkcRMzrygMvSmd0,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","Via Ulrico Hoepli, Milano",4.6,859.0,1.0
3607,15529,OPERATIONAL,"{'lat': 45.4663833, 'lng': 9.192278900000002}",Pasta B Jinghua,ChIJ-1GAN67GhkcRhu5CmQ_Ez2c,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via Ulrico Hoepli, 3, Milano",4.2,600.0,2.0
3609,15538,OPERATIONAL,"{'lat': 45.46614, 'lng': 9.191807}",Juice Bar,ChIJA6cVWq7GhkcRXJpInm0pJJs,"['meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'store', 'establishment']","Via Agnello, 18, Milano",3.7,782.0,2.0
3610,15539,OPERATIONAL,"{'lat': 45.46614040000001, 'lng': 9.1918066}",Casa Sorbillo Duomo,ChIJ240OXLHHhkcR-tjzT-RVRgA,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via Agnello, 18, Milano",4.2,151.0,
3611,15540,OPERATIONAL,"{'lat': 45.466168, 'lng': 9.1917654}",Pizza + Cucina,ChIJCSh9P67GhkcRTu8zP8i9ULE,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via Agnello, 18, Milano",4.0,41.0,
3612,15541,OPERATIONAL,"{'lat': 45.4660739, 'lng': 9.1919648}",Doppio Malto San Babila,ChIJUy-RDrrHhkcRo5zfh2qX5XI,"['bar', 'restaurant', 'point_of_interest', 'food', 'establishment']","Via Agnello, 18, Milano",3.9,36.0,
3613,15542,OPERATIONAL,"{'lat': 45.4659754, 'lng': 9.192317200000002}",Ristorante Canova,ChIJiVGxR67GhkcRXmVGBaWbsvE,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via Ulrico Hoepli, 6, Milano",4.3,3.0,
3614,15543,OPERATIONAL,"{'lat': 45.4663569, 'lng': 9.192114700000001}",PanBrioche,ChIJofLWNq7GhkcRAq6VO41A1kg,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via Ulrico Hoepli, 3, Milano",4.1,41.0,
3615,15557,OPERATIONAL,"{'lat': 45.4660755, 'lng': 9.193074199999998}",Sala dei Longobardi,ChIJZVSEyq_GhkcR_Aqz8Gyfrnc,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","Via San Paolo, 23, Milano",4.0,2.0,
3616,15558,OPERATIONAL,"{'lat': 45.466248, 'lng': 9.1930617}",Antica Focacceria San Francesco,ChIJuRmWyX7HhkcRCgE9M6ZG_20,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via San Paolo, 15, Milano",3.8,2234.0,2.0
3617,15560,OPERATIONAL,"{'lat': 45.4659517, 'lng': 9.192283999999997}",Il Vizio,ChIJN_aNlJnHhkcRtvds2l8XHFM,"['restaurant', 'meal_takeaway', 'food', 'point_of_interest', 'establishment']","Via Ulrico Hoepli, 6, Milano",4.3,12.0,
