id_trip,name_trip,rating_trip,total_reviews_trip,cook_type_trip,price_level_trip,address_trip,reviews
0,Mabuhay Restaurant,5.0,842,Filippina,1,"Bastioni di Porta Volta 9, 20121 Milano Italia","[{'bubbles': 'bubble_50', 'title': 'Piacevole scoperta', 'description': 'È stata una cena davvero ottima, personale gentilissimo e ottima qualità prezzo! Davvero consigliato per chi vuole provare una cucina diversa!'}, {'bubbles': 'bubble_40', 'title': 'Buono!!', 'description': 'Siamo venuti in questo ristorante filippino giudicato a gennaio 2023 come il miglior ristorante di Milano, a giudizio di Tripadvisor, che dire, magari i piatti non sono all’altezza di un classico stellato Michelin però sono buoni, abbiamo voluto provare molti piatti ed erano tutti onestamente...buoni e con un buon rapporto qualità-prezzo, di sicuro ci torneremo molto volentieriPiù'}, {'bubbles': 'bubble_40', 'title': 'Bello', 'description': 'Molto bello mi ha spaventato abbastanza il fatto che usano il fuoco sulle foglie anche se poi il risultato era ottimo. Il personale è cordiale.'}, {'bubbles': 'bubble_40', 'title': 'Una felice sorpresa domenicale! lBuona cucina filippina, posto accogliente, personale gentile e cordiale! Consigliato!', 'description': 'Consigliato da un amico fidato, mi sono recato con 5 amici in questo ristorante filippino per un pranzo domenicale. Le buone aspettative sono state tutte confermate. Personale gentile e cordiale, buon cibo cucinato al momento e molto delicato. Tutto buono, dai Takoyaki,, ai bao, gli...adobo di carne, il salmone e le verdure. Alla fine ci hanno anche offerto delle ottime cozze cucinate sempre al momento, la cucina è a vista.\nUnica cosa,’posto piccolo, consiglio di prenotare 1 o 2 giorni prima!Più'}, {'bubbles': 'bubble_50', 'title': 'Perfetto', 'description': ""Locale piccolo e accogliente, il personale gentilissimo, cibo altrettanto buono, consigliatissimo, in 4 abbiamo speso 90 euro ( con bottiglia di vino ).\nCi ritornero'""}, {'bubbles': 'bubble_50', 'title': 'Ottima cucina', 'description': 'Ragazzi a dir poco eccellente, consigliatissimo su tutto, servizio, cucina,non economico,ma ne vale la pena.'}, {'bubbles': 'bubble_50', 'title': 'Sapori e semplicità', 'description': 'Siamo stati in questo ristorante per una domenica a pranzo e ci siamo trovati molto bene.\nIl personale è molto cortese e attento alle intolleranze/allergie. Ci ha trovato un tavolo anche se non avevamo prenotato e nonostante il locale fosse pieno (meglio prenotare infatti).\nI...piatti molto saporiti e di ottima qualità.\nTorneremo sicuramente per provare altri piatti.Più'}, {'bubbles': 'bubble_50', 'title': 'Ottima esperienza ', 'description': ""Cibo eccezionale, prezzi giusti, personale adorabile.  Da tornare assolutamente per provare tutto il menù! Menzione d'onore ai dolci.""}, {'bubbles': 'bubble_50', 'title': 'Una piccola perla', 'description': 'Posto veramente eccezionale, proprio di fronte alla scuola superiore Carlo Tenca, un locale piccolo ma veramente suggestivo e particolare. \nLa cucina è interamente a vista, pulita, con una linea preparata di tutto punto per il servizio.\nL’insegna è la parola filippina Mabuhai che tradotto in...Italiano significa benvenuto.\nIl menù è veramente suggestivo con molti piatti  dalla base conosciuta ma con una interpretazione eccellente da parte dello chef e di tutta la brigata. \nGli antipasti, provati quasi tutti dato che eravamo in 7, sono strepitosi, la carne sfilacciata che ho degustato è tra le migliori mai provate, superiore anche ai posti vicini in Paolo Sarpi (provate i Bao)\nCome portata principale degli eccezionali Yakisoba, Yakiudon e un piatto unico con riso, pomodori, carne sfilacciata e cetrolo, il tutto ricoperto da una foglia di banano per aromatizzare il piatto (devastante)\nIl tutto con degli ottimi dolci per finire.\nTutto lo staff è attento e lo chef passa personalmente tra i tavoli a chiedere come vada la cena.\nSemplicemente grazie o meglio Maraming salamat.\n5/5 pienoPiù'}, {'bubbles': 'bubble_50', 'title': 'Nuova scoperta, ci torneremo!', 'description': 'Piccolo ristorante con cucina a vista. Piatti ottimi e personale molto gentile e disponibile. Ci ha colpito la cucina a vista. Il cuoco prima di andare è uscito a salutarci, ringraziarci e a sincerarsi del gradito pranzo.'}]"
1,Parea Bistrot,5.0,158,?,?,"Via Vigna 6, 20123 Milano Italia","[{'bubbles': 'bubble_50', 'title': 'Locale sexy', 'description': 'Ho chiesto al barman un Tommys, da qualche tempo il mio drink preferito. Molto buono anche grazie al ghiaccio grosso, è il dettaglio a fare la differenza.\nEro in orario aperitivo, mi hanno offerto un piattino con anchd chips fatte in casa.\nOltre alla qualità...dei prodotti mi è piaciuto tantissimo l’arredamento del locale.\nFantastico gioco di luci con qualche chicca qua e la. Davvero un bel postoPiù'}, {'bubbles': 'bubble_50', 'title': 'TOP', 'description': ""Sono stata a Cena qualche mese fa in questo nuovo locale della città e  sono rimasta colpita fin da subito. Ottima cura dei dettagli nella scelta dell'allestimento del locale e anche la proposta del menu risulta molto interessante. Ottima selezione di cocktail e in generale...ambiente fantastico!Più""}, {'bubbles': 'bubble_50', 'title': 'Bella Serata', 'description': 'Una bella serata siamo stati molto bene abbiamo cenato con dell’ottimo vino era un Cabernet Sauvignon bello anche l’ambientazione per Natale complimenti allo chef patron'}, {'bubbles': 'bubble_50', 'title': 'Attenta ricercatezza', 'description': 'Sono stato a pranzo con mia moglie,\npensavamo a qualcosa di veloce tanto per tamponare un po di appetito.\nAbbiamo scoperto un angolo di ricercata semplicita’.\nLocale allestito con stile minimalista, caldo ed accogliente. Menu’ interessantissimo.\nAbdicata l’idea del veloce pasto ci siamo avventurati nel...menu. Abbiamo scelto,\nuna tartare di manzo con stracciatella (condimento calibrato carne scelta,battuta sicuramente al coltello ),alici del Cantabrico e crema dolceforte al caffè ( interessante accoppiamento),delle verdure alla griglia e  un polpo cotto a bassa temperatura su crema di patate  ( polpo morbito ma consistente nella sua struttura).\nSiamo rimasti affascinati da quanta cura sia investita nell’offrire  una ricercata e attenta semplicita’.\nPresentazione delle pietanze impeccabile .\nPersonale giovane e attento al cliente.\nRapporto qualita’ prezzo Eccezzionale.\nCi torneremo sicuramentePiù'}, {'bubbles': 'bubble_50', 'title': 'Ritorneremo', 'description': 'Niente da criticare. \nLocation bellissima, servizio impeccabile e tutto il resto ottimo. Ritorneremo sicuramente!!'}, {'bubbles': 'bubble_50', 'title': '\U0001faf6🏻', 'description': 'Locale contemporaneo di ottimo gusto, ottime le proposte main dishes. Location perfetta per una cena o un pranzo di lavoro, anche il post cena, molto interessante, cocktail ben fatti. Assolutamente consigliato.'}, {'bubbles': 'bubble_50', 'title': 'Tanti miglioramenti', 'description': 'Ancora qui. Dopo qualche mese sono tornato e ho trovato tanti miglioramenti nel menu e nel servizio. Anche il locale è più carino e ben arredato. Ottimo\nPosto per\nUna serata con amici e in compagnia'}, {'bubbles': 'bubble_50', 'title': 'Locale top!', 'description': 'Perfetto sia per un boccone al volo a pranzo sia per bere in compagnia la sera. Cibo e drink di altissima qualità in pieno centro.\nSuper consigliato!'}, {'bubbles': 'bubble_50', 'title': 'Un piccolo grande cuore pulsante', 'description': 'Ragazzi, mi sa che è tornata la Milano da bere! In un punto apparentemente dormiente della Ricca city .  Ti ritrovi in mezzo un sacco di persone A fare baldoria. Come dicevano in uno spot di quell’epoca: provare per credere!'}, {'bubbles': 'bubble_50', 'title': 'Esperienza fantastica', 'description': 'Sono stato con sei amici per festeggiare il compleanno di uno di loro e ci siamo trovati benissimo. Seppur pieno, il servizio è stato molto attento ed efficiente, i ragazzi dello staff ci hanno fatti sentire a casa. Vale la pena menzionare anche la cucina,...arancini e crocchette buonissimi (ci hanno detto che arrivano freschi da Roma ogni due giorni) e polpo croccante spettacolare!! Torneremo sicuramentePiù'}]"
2,Il Panino,5.0,226,"Italiana, Cibo di strada",1,"Via Laghetto 7, 20122 Milano Italia","[{'bubbles': 'bubble_50', 'title': 'Da brevettare!', 'description': ""Ci sono poche volte nelle quali avverto quasi la necessità di dire a qualcuno quanto mi sia piaciuto o non piaciuto mangiare qualcosa: oggi ho mangiato un panino che a mio parere andrebbe addirittura coperto dal copyright ©️ o brevettato...tartare chianina da urlo, caciottina di...capra al vino rosso da delirio e crema di carciofi da sballo. \nSi avverte ogni ingrediente e si apprezza l'insieme.\nÈ la terza o quarta volta che vengo, a volte c'è più folla a volte meno come oggi ma ogni volta esco col sorriso.Più""}, {'bubbles': 'bubble_40', 'title': 'Ottimo panino', 'description': 'Se vuoi mangiare qualcosa di veloce e soddisfacente questo locale fa al caso tuo ,personale gentile e professionale lo consiglio'}, {'bubbles': 'bubble_50', 'title': 'Da provare! Prezzi onesti!', 'description': 'Trovato grazie a Trip...\nSemplice, ma molto buono, quello che stavamo cercando, vasta scelta per tutti i gusti... Locale piccolo, un pochino spartano, senza bagno... I (deduco) titolari, sono gentili e disponibili, prezzi nella media per la qualità proposta.\nLo consiglio!'}, {'bubbles': 'bubble_50', 'title': 'Nella botte piccola…', 'description': 'Il locale, molto piccolo, è carino e valorizzato dai tavoli all’esterno. La qualità delle materie prime è sempre eccellente: ingredienti di alta qualità e freschissimi, pane ideale per questo tipo di offerta e vini ben selezionati. Le proposte sono estrose e tutte ben bilanciate, per...cui ci si può affidare ciecamente ai titolari, che sono cordiali e disponibili a dare suggerimenti e spiegazioni. Non è affatto facile trovare panini comparabili in zona Duomo (e non solo).Più'}, {'bubbles': 'bubble_50', 'title': 'Super !', 'description': 'Panini gourmet eccezionali ! La signora attenta e puntuale. Qualita della materia prima ottima. Pulito e bellissima atmosfera. Tutto Super!'}, {'bubbles': 'bubble_50', 'title': 'Il panino ideale', 'description': 'Ottima paninoteca a due passi dall\'università statale. I panini sono una delizia per il palato e per gli occhi. Questa volta ho voluto provare un ""delicato"" con tacchino, pomodoro ramato, rucola e maionese. La titolare è molto gentile e con grande capacità si ricorda tutte...le ordinazioni a memoria malgrado il locale sia molto affollato.  L\'ambiente è piccolo ed ideale per una pausa pranzo veloce. Sono curiosa di assaporare altre specialità.Più'}, {'bubbles': 'bubble_50', 'title': 'Una piacevole sorpresa', 'description': ""Posto minuscolo in pieno centro, che consiglio non solo per gli eccellenti panini ma anche per la simpatia della cordiale proprietaria, capace di passare dall'inglese al milanese in un baleno.\nClientela prevalente di giovani turisti stranieri, tutti molto felici nonostante un po' di attesa per...i panini, a riprova che per le cose buone vale la pena di aspettare.Più""}, {'bubbles': 'bubble_50', 'title': 'Panino gourmet, una tappa fissa quando passo dal Centro', 'description': 'Ottima qualità delle materie prime, lavorate con cura e passione. \n\nPane morbidissimo! \nOgni panino viene preparato al momento ed i salumi vengono affettati quando arriva l’ordine…valore aggiunto. \n\nPiccola ma attenta selezione di vini e birre con mescita giornaliera. \n\nLocale molto carino, semplice ed essenziale…l’attenzione da...parte di tutto lo Staff è rivolta al Cliente ed al fatto che si senta a casa.\n\nIdeale per un pranzo veloce o per un dopo lavoro rilassante, con jazz in sottofondo e le luci del tramonto che entrando in Via Laghetto!\n\nBravi ragazzi!!\nStePiù'}, {'bubbles': 'bubble_50', 'title': 'Una eccellenza a Milano', 'description': ""Non pensavo di trovare un locale eccellente a due passi dal Duomo di Milano, con prodotti freschi, genuini e di qualità, come la coppa Piacentina DOP mangiata oggi a mezzogiorno ad un ottimo prezzo.\nTitolari gentili, professionali ed attenti alle esigenze dei clienti.\nIl locale...è piccolo ma come si dice nella botte piccola c'è il vino buono.\nDomani devo ritornare a Milano, di sicuro so dove andare a pranzare.Più""}, {'bubbles': 'bubble_50', 'title': 'Due veneti in trasferta', 'description': 'Location molto carina, panini ottimi e personale ultra simpatico, sembrava veramente di essere fuori dal grigiore milanese.'}]"
4,BLUE M Milano - Bottega Marchigiana,5.0,158,Italiana,1,"Via Lanzone 27 Sant'Ambrogio - Università Cattolica, 20123 Milano Italia","[{'bubbles': 'bubble_50', 'title': 'Le Marche a Milano ', 'description': ""Ogni volta che torno è come se fossi a casa, staff meraviglioso, materie prime ottime e prezzi onesti. Consigliatissimo per una pausa pranzo o per un delizioso aperitivo marchigiano che non si può trovare altrove a Milano. I prodotti della bottega sono selezionati meticolosamente e...possono essere acquistati sia in loco che tramite e-commerce. Tappa obbligatoria se state passando in zona Sant'AmbrogioPiù""}, {'bubbles': 'bubble_40', 'title': 'Ottimo', 'description': 'Da marchigiana, ottimo cibo delle origini, ambiente confortevole anche se eliminerei le panche a favore di sedie'}, {'bubbles': 'bubble_40', 'title': 'Ok ', 'description': ""Posto ok ma non spettacolare. Centro Milano dietro S.Ambrogio quindi zona di Milano bellissima. Locale arredato in maniera un pò fredda. Sono stato a aperitivo/cena e offerta  fondamentalmente solo affettati.  Buoni,  gentile l'attenzione  tutto bene ma nulla di piú""}, {'bubbles': 'bubble_40', 'title': 'Qualità e cortesia', 'description': 'I Prodotti sono di ottima qualità. Locale a conduzione familiare. I titolari sono molto gentili, accoglienti e professionali.'}, {'bubbles': 'bubble_50', 'title': 'Ottimo posto per aperitivo!', 'description': ""Posto molto carino, semplice ma accogliente. Possibilita' quasi unica a Milano di poter fare aperitivo fino alle 22:00, e di ottima qualita'. Originale poi la scelta di cibi particolari delle Marche. E servizio di prenotazione online efficiente e moderno. Assolutamente consigliato!""}, {'bubbles': 'bubble_50', 'title': 'Tanta passione', 'description': ""Non è la prima volta che io e la mia famiglia andiamo al Blue M e posso confermare che all'interno del locale si assapora l'atmosfera marchigiana, il cibo è ottimo e Marco ci mette l'anima per coccolare il cliente.""}, {'bubbles': 'bubble_50', 'title': 'Apericena di Laurea', 'description': 'Ho deciso di fare qua un apericena per la mia festa di laurea, su consiglio di un amico.\nAlla fine la scelta si è rivelata azzeccatissima, col fatto che eravamo sulla trentina di persone ci ha anche riservato tutto il locale.\nPrezzi accettabilissimi, soprattutto considerando...la zona, cibo e bere abbondanti e di qualità, Marco, il titolare, super gentile e alla mano.\nChe dire, super soddisfatto, in futuro se ci saranno altre occasioni, sicuramente tornerò qua e lo consiglierò ad altri amici!!Più'}, {'bubbles': 'bubble_50', 'title': 'Non solo cibo', 'description': 'Su consiglio di un nipote, che frequenta la Cattolica, ci siamo fermati per uno spuntino..in realtà un pranzo, tutto ottimo ed abbiamo portato a casa alcuni dei buonissimi prodotti degustati'}, {'bubbles': 'bubble_50', 'title': 'Posto preferito ❤️', 'description': 'Personale molto cordiale, ambiente accogliente, e buonissimo cibo e vino marchigiano! Io e il mio ragazzo abbiamo scoperto il posto per caso, e ci torniamo tutte le volte che possiamo ❤️ tutto super!!'}, {'bubbles': 'bubble_50', 'title': 'Il miglior locale marchigiano a Milano', 'description': 'Sono stata al Blue M per la mia festa di laurea e ci siamo trovati benissimo: da marchigiana posso confermare che i prodotti serviti sono come quelli di casa! Titolare gentile e disponibile e locale accogliente.'}]"
10,Kebabbar Star Zagros,5.0,416,"Mediorientale, Turca",1,"Corso 22 Marzo,38, 20135 Milano Italia","[{'bubbles': 'bubble_50', 'title': 'Una piacevole cena intima', 'description': ""ottima e creativa la cucina, molto garbato e accogliente il personale, intima l'atmosfera, originale l'idea""}, {'bubbles': 'bubble_30', 'title': 'Soddisfatta', 'description': ""Ci siamo stati ieri a pranzo, kebab abbastanza buono, la carne è delicata e si vede che è di una buona qualità. Buoni anche i filetti di pollo con doppia panatura e le patatine. Unica nota  negativa, il freddo all'interno della locale. Se avessi potuto...avrei tenuto su il giubbotto per pranzare. \nCi ritornerò quando farà più caldo e sarò nei paraggi.Più""}, {'bubbles': 'bubble_50', 'title': 'Buonissimo! ', 'description': 'Locale caratteristico in legno molto ben curato e con luci soffuse. Panino con gusti molto ben equilibrati tra loro, falafel piacevoli e dolce tipico buonissimo. Prezzo ovviamente non da kebabbaro sotto casa, ma la qualità è al top.'}, {'bubbles': 'bubble_50', 'title': 'Sempre top!', 'description': 'Non sbaglia mai, tutte le volte sempre ottimo, ed anche le novità non deludono, ottime sia per Qualità che per proposta'}, {'bubbles': 'bubble_50', 'title': 'Ottimo e raffinato', 'description': 'Sono stato qui diverse volte è il loro Kebab elevato a gourmet, è sempre buonissimo. Sapori delicati e ben amalgamato, diverse preparazioni di materie prime di alta qualità, sono la ragione per la quale continuare a tornare. Sia per un pranzo veloce che per una...cena con amici è consigliabile prenotare sempre.Più'}, {'bubbles': 'bubble_50', 'title': 'Kebby hour approvatissimo', 'description': 'Tutto buono, dal cibo ai drink. Personale sempre gentile e disponibile. Aperitivo perfetto anche per persone vegetariane.'}, {'bubbles': 'bubble_50', 'title': 'Kebab Fantastici!', 'description': 'A cena con un amico e abbiamo preso un ottimo Nanorme e Karbonaro. Entrambi ottimi! Torneremo sicuramente per provare tutti gli altri kebab nel menù!'}, {'bubbles': 'bubble_50', 'title': 'Buonissimo!', 'description': 'Da quando abbiamo scoperto kebabbar ci andiamo spesso ed è sempre ottimo!! Anche per una vegetariana, i falafel sono i migliori mai provati'}, {'bubbles': 'bubble_40', 'title': 'Sempre Bello', 'description': 'È sempre bello venire qua a trovare tanti amici tanta gente cordiale divertimento buona musica e buoni cocktail kebab anche buonissimo è un ambiente molto frequentato c’è molta gente c’è fila però alla fine ne vale la pena'}, {'bubbles': 'bubble_40', 'title': 'Una volta tanto Simone Rugiati ci ha pigliato.', 'description': 'Ci sono stato tre volte dopo la trasmissione di Rugiati. E\' la ""prima"" volta che il suo giudizio mi ha trovato d\'accordo. E\' sicuramente il migliore kebab tra quelli che ho provato. Anche le birre erano interessanti.'}]"
11,Cesarino,5.0,197,"Italiana, Fast food",1,"Via Pattari 2, 20122 Milano Italia","[{'bubbles': 'bubble_50', 'title': 'Cenetta veloce pre Scala', 'description': 'Veloci, cordiali, panini  molto buoni , prodotti di qualità e prezzo tutto sommato basso. A due passi dal duomo'}, {'bubbles': 'bubble_40', 'title': 'Panini da 10!', 'description': 'La programmazione del nostro lungo week end milanese prevedeva una tappa da Cesarino, tra le tante visite da fare. Alla fine del viaggio, le tappe in questo locale sono state ben tre e di tutte portiamo dietro un ottimo ricordo.\nPanini ben farciti e molto...saporiti (ne abbiamo provati tanti e tutti ottimi), preparati con celerità, nonostante il grande affollamento; taglieri ben confezionati. Prezzi onestissimi.Più'}, {'bubbles': 'bubble_50', 'title': 'Ottimo per un pranzo veloce', 'description': ""Lo abbiamo scelto per un pranzo veloce e ci siamo trovati benissimo. Servizio cordiale ed ultrarapido. Ampia scelta di panini uno più buono dell'altro. Ingredienti di qualità e prezzi in linea con gli altri fast food del centro. Ultraconsigliato""}, {'bubbles': 'bubble_50', 'title': 'Bravi come sempre!!!', 'description': 'Come sempre panino buonissimo n.3 pazzesco e consigliatissimo. Materie prime ottime. A Milano è il ns preferito per un pranzo veloce!!!!'}, {'bubbles': 'bubble_40', 'title': 'Eccezionale ', 'description': 'Molto buono per un pranzo veloce panini grandi e caldi appena sfornati personale gentile. Anche la posizione  dietro il Duomo.\nValore aggiunto. La cassa automatica. Così il personale non ha contatto con i soldi'}, {'bubbles': 'bubble_50', 'title': 'Ottimi panini', 'description': 'Dietro il Duomo ecco questo tesoro quasi nascosto, grande varietà di panini anche vegetariani. Servizio veloce senza pretese'}, {'bubbles': 'bubble_50', 'title': 'Non ringraziatemi', 'description': 'Dovevo venire a Milano con la mia famiglia e avevo trovato questo locale per un panino veloce \nSono stato infamato dai miei familiari che hanno cercato in tutti modi di boicotarmi adducendo le più disparate motivazioni. \nDopo aver cercato alternative ,ma non avendo trovato niente...di meglio , si sono arresi.\nSì sono dovuti ricredere i panini si sono rivelati i migliori di sempre, belli carichi e gustosi.\nIo ne sono uscito vincitore,e anche voi.Più'}, {'bubbles': 'bubble_50', 'title': 'Davvero Eccellente!', 'description': 'Strepitoso locale con Panini Eccezionali e Salumi da Sogno! Alina la titolare oltre ad essere una cuoca sopraffina è molto gentile ed accogliente. Consiglio davvero di provarlo.\n Complimenti continuate così…'}, {'bubbles': 'bubble_50', 'title': 'aperitivo', 'description': 'Ci siamo trovati benissimo\nServizio veloce e professionale, cibo e bevande buonissimi.\nMolto vicino al duomo e ottimo per un aperitivo'}, {'bubbles': 'bubble_50', 'title': 'Grande IL PANINO', 'description': 'Ottima qualità, scelta diversifica, locale accogliente, personale educato e disponibile, posizione eccezionale'}]"
12,Yokohama Flavour Journey Cuisine,4.0,2,"Pesce, Sushi",2.5,"Via Pantano, 8, 20123 Milano Italia","[{'bubbles': 'bubble_50', 'title': 'Una serata speciale❤️', 'description': 'Ristorante molto molto bello e staff impeccabile! Tanta gentilezza e professionalità, cibo super! Il menù è molto vario, ricco di prelibatezze tutte da provare! Ti senti coccolato, in primis da Rosy, stupenda e super attenta con la sua clientela. Non vediamo l’ora di tornare! Davvero...complimenti a tutti voi, a presto! Nadia e Alessandro da TorinoPiù'}, {'bubbles': 'bubble_50', 'title': 'La rivincita del gusto', 'description': 'Siamo stati ieri sera a cena il mio compagno ed io. L’atmosfera è quella giusta: luci soffuse, musica di sottofondo, ambiente curato nei minimi dettagli. Il servizio è eccellente: personale di sala gentile, veloce e attento. Ma la vera sorpresa è il cibo: una raffinata...fusione di gusti e tradizioni! Assolutamente da consigliare! Mariella e LucaPiù'}, {'bubbles': 'bubble_50', 'title': 'Cena tra sorelle nel miglior sushi di Milano!', 'description': 'Abbiamo cenato in questo ristorante di venerdì sera io e mia sorella per festeggiare il mio compleanno. \nSeguivamo la proprietaria sui social ed è una persona fantastica, solare ed attenta alla clientela. \nCi ha spostato nella sala principale e riempito la serata con la sua...allegria ed energia. \nI piatti sono spettacolari, belli da vedere ed ottimi da gustare!\nTutto lo staff gentilissimo e molto attento alle esigenze dei clienti. \nChe dire… grazie ancora per questa splendida serata! \nTorneremo sicuramente :) \nTanti saluti a Rosy e al suo staff!Più'}, {'bubbles': 'bubble_50', 'title': 'Una bellissima sorpresa ❤️', 'description': ""Ho pranzato insieme a mia mamma in questo locale fantastico ho mangiato dei piatti deliziosi molto curati e serviti da un personale estremamente cortese e disponibile ❤️❤️\nChe dire..una bellissima sorpresa,tornerò sicuramente.. anzi..non vedo l'ora 😍""}, {'bubbles': 'bubble_50', 'title': 'tutto TOP!', 'description': ""Premesso che non è la prima volta che andiamo, perciò abbiamo avuto modo di valutare cibi diversi, momenti diversi, il locale prima e dopo il restyling.. A noi piace molto molto. Abbinamenti non scontati ma che legano bene.  Ricerca dell' innovazione ben riuscita. c'è sempre...qualcosa di nuova da provare:)\nll valore aggiunto è il personale, sempre attento(cosa purtroppo non scontata). sui prezzi alti ci sarebbe da ridire, la qualità di deve pagare, idem la location. Un plauso a Rosy e al marito, sempre cordiali e sorridenti, a prestoPiù""}, {'bubbles': 'bubble_40', 'title': 'Buono ma un po’ sopravvalutato', 'description': 'Invogliata dalle recensioni super entusiastiche di TP decido di provarlo, il locale è in centro poco distante dal Duomo, non mi è piaciuto molto, stile un po’ kitsch, ma tutto sommato ok.\nIl personale è gentilissimo e il servizio celere.\nIl menù è molto vario...e lungo, per fortuna ogni piatto è corredato di foto e spiegazioni (non è il massimo…lo so, ma è comodo).\nEra tutto buono, su tutto gli involtini primavera (yasai harumaki) e i ravioli ripieni di wagyu.\nAnche il sushi è molto buono (provato Oro e Furai).\nInsomma buono sì, ma niente vette eccelse come invece pare di capire dalle recensioni…(il top rimane Zuma a Roma)Più'}, {'bubbles': 'bubble_50', 'title': 'Fantastico!!!', 'description': 'Ho cenato in questo bellissimo ristorante a gennaio e ci tornerei senza ombra di dubbio. Ottimo cibo, bellissima atmosfera, personale fantastico, gentile, disponibile e molto attento al cliente, buon rapporto qualità - prezzo.'}, {'bubbles': 'bubble_50', 'title': '5 Stelle', 'description': 'Accoglienza top, staff preparato , servizio eccellente Location intima e carina ,il menù degustazione da 10 portate spettacolare!! Le foto parlano da sole e Rosy la Queen vera padrona di casa !!'}, {'bubbles': 'bubble_50', 'title': 'Sublime', 'description': 'Sono stata oggi a pranzo da Rosy. Dico da Rosy perché lei è pazzesca. Una donna fantastica, piena di luce. Ristorante bellissimo! Rispecchia la sua persona e la sua personalità dorata e piena di luce. Ma veniamo al cibo… sublime. Mai mangiato così bene in...vita mia. Sapori che si amalgamavano al palato dandoti quella sensazione di appagamento che poche volte ho provato. Oriente e Occidente abbracciati senza capire dove finisse uno e iniziasse l’altro… Tutto il successo è strameritato! Love you❤️Più'}, {'bubbles': 'bubble_50', 'title': 'Ottimo! Elegante con un pizzico di pazzia 🤩😘🥰', 'description': 'Molto elegante, ottima qualità e servizio. Sushi buonissimo ed anche i piatti caldi come le capesante ed il polpo. Dalla quiete della musica di sottofondo, spesso si alzava il volume per festeggiare il festeggiabile a vari tavoli con la proprietaria Rosy che si esibiva in...balletto con pon pon stile cheer leaders e candele a fontana 😂!! Uno stile pazzamente piacevole e coinvolgente... credo che molti ci vadano anche per questo!!! 🤩😘😉... bravi!!!! Piacevolissima serata!Più'}]"
13,Nàpiz',4.0,1,"Pizza, Mediterranea",2.5,"Viale Vittorio Veneto 30, 20124 Milano Italia","[{'bubbles': 'bubble_50', 'title': 'Consigliatissimo', 'description': 'Ottima pizza, servizio veloce. Torno sempre volentieri e non delude mai.\nCroccante al punto giusto, per niente gommosa, non gonfia e soddisfa a pieno!'}, {'bubbles': 'bubble_50', 'title': 'Napiz Milano', 'description': 'La miglior pizza a Milano , belissima atmosfera , tutti gentili . Ritorniamo di sicuro , a presto Napiz'}, {'bubbles': 'bubble_50', 'title': 'Una meravigliosa scoperta a Milano', 'description': ""Siamo arrivati a Milano alle ore 22:30 e sotto consiglio dell'albergatrice siamo andati al Napiz. Sicuramente un po' tardi per la cena ma con molta gentilezza ci hanno fatto accomodare. Subito ci hanno portato una piccola piadina e due calici offerti dalla casa. La sorpresa...è stata proprio la pizza!! Da buon napoletani non avevamo alte aspettative e invece abbiamo dovuto ricrederci! Abbiamo preso una margherita e una pizza provola e pepe e le abbiamo finite subito! Impasto leggero, croccante, cotta bene,gustosa con un bel cornicione.. insomma ci ritorneremo sicuramente!\nSaluti da Fabiana e FrancescoPiù""}, {'bubbles': 'bubble_50', 'title': 'Pizza come Napoli', 'description': 'Mangiare la pizza in questo ristorante a Milano sembra di stare a Napoli nei quartieri spagnoli a Portici a Posillipo il profumo della pizza alla brace ovvero al forno è veramente fantastica chissà che legna usano sono veramente bravi meritano veramente tanto questi ragazzi'}, {'bubbles': 'bubble_50', 'title': 'Una bella margherita 😍', 'description': '- Ottima accoglienza\n- Pizza buonissima con prodotti di qualitá, consiglio di prendere “una bella margherita”\n-  Ottimo rapporto qualità/prezzo\n- Personale gentile'}, {'bubbles': 'bubble_50', 'title': 'Pizza', 'description': 'Una buona pizza a Milano. Qualità-prezzo ottimo, non è la vera pizza napoletana ma si avvicina molto. Gli ingredienti sono di qualità. Il personale è molto accogliente e gentile.'}, {'bubbles': 'bubble_50', 'title': 'Miglior pizza di Milano', 'description': 'Miglior pizza di Milano. Leggera, saporita pochi ingredienti e di qualità. \nAmbiente accogliente adatto a tutte le età.'}, {'bubbles': 'bubble_40', 'title': 'Migliore pizza napoletana a Milano', 'description': 'Nonostante non sia un amante della pizza stile napoletana, devo dire che questa pizza è davvero eccezionale, per ora la migliore pizza napoletana che io abbia provato a Milano. Interessanti anche le pizze del giorno che ogni tanto vengono proposte. Unica pecca è che la...pizza non riempie tantissimo e si esce ancora affamati. Servizio e location ottimePiù'}, {'bubbles': 'bubble_50', 'title': 'ottima pizza', 'description': 'Devo dire un’ottima pizza fatta si vede con una mano campana anche se ci troviamo a Milano mozzarella di gran qualità pomodoro ottimo servizio nella media ottima zona di Milano ben frequentata nulla da dire un po’ difficile trovare parcheggio ma nel contesto tutto molto...buono vini pochi birre ottimePiù'}, {'bubbles': 'bubble_50', 'title': 'La migliore pizza di Milano', 'description': 'Weekend con la famiglia a Milano, si cerca una pizzeria sul web tra quelle suggerite scegliamo Napiz.\nArriviamo senza aver prenotato ci dicono che c’è da aspettare una quindicina di minuti, ci allietano l’attesa con un pezzo di pizza farcita ed un prosecco.\nLocale molto...accogliente, servizio top, pizza ottima (per la pizza sono molto esigente, avendo suocero napoletano e moglie pugliese). Finita la cena ci offrono limoncello ed un loro liquore al pistacchio.\nChe dire non potevamo fare scelta migliore. \nAlla prossimaPiù'}]"
