id,link
2700,https://www.tripadvisor.it/Restaurant_Review-g187849-d10156016-Reviews-Tondo_Cafe-Milan_Lombardy.html
2701,https://www.tripadvisor.it/Restaurant_Review-g187849-d795360-Reviews-Trattoria_Jubin-Milan_Lombardy.html
2702,https://www.tripadvisor.it/Restaurant_Review-g187849-d13810335-Reviews-Birrificio_Belgrano-Milan_Lombardy.html
2703,https://www.tripadvisor.it/Restaurant_Review-g187849-d10481190-Reviews-Ci_vuole_un_Drink-Milan_Lombardy.html
2704,https://www.tripadvisor.it/Restaurant_Review-g187849-d15616826-Reviews-Molto_Ristoro_Leggero-Milan_Lombardy.html
2705,https://www.tripadvisor.it/Restaurant_Review-g187849-d8334824-Reviews-Tang_Court_Bbq-Milan_Lombardy.html
2706,https://www.tripadvisor.it/Restaurant_Review-g187849-d12558109-Reviews-Catmint_Cat_Cafe-Milan_Lombardy.html
2707,https://www.tripadvisor.it/Restaurant_Review-g187849-d10400887-Reviews-Ristorante_Sciue-Milan_Lombardy.html
2708,https://www.tripadvisor.it/Restaurant_Review-g187849-d6159015-Reviews-Bar_Principe_Di_Martinelli_Ugo-Milan_Lombardy.html
2709,https://www.tripadvisor.it/Restaurant_Review-g187849-d5808509-Reviews-Pizzeria_Ben_Ti_Voglio-Milan_Lombardy.html
2710,https://www.tripadvisor.it/Restaurant_Review-g187849-d12616092-Reviews-Ecrudo-Milan_Lombardy.html
2711,https://www.tripadvisor.it/Restaurant_Review-g187849-d3169863-Reviews-Crono_Ristorante-Milan_Lombardy.html
2712,https://www.tripadvisor.it/Restaurant_Review-g187849-d19118150-Reviews-My_Comfort_Food-Milan_Lombardy.html
2713,https://www.tripadvisor.it/Restaurant_Review-g187849-d15582367-Reviews-Aqua_Farina-Milan_Lombardy.html
2714,https://www.tripadvisor.it/Restaurant_Review-g187849-d10481514-Reviews-Wang_Jiao-Milan_Lombardy.html
2715,https://www.tripadvisor.it/Restaurant_Review-g187849-d2365497-Reviews-Strippoli-Milan_Lombardy.html
2716,https://www.tripadvisor.it/Restaurant_Review-g187849-d19993762-Reviews-Sensorium-Milan_Lombardy.html
2717,https://www.tripadvisor.it/Restaurant_Review-g187849-d17370662-Reviews-Panino_Giusto_First_Floor_Cordusio-Milan_Lombardy.html
2718,https://www.tripadvisor.it/Restaurant_Review-g187849-d7993804-Reviews-Bar_Nicol-Milan_Lombardy.html
2719,https://www.tripadvisor.it/Restaurant_Review-g187849-d3960691-Reviews-La_Basilicata-Milan_Lombardy.html
2720,https://www.tripadvisor.it/Restaurant_Review-g187849-d3347845-Reviews-Pizzeria_da_Gino-Milan_Lombardy.html
2721,https://www.tripadvisor.it/Restaurant_Review-g187849-d18846450-Reviews-Combo_Milano-Milan_Lombardy.html
2722,https://www.tripadvisor.it/Restaurant_Review-g187849-d17501803-Reviews-David_s-Milan_Lombardy.html
2723,https://www.tripadvisor.it/Restaurant_Review-g187849-d18980016-Reviews-Avogado_Sprint-Milan_Lombardy.html
2724,https://www.tripadvisor.it/Restaurant_Review-g187849-d13392194-Reviews-Mediterraneo-Milan_Lombardy.html
2725,https://www.tripadvisor.it/Restaurant_Review-g187849-d1657207-Reviews-Trattoria_Da_Armando_Christian-Milan_Lombardy.html
2726,https://www.tripadvisor.it/Restaurant_Review-g187849-d24550559-Reviews-Focaccino-Milan_Lombardy.html
2727,https://www.tripadvisor.it/Restaurant_Review-g187849-d4107219-Reviews-Ristorante_Jinfu-Milan_Lombardy.html
2728,https://www.tripadvisor.it/Restaurant_Review-g187849-d7366437-Reviews-Rom_antica_Milano-Milan_Lombardy.html
2729,https://www.tripadvisor.it/Restaurant_Review-g187849-d12257888-Reviews-Hohoch-Milan_Lombardy.html
2730,https://www.tripadvisor.it/Restaurant_Review-g187849-d4287120-Reviews-Pino_Focaccia_di_Tateo_Giuseppe-Milan_Lombardy.html
2731,https://www.tripadvisor.it/Restaurant_Review-g187849-d6201738-Reviews-Tirana_5-Milan_Lombardy.html
2732,https://www.tripadvisor.it/Restaurant_Review-g187849-d12439231-Reviews-Gnulot-Milan_Lombardy.html
2733,https://www.tripadvisor.it/Restaurant_Review-g187849-d2535691-Reviews-God_Save_the_Food-Milan_Lombardy.html
2734,https://www.tripadvisor.it/Restaurant_Review-g187849-d9748073-Reviews-Nettare_dei_Santi-Milan_Lombardy.html
2735,https://www.tripadvisor.it/Restaurant_Review-g187849-d1985528-Reviews-Bellariva-Milan_Lombardy.html
2736,https://www.tripadvisor.it/Restaurant_Review-g187849-d1115997-Reviews-Trattoria_Milano_La_Fornasetta-Milan_Lombardy.html
2737,https://www.tripadvisor.it/Restaurant_Review-g187849-d18568812-Reviews-Aloha_Poke-Milan_Lombardy.html
2738,https://www.tripadvisor.it/Restaurant_Review-g187849-d12185106-Reviews-The_Wood_Bar-Milan_Lombardy.html
2739,https://www.tripadvisor.it/Restaurant_Review-g187849-d12546929-Reviews-Il_Priscio_Panzerotteria_con_salumi-Milan_Lombardy.html
2740,https://www.tripadvisor.it/Restaurant_Review-g187849-d19283992-Reviews-Vecchia_Osteria_Del_Mare-Milan_Lombardy.html
2741,https://www.tripadvisor.it/Restaurant_Review-g187849-d4026743-Reviews-Sushi_Plus_Bar-Milan_Lombardy.html
