,Index,business_status,geometry,name_google,place_id,price_level_google,rating_google,types,total_reviews_google,address
3532,12054,OPERATIONAL,"{'lat': 45.4773775, 'lng': 9.169840599999999}",NIMA Sushi,ChIJ1WpyJrfBhkcRhrKLSAwI8vU,,3.7,"['restaurant', 'food', 'point_of_interest', 'establishment']",499.0,"Corso Sempione, 11, Milano"
3533,12055,OPERATIONAL,"{'lat': 45.47751499999999, 'lng': 9.169653199999999}",Pokéria by NIMA,ChIJ_yHqJAPBhkcRFluU8sXy9Iw,,4.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",25.0,"Corso Sempione, 13, Milano"
3534,12057,OPERATIONAL,"{'lat': 45.4763643, 'lng': 9.1730462}",Living Liqueurs Delights,ChIJz7dBqkfBhkcRN_1FR6lvXXk,2.0,3.7,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",1159.0,"Piazza Sempione, 2, Milano"
3535,12062,OPERATIONAL,"{'lat': 45.4773238, 'lng': 9.1725326}",Vinosfera,ChIJ8U-FbUfBhkcR8tezC2rsrRw,,4.5,"['liquor_store', 'bar', 'restaurant', 'store', 'food', 'point_of_interest', 'establishment']",109.0,"Via L. Cagnola, 7, Milano"
3536,12063,PERMANENTLY_CLOSED,"{'lat': 45.4775976, 'lng': 9.1724927}",Il Bocconcino,ChIJ687-b0fBhkcRdYtSqCE3yl0,,,"['restaurant', 'store', 'food', 'point_of_interest', 'establishment']",,"Via Domenico Cirillo, 14, Milano"
3537,12064,OPERATIONAL,"{'lat': 45.4777363, 'lng': 9.173192499999999}",Tara Ristorante Indiano,ChIJhRkRekfBhkcR41nu7iBdt6k,2.0,4.3,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",805.0,"Via Domenico Cirillo, 16, Milano"
3538,12068,PERMANENTLY_CLOSED,"{'lat': 45.476492, 'lng': 9.173318499999997}",Freak Bar,ChIJ7_5560fBhkcREQfC1Wwg5kA,,,"['night_club', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",,"Via Agostino Bertani, 16, Milano"
3539,12069,OPERATIONAL,"{'lat': 45.4772262, 'lng': 9.174559000000002}",Carpe Diem Bar - Maxi Panini Milano,ChIJg3ROlEfBhkcRdLPDSiI8xT8,1.0,4.7,"['bar', 'restaurant', 'store', 'food', 'point_of_interest', 'establishment']",121.0,"Via Agostino Bertani, 2, Milano"
3540,12070,OPERATIONAL,"{'lat': 45.47649369999999, 'lng': 9.171981299999999}",Taglialà - Arco della Pace,ChIJ8yzANUfBhkcRtrPCqsDBWus,2.0,3.5,"['restaurant', 'food', 'point_of_interest', 'establishment']",1189.0,"Piazza Sempione, 8, Milano"
3541,12071,OPERATIONAL,"{'lat': 45.4769942, 'lng': 9.1726734}",Mito,ChIJRZi0D0fBhkcRivTFoMnBAX0,,4.3,"['restaurant', 'food', 'point_of_interest', 'establishment']",30.0,"Via L. Cagnola, 6, Milano"
3542,12072,OPERATIONAL,"{'lat': 45.4761371, 'lng': 9.171345199999998}",Duomo dal 1952,ChIJVZZdIEfBhkcR7p-vVxXO3ok,2.0,3.6,"['restaurant', 'cafe', 'bar', 'store', 'food', 'point_of_interest', 'establishment']",1627.0,"Piazza Sempione, 5, Milano"
3543,12074,OPERATIONAL,"{'lat': 45.47655100000001, 'lng': 9.170828700000001}",Mammina Milano,ChIJL7WdJUfBhkcRwyBsmlQvkOk,2.0,3.9,"['restaurant', 'food', 'point_of_interest', 'establishment']",906.0,"Via Giuseppe Piermarini, 2, Milano"
3544,12075,OPERATIONAL,"{'lat': 45.4766443, 'lng': 9.170806699999998}",El Tacomaki - Sempione5,ChIJpf1ZxJfBhkcRrwITlJWZjxs,,4.7,"['restaurant', 'food', 'point_of_interest', 'establishment']",3.0,"Corso Sempione, 5, Milano"
3545,12090,PERMANENTLY_CLOSED,"{'lat': 45.47636809999999, 'lng': 9.1732622}",Italiano,ChIJ1-ZIqkfBhkcRqNIq1SyoBJE,,,"['restaurant', 'food', 'point_of_interest', 'establishment']",,"Via Agostino Bertani, 16, Milano"
3546,12091,OPERATIONAL,"{'lat': 45.4764519, 'lng': 9.173330599999998}",Matilde Osteria con carne alla brace,ChIJy31k7LfBhkcRRSaxwhmBqh4,,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']",39.0,"Via Agostino Bertani, 16, Milano"
3547,12092,OPERATIONAL,"{'lat': 45.4764461, 'lng': 9.173260899999999}",Pisco Cucina di Mare,ChIJh0ye60fBhkcRWhSvVt9vQvY,,4.3,"['restaurant', 'food', 'point_of_interest', 'establishment']",291.0,"Via Agostino Bertani, 16, Milano"
3548,12093,OPERATIONAL,"{'lat': 45.4769617, 'lng': 9.1730152}",Eden Wagyu Milano,ChIJSZxozBzBhkcRjmGgdZhqeQE,,5.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",10.0,"Via L. Cagnola, 6, Milano"
3549,12094,OPERATIONAL,"{'lat': 45.4771508, 'lng': 9.1743502}",Fra Diavolo Pizzeria - Milano Sempione,ChIJO0PJfojBhkcRVqNRl8dvbFM,2.0,4.4,"['restaurant', 'food', 'point_of_interest', 'establishment']",997.0,"Via Agostino Bertani, 2, Milano"
3550,12095,OPERATIONAL,"{'lat': 45.4768695, 'lng': 9.172626699999999}",TUTTOBENE,ChIJyVxHinPBhkcRfAXNgK5Ef_8,,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']",149.0,"Via L. Cagnola, 4, Milano"
3551,12099,OPERATIONAL,"{'lat': 45.47781029999999, 'lng': 9.178817400000002}",Mamajuana,ChIJB48-6BnEhkcRU9Wutxpz5Xg,1.0,4.4,"['restaurant', 'food', 'point_of_interest', 'establishment']",725.0,"Via Carlo Maria Maggi, 6, Milano"
3552,12100,OPERATIONAL,"{'lat': 45.4783608, 'lng': 9.1777441}",Yazawa Meat Italia Srl,ChIJtZYt5DfBhkcRTNg11JBX_dA,,5.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",1.0,"Via Domenico Balestrieri, 8, Milano"
3553,12103,OPERATIONAL,"{'lat': 45.4778, 'lng': 9.175390000000002}",Copacabana Temakeria,ChIJhWZE8UfBhkcRXpaZFvIQP8A,2.0,4.3,"['restaurant', 'food', 'point_of_interest', 'establishment']",690.0,"Via Cesare Cesariano, 14, Milano"
3554,12104,OPERATIONAL,"{'lat': 45.4784143, 'lng': 9.1763899}",Calù Milano,ChIJO32LADjBhkcRQxzMFQiDLn0,2.0,4.4,"['restaurant', 'food', 'point_of_interest', 'establishment']",105.0,"Via Cesare Cesariano, 8, Milano"
3555,12105,OPERATIONAL,"{'lat': 45.4782211, 'lng': 9.175607399999999}",Pizzeria Ali Babà,ChIJLblhCTjBhkcRlBeIkUU1btk,1.0,4.1,"['restaurant', 'food', 'point_of_interest', 'establishment']",70.0,"Via Luigi Canonica, 23, Milano"
3556,12107,OPERATIONAL,"{'lat': 45.4777778, 'lng': 9.178888900000002}",Ristorante L'essenziale,ChIJ547zKUjBhkcRLTLDN5fY_c8,,4.5,"['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']",28.0,"Via Carlo Maria Maggi, 6, Milano"
3557,12108,OPERATIONAL,"{'lat': 45.47833249999999, 'lng': 9.176278099999998}",Il Muretto bar friggitoria e pizzeria da Franco,ChIJjbtDATjBhkcRuCPSnRo16jU,2.0,4.3,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",146.0,"Via Cesare Cesariano, 8, Milano"
3558,12111,OPERATIONAL,"{'lat': 45.4774951, 'lng': 9.179198900000001}",El Porteño • Arena,ChIJVxK700nBhkcRQPOkliAUIF4,3.0,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']",1416.0,"Viale Elvezia, 4, Milano"
3559,12112,OPERATIONAL,"{'lat': 45.4784031, 'lng': 9.176301700000002}",Neokisho street food,ChIJwbm1PU3BhkcR3j-zB-dYOfE,,5.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",4.0,"Via Cesare Cesariano, 8, Milano"
3560,12113,OPERATIONAL,"{'lat': 45.47781029999999, 'lng': 9.178817400000002}",Ristorante da Cesare Milano Specialità Pesce,ChIJnSzGAGnBhkcRXgo35Yicz-Q,,4.4,"['restaurant', 'food', 'point_of_interest', 'establishment']",9.0,"Via Carlo Maria Maggi, 6, Milano"
3561,12114,OPERATIONAL,"{'lat': 45.47781029999999, 'lng': 9.178817400000002}",La Madia Campagnola,ChIJ9yNMAiPBhkcROawqh6uqcoo,,3.3,"['restaurant', 'food', 'point_of_interest', 'establishment']",76.0,"Via Carlo Maria Maggi, 6, Milano"
3562,12115,PERMANENTLY_CLOSED,"{'lat': 45.4782891, 'lng': 9.175465599999999}",Abdalla Wael,ChIJF7deBzjBhkcRv0c1N99pRiU,,,"['restaurant', 'food', 'point_of_interest', 'establishment']",,"Via Luigi Canonica, 23, Milano"
3563,12117,OPERATIONAL,"{'lat': 45.4778241, 'lng': 9.1795845}",Pizza House 3,ChIJEdfl4UnBhkcRDVpsrHr5ezY,1.0,4.1,"['restaurant', 'food', 'point_of_interest', 'establishment']",91.0,"Piazza Lega Lombarda, Milano"
3564,12118,OPERATIONAL,"{'lat': 45.4777421, 'lng': 9.1797904}",🍷 Trattoria Vecchia Arena,ChIJQxZF1knBhkcRJ9gC60MEE8g,2.0,4.2,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",207.0,"Piazza Lega Lombarda, 1, Milano"
3565,12120,OPERATIONAL,"{'lat': 45.47802289999999, 'lng': 9.1801873}",Ristorante Nuova Arena,ChIJKbsQJjbBhkcRHv2xJ48qGCo,2.0,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']",220.0,"Piazza Lega Lombarda, 5, Milano"
3566,12123,OPERATIONAL,"{'lat': 45.476472, 'lng': 9.1816053}",Il Giardino Di Gio,ChIJfZ2kmeLBhkcRPMs4J6q0waQ,,4.4,"['restaurant', 'food', 'point_of_interest', 'establishment']",22.0,"Via Legnano, 26, Milano"
3567,12124,PERMANENTLY_CLOSED,"{'lat': 45.4764859, 'lng': 9.181671099999999}",Pizzeria degli Artisti,ChIJI0P_x5bBhkcRhXR6Z7zhjB8,,,"['restaurant', 'food', 'point_of_interest', 'establishment']",,"Via Legnano, 26, Milano"
3568,12127,OPERATIONAL,"{'lat': 45.4778147, 'lng': 9.179783}",Arena Bistrot,ChIJf5Ndb3rBhkcRSUh1AQ7fi4o,,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']",20.0,"Piazza Lega Lombarda, 1, Milano"
3569,12128,OPERATIONAL,"{'lat': 45.47791609999999, 'lng': 9.179308800000001}",MIXMI,ChIJRRfqcpPBhkcRpJ5J4mjx218,,4.8,"['clothing_store', 'cafe', 'florist', 'home_goods_store', 'restaurant', 'bakery', 'store', 'food', 'point_of_interest', 'establishment']",36.0,"Via Carlo Maria Maggi, 2, Milano"
3570,12129,OPERATIONAL,"{'lat': 45.47653099999999, 'lng': 9.181990399999998}",Penelope a VMaison,ChIJf40dfsLBhkcRofI5mUkqWLE,,3.6,"['restaurant', 'food', 'point_of_interest', 'establishment']",16.0,"Via Tommaso da Cazzaniga, 2, Milano"
3571,12132,PERMANENTLY_CLOSED,"{'lat': 45.47545880000001, 'lng': 9.182693299999999}",Corso di porta romana,ChIJDRKRgMHBhkcRSCqa5B54j-M,,,"['restaurant', 'food', 'point_of_interest', 'establishment']",,"Via Laura Solera Mantegazza, Milano"
3572,12133,OPERATIONAL,"{'lat': 45.47527729999999, 'lng': 9.1828445}",Zamparotti risotto,ChIJdTO7tHnBhkcRJ8dTpQEA5X8,,,"['restaurant', 'food', 'point_of_interest', 'establishment']",,"Via Laura Solera Mantegazza, 7, Milano"
3573,12135,OPERATIONAL,"{'lat': 45.4767386, 'lng': 9.184045099999999}",California Bakery,ChIJs6BQZUrBhkcR2zi88W4fDXw,2.0,3.6,"['cafe', 'bakery', 'store', 'restaurant', 'point_of_interest', 'food', 'establishment']",633.0,"Corso Garibaldi, 89, Milano"
3574,12136,OPERATIONAL,"{'lat': 45.47618, 'lng': 9.1842293}",Osaka,ChIJoYizQkrBhkcRJdx7KArwuwk,3.0,4.5,"['meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment']",1244.0,"Corso Garibaldi, 68, Milano"
3575,12144,OPERATIONAL,"{'lat': 45.4752428, 'lng': 9.185108399999999}",La Pizzeria Nazionale,ChIJAQBQ40rBhkcRNA4fPcXEup8,,3.8,"['restaurant', 'point_of_interest', 'food', 'establishment']",1054.0,"Via Palermo, 11, Milano"
3576,12146,OPERATIONAL,"{'lat': 45.47797689999999, 'lng': 9.184061299999998}",Rossopomodoro,ChIJK5bEjOHDhkcRCCwyA0vTpwQ,2.0,3.9,"['restaurant', 'point_of_interest', 'food', 'establishment']",1237.0,"Largo la Foppa, 1, Milano"
3577,12148,OPERATIONAL,"{'lat': 45.4756186, 'lng': 9.183662}",Osteria del Corso,ChIJtxbuT0rBhkcRYw-qxbZcSdA,2.0,4.4,"['restaurant', 'point_of_interest', 'food', 'establishment']",458.0,"Corso Garibaldi, 75, Milano"
3578,12151,PERMANENTLY_CLOSED,"{'lat': 45.4752428, 'lng': 9.185108399999999}",Steak & Rice Brera Srl,ChIJn0B35ErBhkcR2TnZ3g5GBgc,,2.0,"['restaurant', 'point_of_interest', 'food', 'establishment']",3.0,"Via Palermo, 11, Milano"
3579,12152,OPERATIONAL,"{'lat': 45.4786167, 'lng': 9.1814535}",Ai Bastioni,ChIJd1WPEzbBhkcRFk2307vXKnE,2.0,3.9,"['restaurant', 'point_of_interest', 'food', 'establishment']",1766.0,"Bastioni di Porta Volta, 18/a, Milano"
3580,12156,OPERATIONAL,"{'lat': 45.4784583, 'lng': 9.1847286}",Pandenus,ChIJPQ11kDXBhkcResQW-xZ4e98,2.0,3.8,"['restaurant', 'food', 'point_of_interest', 'establishment']",411.0,"Largo la Foppa, 5, Milano"
3581,12162,OPERATIONAL,"{'lat': 45.4784516, 'lng': 9.1848186}",La Vecchia Lira,ChIJmZQVkTXBhkcRKYGVaAIDwZY,3.0,4.3,"['restaurant', 'food', 'point_of_interest', 'establishment']",778.0,"Largo la Foppa, 5, Milano"
3582,12170,OPERATIONAL,"{'lat': 45.4782603, 'lng': 9.184312499999999}",Bomaki Foppa,ChIJz6DFkDXBhkcRqkbANhpK5H8,2.0,4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']",824.0,"Largo la Foppa, 1, Milano"
3583,12171,OPERATIONAL,"{'lat': 45.475182, 'lng': 9.185584900000002}",Grand'Italia,ChIJwyS14ErBhkcRWw4iAGFOCKM,2.0,4.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",869.0,"Via Palermo, 5, Milano"
3584,12175,OPERATIONAL,"{'lat': 45.4781618, 'lng': 9.1884476}",Antica Locanda Solferino,ChIJV4j8tcrGhkcRfcJ8XKFYZJk,,3.7,"['lodging', 'restaurant', 'food', 'point_of_interest', 'establishment']",48.0,"Via Castelfidardo, 2, Milano"
3585,12178,OPERATIONAL,"{'lat': 45.4760646, 'lng': 9.188612899999997}",La Latteria,ChIJz1LQRrXGhkcRmv77jN3YPLg,2.0,4.3,"['restaurant', 'food', 'point_of_interest', 'establishment']",249.0,"Via San Marco, 24, Milano"
3586,12184,OPERATIONAL,"{'lat': 45.47673450000001, 'lng': 9.1886854}",Pacifico,ChIJ6z43WbXGhkcRWmUSK6tPd34,3.0,4.1,"['restaurant', 'food', 'point_of_interest', 'establishment']",394.0,"Via della Moscova, 29, Milano"
3587,12186,OPERATIONAL,"{'lat': 45.4766464, 'lng': 9.1888217}",SushiArt - Milano,ChIJrdTLRLXGhkcRrsr7-RzXdaI,2.0,4.4,"['restaurant', 'food', 'point_of_interest', 'establishment']",264.0,"Via San Marco, 26, Milano"
3588,12189,OPERATIONAL,"{'lat': 45.4775845, 'lng': 9.1880666}",Rangoli Indian Restaurant,ChIJxfPJUjXBhkcRZlbXvYS3818,2.0,4.1,"['restaurant', 'food', 'point_of_interest', 'establishment']",859.0,"Via Solferino, 36, Milano"
3589,12190,OPERATIONAL,"{'lat': 45.476704, 'lng': 9.1894875}",Volemose Bene,ChIJ7Y7Nn0rBhkcRznmvkxPiesE,2.0,4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']",2400.0,"Via della Moscova, 25, Milano"
3590,12192,OPERATIONAL,"{'lat': 45.47862629999999, 'lng': 9.1882226}",Wasabi,ChIJnYeiNDXBhkcRnDzuMhyQ-Sc,2.0,4.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",449.0,"Via Solferino, 27, Milano"
3591,12205,PERMANENTLY_CLOSED,"{'lat': 45.4766528, 'lng': 9.1914485}",il refettorio,ChIJpaXtiLXGhkcRQAUxr8YBJPs,,,"['restaurant', 'food', 'point_of_interest', 'establishment']",,"via, Via della Moscova, 24, Milano"
3592,12206,OPERATIONAL,"{'lat': 45.4766528, 'lng': 9.1914485}",Assaggino,ChIJpaXtiLXGhkcRWNujgnMVzt8,,4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']",14.0,"Via della Moscova, 24, Milano"
3593,12207,OPERATIONAL,"{'lat': 45.4768117, 'lng': 9.1920072}",Michetta Porta Nuova,ChIJq6q687XGhkcR8Gj5v5VTMBY,2.0,4.6,"['restaurant', 'food', 'point_of_interest', 'establishment']",170.0,"Corso di Porta Nuova, 32, Milano"
3594,12208,OPERATIONAL,"{'lat': 45.4771198, 'lng': 9.192177899999999}",Break Bianco,ChIJBTSairXGhkcRORm0WgGuXac,,4.0,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",1.0,"Corso di Porta Nuova, 34, Milano"
3595,12209,OPERATIONAL,"{'lat': 45.47708919999999, 'lng': 9.19223}",IZAKAYA,ChIJA3SGdMrGhkcRFr48THHR0C4,2.0,4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']",323.0,"Corso di Porta Nuova, 34, Milano"
3596,12213,OPERATIONAL,"{'lat': 45.47788829999999, 'lng': 9.188637299999998}",TakeAway Bistrot,ChIJjeyY2MrGhkcR5Vd6VLQWdwk,2.0,4.1,"['restaurant', 'food', 'point_of_interest', 'establishment']",252.0,"Via San Marco, 33, Milano"
3597,12215,OPERATIONAL,"{'lat': 45.4763069, 'lng': 9.195225699999998}",Biancolatte,ChIJw68xIbbGhkcRbctGb5TSUj8,2.0,4.2,"['bakery', 'store', 'restaurant', 'point_of_interest', 'food', 'establishment']",2834.0,"Via Filippo Turati, 30, Milano"
3598,12216,OPERATIONAL,"{'lat': 45.47761, 'lng': 9.193508}",Yoshinobu,ChIJU7TBHsrGhkcRSLxv2TVmWu8,,4.4,"['restaurant', 'point_of_interest', 'food', 'establishment']",208.0,"Via Giuseppe Parini, 7, Milano"
3599,12228,OPERATIONAL,"{'lat': 45.4767917, 'lng': 9.195696300000002}",Panino Giusto,ChIJV0L22cnGhkcRE7gSLgwpPWw,2.0,4.0,"['restaurant', 'point_of_interest', 'food', 'establishment']",559.0,"Via Turati, 38 Turati, Milano"
3600,12230,OPERATIONAL,"{'lat': 45.477202, 'lng': 9.1937933}",Le 5 Terre,ChIJ9ari-MnGhkcRD9EnrzMi9q8,3.0,4.4,"['restaurant', 'point_of_interest', 'food', 'establishment']",350.0,"Via Andrea Appiani, 9, Milano"
3601,12231,OPERATIONAL,"{'lat': 45.4756486, 'lng': 9.1942838}",Panini Durini,ChIJh26GE7bGhkcRIZFYCyaiKiM,2.0,4.0,"['bar', 'cafe', 'store', 'restaurant', 'point_of_interest', 'food', 'establishment']",321.0,"Largo Guido Donegani, 3, Milano"
3602,12233,OPERATIONAL,"{'lat': 45.4786661, 'lng': 9.1924528}",Le Bollicine Milano,ChIJwdjpSMrGhkcRrw4T-lRjZEk,,4.1,"['cafe', 'bar', 'store', 'restaurant', 'point_of_interest', 'food', 'establishment']",91.0,"Corso di Porta Nuova, 48, Milano"
3603,12234,OPERATIONAL,"{'lat': 45.4786661, 'lng': 9.1924528}",La Brasserie Italiana,ChIJ5ftYScrGhkcRS7I9do7JqJA,,4.3,"['restaurant', 'cafe', 'store', 'point_of_interest', 'food', 'establishment']",69.0,"Corso di Porta Nuova, 48, Milano"
3604,12248,OPERATIONAL,"{'lat': 45.4768918, 'lng': 9.195883499999999}",Casa Turati,ChIJEWp70MnGhkcRHSzBzGfO2xo,2.0,4.2,"['bar', 'cafe', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",459.0,"Via Filippo Turati, 40, Milano"
3605,12249,OPERATIONAL,"{'lat': 45.4759286, 'lng': 9.1949782}","AL BACIO Turati - Colazioni, Pranzi, Aperitivi e Cene Casual Gourmet",ChIJ7-8WY7fHhkcRwwP3joVxd6A,,4.1,"['restaurant', 'food', 'point_of_interest', 'establishment']",29.0,"Via Filippo Turati, 26, Milano"
3606,12250,OPERATIONAL,"{'lat': 45.4759286, 'lng': 9.1949782}",Fresh Cut- Milano,ChIJJVS3J-DHhkcRZXTrP_pqhzQ,,4.3,"['restaurant', 'food', 'point_of_interest', 'establishment']",28.0,"Via Filippo Turati, 26, Milano"
3607,12251,PERMANENTLY_CLOSED,"{'lat': 45.47667349999999, 'lng': 9.1952049}",Cocciuto,ChIJ-60OglfHhkcRFMieSfHQMPw,,,"['restaurant', 'food', 'point_of_interest', 'establishment']",,"Via Filippo Turati, 25, Milano"
3608,12252,OPERATIONAL,"{'lat': 45.4753592, 'lng': 9.194797399999999}",RITA Medì Milano,ChIJvQSn-PLHhkcRG-rs7gcjlZw,,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",1.0,"Largo Guido Donegani, 2, Milano"
3609,12253,OPERATIONAL,"{'lat': 45.47589060000001, 'lng': 9.193912400000002}",Turkish Kebap,ChIJb0FKDrbGhkcRjCk-oMl3z3A,1.0,4.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",202.0,"Via della Moscova, 7, Milano"
3610,12254,OPERATIONAL,"{'lat': 45.4750012, 'lng': 9.1944944}",SushiArt - Milano Turati,ChIJIe8jz57HhkcRgsYPggIe6M8,,,"['restaurant', 'food', 'point_of_interest', 'establishment']",,"Via Principe Amedeo, 2, Milano"
3611,12256,PERMANENTLY_CLOSED,"{'lat': 45.4777257, 'lng': 9.198884200000002}",Ristorante La Tana del Lupo,ChIJu6ocbMjGhkcR8nuF5vLPq6U,2.0,4.3,"['restaurant', 'food', 'point_of_interest', 'establishment']",90.0,"Viale Vittorio Veneto, 30, Milano"
3612,12257,OPERATIONAL,"{'lat': 45.47781750000001, 'lng': 9.198683399999998}",SUSHI COMPANY SRL,ChIJdTwjvcjGhkcRv0gM2HbM6tk,,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']",4.0,"Viale Tunisia, 43, Milano"
3613,12259,OPERATIONAL,"{'lat': 45.4770086, 'lng': 9.200510699999999}",Caffè Italiano,ChIJ8xJN6cfGhkcR8aiGayO6MWI,,4.1,"['cafe', 'bar', 'meal_takeaway', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']",120.0,"Viale Vittorio Veneto, 22, Milano"
3614,12262,OPERATIONAL,"{'lat': 45.47687500000001, 'lng': 9.1967149}",Camelia’s Yard – Milano Social Bistrò,ChIJMZr5czXHhkcR9NaMMBkPQs8,,4.6,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",42.0,"Via Iginio Ugo Tarchetti, 2, Milano"
3615,12263,PERMANENTLY_CLOSED,"{'lat': 45.47761479999999, 'lng': 9.199131699999999}",Dry Milano,ChIJF51FccjGhkcRcT0GMQcfCpI,3.0,4.0,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",869.0,"Viale Vittorio Veneto, 28, Milano"
3616,12264,OPERATIONAL,"{'lat': 45.4777599, 'lng': 9.1989395}",Nàpiz' Milano,ChIJnzodHu3HhkcRxxe9ophKK6U,2.0,4.7,"['restaurant', 'food', 'point_of_interest', 'establishment']",1598.0,"Viale Vittorio Veneto, 30, Milano"
3617,12265,OPERATIONAL,"{'lat': 45.4778062, 'lng': 9.1987438}",Sushi Kòbbo,ChIJnSjuDznHhkcRX5tL9tIFHV8,2.0,4.3,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",937.0,"Viale Vittorio Veneto, 32, Milano"
3618,12266,OPERATIONAL,"{'lat': 45.4777281, 'lng': 9.196950400000002}",La piccola cucina dei Faravelli,ChIJ7xCv5N_HhkcRS0rJFe6P3uk,,4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']",36.0,"Piazza della Repubblica, 272, Milano"
3619,12267,OPERATIONAL,"{'lat': 45.47782960000001, 'lng': 9.1990546}",Ceccato Lorenza,ChIJZaCebcjGhkcRck1nHLnA1XQ,,,"['restaurant', 'food', 'point_of_interest', 'establishment']",,"Viale Vittorio Veneto, 30, Milano"
3620,12269,PERMANENTLY_CLOSED,"{'lat': 45.4774826, 'lng': 9.1957937}",I 3 MARINAI,ChIJz0Z8SMHHhkcR4Mpra6Xjge8,,,"['restaurant', 'food', 'point_of_interest', 'establishment']",,Milano San Felice
3621,12272,OPERATIONAL,"{'lat': 45.4784186, 'lng': 9.199162500000002}",Ristorante Al Plaza,ChIJv2ckY8jGhkcRDjz1TdT7_jQ,,3.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",1.0,"Via Panfilo Castaldi, 4, Milano"
3622,12274,OPERATIONAL,"{'lat': 45.47835, 'lng': 9.199328900000001}",Frangente,ChIJk1Ze97bHhkcRgInp_fE_1eI,2.0,4.8,"['restaurant', 'food', 'point_of_interest', 'establishment']",130.0,"Via Panfilo Castaldi, 4, Milano"
3623,12275,OPERATIONAL,"{'lat': 45.47839, 'lng': 9.2016908}",Hotel ibis Milano Centro,ChIJG5wkscfGhkcRxl6WAL7Vp3I,,3.8,"['lodging', 'restaurant', 'point_of_interest', 'food', 'establishment']",5639.0,"Via Camillo Finocchiaro Aprile, 2, Milano"
3624,12276,OPERATIONAL,"{'lat': 45.47699979999999, 'lng': 9.202225000000002}",The Dhaba,ChIJHc5VnsfGhkcRTETvM1LUabA,2.0,4.2,"['restaurant', 'point_of_interest', 'food', 'establishment']",439.0,"Via Panfilo Castaldi, 22, Milano"
3625,12277,OPERATIONAL,"{'lat': 45.477141, 'lng': 9.201855}",Joia,ChIJT1Z9mMfGhkcRGkxbiVHt0d4,4.0,4.5,"['restaurant', 'point_of_interest', 'food', 'establishment']",851.0,"Via Panfilo Castaldi, 18, Milano"
3626,12279,OPERATIONAL,"{'lat': 45.47764420000001, 'lng': 9.2020364}",Shangri-la,ChIJXQkar8fGhkcRRyfV8wgxdCc,2.0,4.1,"['restaurant', 'point_of_interest', 'food', 'establishment']",420.0,"Via Lazzaretto, 8, Milano"
3627,12280,OPERATIONAL,"{'lat': 45.476524, 'lng': 9.2026319}",Ristorante ai Giardini Paprika & Cannella,ChIJJcmaecfGhkcRn0GozQg9eLc,2.0,4.5,"['restaurant', 'point_of_interest', 'food', 'establishment']",371.0,"Via Lodovico Settala, 2, Milano"
3628,12281,OPERATIONAL,"{'lat': 45.4784593, 'lng': 9.2000978}",Ristorante Piazza Repubblica,ChIJM1b91MfGhkcRzhwUEPl-R9w,,4.2,"['restaurant', 'point_of_interest', 'food', 'establishment']",247.0,"Via Aldo Manuzio, 11, Milano"
3629,12283,OPERATIONAL,"{'lat': 45.4781872, 'lng': 9.2025085}",Lon Fon,ChIJAQYhq8fGhkcRsU4zPwwh1SA,2.0,4.2,"['restaurant', 'point_of_interest', 'food', 'establishment']",484.0,"Via Lazzaretto, 10, Milano"
3630,12286,PERMANENTLY_CLOSED,"{'lat': 45.4770463, 'lng': 9.201996699999999}",Björk Swedish Brasserie,ChIJtd3KmMfGhkcRepPbgcEq5K4,3.0,4.4,"['restaurant', 'point_of_interest', 'food', 'establishment']",552.0,"Via Panfilo Castaldi, 20, Milano"
