id,title,r_bubbles,r_number,cook_type,expensive
5589,5590. Nico Bar,"Punteggio 3,0 su 5",1 recensione,"Bar, Pub",?
5590,5591. KFC,"Punteggio 3,0 su 5",1 recensione,?,?
5591,5592. Bocado Mediterraneo,"Punteggio 3,0 su 5",1 recensione,"Italiana, Mediterranea",€€ - €€€
5592,5593. El Cafè de Milan,"Punteggio 3,0 su 5",1 recensione,"Bar, Pub",?
5593,5594. Mi Pizza Milano,"Punteggio 3,0 su 5",1 recensione,"Americana, Italiana (nord)",?
5594,5595. Tracce,"Punteggio 3,0 su 5",3 recensioni,?,?
5595,5596. Trattoria Giada,"Punteggio 3,0 su 5",1 recensione,"Cinese, Sudamericana",?
5596,5597. Rickymat,"Punteggio 3,0 su 5",1 recensione,Gastronomia,?
5597,5598. Zizania,"Punteggio 3,0 su 5",7 recensioni,"Italiana, Bar",?
5598,5599. Bocconcino,"Punteggio 3,0 su 5",2 recensioni,?,?
5599,5600. A 3 Strati,"Punteggio 3,0 su 5",3 recensioni,"Italiana, Americana",?
5600,5601. Le Spighe Alla Scala,"Punteggio 3,0 su 5",22 recensioni,Italiana,€
5601,5602. Pont De Fer,"Punteggio 3,0 su 5",2 recensioni,"Italiana, Internazionale",?
5602,5603. Spontini - Darsena,"Punteggio 3,0 su 5",74 recensioni,"Pizza, Italiana",€€ - €€€
5603,5604. Niro Meet Bar,"Punteggio 3,0 su 5",67 recensioni,"Italiana, Bar",€
5604,5605. Ristorante Da Berti,"Punteggio 3,0 su 5",2 recensioni,Italiana,?
5605,5606. Peter Pan,"Punteggio 3,0 su 5",8 recensioni,"Birreria, Caffè",€€ - €€€
5606,5607. Smoke one,"Punteggio 3,0 su 5",4 recensioni,?,?
5607,5608. king's pub,"Punteggio 3,0 su 5",146 recensioni,"Bar, Pub",€€ - €€€
5608,5609. Foodie's by Tramezzino,"Punteggio 3,0 su 5",3 recensioni,"Bar, Pub",?
5609,5610. Trattoria Wenzhou,"Punteggio 3,0 su 5",2 recensioni,?,?
5610,5611. Auum,"Punteggio 3,0 su 5",2 recensioni,?,?
5611,5612. Yspanico,"Punteggio 3,0 su 5",55 recensioni,"Spagnola, Mediterranea",?
5612,5613. Bar Sallas,"Punteggio 3,0 su 5",3 recensioni,Italiana,?
5613,5614. Il Tempio Del Sapore Di Valeria Stanzione,"Punteggio 3,0 su 5",4 recensioni,?,?
5614,5615. Al Magna Magna,"Punteggio 3,0 su 5",38 recensioni,"Pizza, Italiana",€
5615,5616. Gelsomino,"Punteggio 3,5 su 5",58 recensioni,"Cinese, Pesce",€
5616,5617. Grand Poke,"Punteggio 3,0 su 5",2 recensioni,"Giapponese, Hawaiana",€
5617,5618. Sen Sushi,"Punteggio 3,0 su 5",129 recensioni,"Cinese, Giapponese",€€ - €€€
5618,5619. Pupuseria Costa Azul,"Punteggio 3,0 su 5",5 recensioni,"Salvadoregna, Sudamericana",?
5619,5620. Living Liqueurs & Delights,"Punteggio 3,0 su 5",663 recensioni,"Italiana, Bar",€€ - €€€
5620,5621. Caretto Cafe - Bistrot,"Punteggio 3,0 su 5",7 recensioni,"Italiana, Caffè",€
5621,5622. Roman'antica,"Punteggio 3,0 su 5",5 recensioni,Italiana,?
5622,5623. Ristorante La Svolta,"Punteggio 3,0 su 5",152 recensioni,"Italiana, Pizza",€
5623,5624. De Santis Brera,"Punteggio 3,0 su 5",3 recensioni,Italiana,?
5624,5625. Boccascena Cafe',"Punteggio 3,0 su 5",34 recensioni,Italiana,€
5625,5626. Mare Culturale Urbano,"Punteggio 3,0 su 5",355 recensioni,"Italiana, Pizza",€€ - €€€
5626,5627. Rice Ball House,"Punteggio 3,0 su 5",6 recensioni,"Giapponese, Sushi",€
5627,5628. Giacomo Rosticceria,"Punteggio 3,0 su 5",173 recensioni,"Italiana, Mediterranea",€€ - €€€
5628,5629. Mana Pokebar,"Punteggio 3,0 su 5",6 recensioni,Asiatica,?
5629,5630. Pizzeria Italia 1 n2,"Punteggio 3,0 su 5",25 recensioni,"Italiana, Pizza",€
5630,5631. Ristorante della Balera dell'Ortica,"Punteggio 3,0 su 5",436 recensioni,Italiana,€
5631,5632. Circolo Bovisa,"Punteggio 3,0 su 5",2 recensioni,?,?
5632,5633. Burgez,"Punteggio 3,0 su 5",41 recensioni,"Americana, Fast food",€€ - €€€
5633,5634. Pecora Matta - Arrosticini D'abruzzo,"Punteggio 3,0 su 5",2 recensioni,"Italiana, Italiana (centro)",?
5634,5635. Jia Yan,"Punteggio 3,0 su 5",11 recensioni,"Pizza, Italiana",€
5635,5636. Galaxy Café,"Punteggio 3,5 su 5",6 recensioni,Italiana,?
5636,5637. Pazzeria,"Punteggio 3,0 su 5",298 recensioni,"Bar, Pub",€€ - €€€
5637,5638. Passione Di Sofì,"Punteggio 3,0 su 5",10 recensioni,"Cibo di strada, Napoletana",?
5638,5639. Pizzeria Amici,"Punteggio 3,0 su 5",4 recensioni,?,?
5639,5640. Caiman,"Punteggio 3,0 su 5",2 recensioni,?,?
5640,5641. Settimio Caffè e Bistrot,"Punteggio 3,0 su 5",6 recensioni,"Bar, Caffè",?
5641,5642. La Caffétteria Dell'Ombra,"Punteggio 3,5 su 5",4 recensioni,?,?
5642,5643. The Old Fashion Cafe,"Punteggio 3,0 su 5",31 recensioni,€,?
5643,5644. Gnam,"Punteggio 3,0 su 5",7 recensioni,"Italiana, Fast food",?
5644,5645. McDonald’s,"Punteggio 3,0 su 5",142 recensioni,"Americana, Fast food",€
5645,5646. Mon Amour,"Punteggio 3,0 su 5",27 recensioni,"Italiana, Pizza",€
5646,5647. L'Antica Pizzeria da Michele,"Punteggio 3,0 su 5",1.171 recensioni,"Italiana, Pizza",€€ - €€€
5647,5648. La Filetteria Italiana Marghera,"Punteggio 3,0 su 5",102 recensioni,"Steakhouse, Italiana",€€€€
5648,5649. Calavera Rapido,"Punteggio 3,0 su 5",14 recensioni,"Messicana, Fast food",€
5649,5650. Ciao Pizza - DogOut,"Punteggio 3,0 su 5",6 recensioni,"Pizza, Fast food",?
5650,5651. Ristorante Manin,"Punteggio 3,0 su 5",12 recensioni,"Italiana, Mediterranea",€€ - €€€
5651,5652. Meneghino Birreria,"Punteggio 3,0 su 5",5 recensioni,"Birreria, Pub",€€ - €€€
5652,5653. Caffè Spadari,"Punteggio 3,0 su 5",229 recensioni,"Italiana, Mediterranea",€€ - €€€
5653,5654. Makiyo Sushi & Pizza Bovisa,"Punteggio 3,0 su 5",20 recensioni,"Giapponese, Pesce",€
5654,5655. Fairouz,"Punteggio 3,0 su 5",61 recensioni,?,?
5655,5656. McDonald's,"Punteggio 3,0 su 5",3 recensioni,?,?
5656,5657. Pura Vida,"Punteggio 3,0 su 5",5 recensioni,"Bar, Pub",?
5657,5658. Piadiamo,"Punteggio 3,0 su 5",4 recensioni,"Italiana, Cibo di strada",?
5658,5659. Grani & Braci,"Punteggio 3,0 su 5",1.828 recensioni,"Italiana, Pizza",€€ - €€€
5659,5660. Brera Milano Marsala,"Punteggio 3,0 su 5",52 recensioni,"Pizza, Italiana",€
5660,5661. Ortica 27,"Punteggio 3,0 su 5",119 recensioni,"Italiana, Pizza",€
5661,5662. Meat Grill Food,"Punteggio 3,0 su 5",1.057 recensioni,"Italiana, Mediterranea",€€ - €€€
5662,"5663. Brek, I Feel Food","Punteggio 3,0 su 5",3 recensioni,Italiana,€€ - €€€
5663,5664. L'Ov Milano - Via Vincenzo Monti,"Punteggio 3,0 su 5",41 recensioni,"Italiana, Americana",€€ - €€€
5664,5665. Pane Caffé,"Punteggio 3,0 su 5",10 recensioni,€,?
5665,5666. Duomo 21,"Punteggio 3,0 su 5",852 recensioni,"Italiana, Bar",€€€€
5666,5667. Burger Bun,"Punteggio 3,0 su 5",33 recensioni,€€ - €€€,?
5667,5668. La Coloniale Degustazione Vini,"Punteggio 3,0 su 5",65 recensioni,Wine Bar,€
5668,5669. Pizzalandia,"Punteggio 3,0 su 5",24 recensioni,"Italiana, Pizza",€
5669,5670. Il Padellino,"Punteggio 3,0 su 5",10 recensioni,"Italiana, Pizza",€
5670,5671. Hosteria dei sognatori,"Punteggio 3,0 su 5",12 recensioni,"Italiana, Pizza",?
5671,5672. Eppol,"Punteggio 3,0 su 5",534 recensioni,"Americana, Italiana",€€ - €€€
5672,5673. La Piadineria,"Punteggio 3,0 su 5",11 recensioni,"Italiana, Fast food",€
5673,5674. Tokyo Nomi,"Punteggio 3,0 su 5",129 recensioni,"Cinese, Giapponese",€€ - €€€
5674,5675. RONIN ROBATA,"Punteggio 3,0 su 5",35 recensioni,"Giapponese, Grill",?
5675,5676. Spontini,"Punteggio 3,0 su 5",300 recensioni,Italiana,€
5676,5677. Collini Cafè,"Punteggio 3,0 su 5",4 recensioni,Italiana,?
5677,5678. Pesce Ubriaco,"Punteggio 3,0 su 5",202 recensioni,"Italiana, Pesce",€€ - €€€
5678,5679. Paninolab - Isola,"Punteggio 3,0 su 5",8 recensioni,"Italiana, Internazionale",?
5679,5680. Bar Smile,"Punteggio 3,0 su 5",4 recensioni,?,?
5680,5681. Al 2cento,"Punteggio 3,0 su 5",6 recensioni,?,?
5681,5682. Panetteria Pattini,"Punteggio 3,0 su 5",64 recensioni,"Bar, Italiana",€€ - €€€
5682,5683. Martin Cafè,"Punteggio 3,0 su 5",18 recensioni,"Bar, Pub",€
5683,5684. Elettrauto Cadore,"Punteggio 3,0 su 5",380 recensioni,"Italiana, Bar",€€ - €€€
5684,5685. Centro Leoni,"Punteggio 3,0 su 5",8 recensioni,Italiana,€€ - €€€
5685,5686. New York Lounge,"Punteggio 3,0 su 5",174 recensioni,"Italiana, Bar",€€ - €€€
5686,5687. Super Star,"Punteggio 3,0 su 5",5 recensioni,?,?
5687,5688. Da Luigi E Anna,"Punteggio 3,0 su 5",28 recensioni,"Italiana, Cinese",€
5688,5689. McDonald’s,"Punteggio 3,0 su 5",41 recensioni,"Fast food, Americana",€
5689,5690. CAMM - Ristorante & Pizza Gourmet,"Punteggio 3,0 su 5",16 recensioni,"Italiana, Pizza",€€ - €€€
5690,5691. Il Giardino Della Birra 2,"Punteggio 3,0 su 5",50 recensioni,€€ - €€€,?
5691,5692. Fly Pizza 2,"Punteggio 3,0 su 5",18 recensioni,"Italiana, Pizza",€
5692,5693. Duse Caffé,"Punteggio 3,0 su 5",16 recensioni,Italiana,€
5693,5694. Chicken&Chicken,"Punteggio 3,0 su 5",86 recensioni,"Americana, Fast food",€
5694,5695. Ristorante Yama,"Punteggio 3,0 su 5",26 recensioni,"Cinese, Giapponese",€
5695,5696. Non Solo Caffé,"Punteggio 2,5 su 5",2 recensioni,?,?
5696,5697. al cut,"Punteggio 3,0 su 5",11 recensioni,Italiana,€€ - €€€
5697,5698. La Tana Del Gufo,"Punteggio 3,0 su 5",18 recensioni,Italiana,€
5698,5699. Zucchero E Sale,"Punteggio 3,0 su 5",35 recensioni,€€ - €€€,?
5699,5700. N'ombra de vin,"Punteggio 3,0 su 5",685 recensioni,"Italiana, Bar",€€ - €€€
5700,5701. The Glass Bar & Restaurant,"Punteggio 3,0 su 5",19 recensioni,€€ - €€€,?
5701,5702. La Pizza Di Pulcinella,"Punteggio 3,0 su 5",5 recensioni,?,?
5702,5703. Macha Cafè,"Punteggio 3,0 su 5",7 recensioni,"Giapponese, Sushi",?
5703,5704. Il Wok Odoroki,"Punteggio 3,0 su 5",228 recensioni,"Fast food, Asiatica",€
5704,5705. Foodie's,"Punteggio 3,0 su 5",12 recensioni,"Italiana, Bar",?
5705,5706. BURGERAMA,"Punteggio 3,0 su 5",136 recensioni,"Americana, Bar",€
5706,5707. La Olla De Barro,"Punteggio 2,5 su 5",3 recensioni,"Peruviana, Sudamericana",€€ - €€€
5707,5708. Gran Caffe Visconteo,"Punteggio 3,0 su 5",198 recensioni,Italiana,€€ - €€€
5708,5709. Panghea,"Punteggio 3,0 su 5",9 recensioni,?,?
5709,5710. LineaUno Bistrò,"Punteggio 3,0 su 5",4 recensioni,"Italiana, Mediterranea",€€ - €€€
5710,5711. Fluid Fresh Food,"Punteggio 2,5 su 5",3 recensioni,"Mediterranea, Sushi",€
5711,5712. Pizzeria Mamma Mia,"Punteggio 3,0 su 5",10 recensioni,"Italiana, Pizza",€
5712,5713. The View by Makr Shakr Rooftop,"Punteggio 3,0 su 5",5 recensioni,?,?
5713,5714. Il Giardino Della Birra 2,"Punteggio 3,0 su 5",122 recensioni,"Europea, Italiana",€€ - €€€
5714,5715. Nico Quick Bite,"Punteggio 3,0 su 5",308 recensioni,"Italiana, Europea",€€ - €€€
5715,5716. Old Wild West,"Punteggio 3,0 su 5",360 recensioni,"Messicana, Steakhouse",€€ - €€€
5716,5717. Pizzeria Gino Sorbillo,"Punteggio 3,0 su 5",7 recensioni,"Napoletana, Campana",?
5717,5718. Le Meraviglie,"Punteggio 4,0 su 5",477 recensioni,"Italiana, Pizza",€€ - €€€
5718,5719. Milano Casa Curci Corso Di Porta Romana,"Punteggio 3,0 su 5",2 recensioni,"Italiana, Italiana (nord)",?
5719,5720. Colorificio,"Punteggio 3,0 su 5",18 recensioni,Italiana,€€ - €€€
5720,5721. Burgez (Colonne di San Lorenzo),"Punteggio 3,0 su 5",23 recensioni,"Fast food, Barbecue",?
5721,5722. Double B,"Punteggio 3,0 su 5",4 recensioni,Italiana,?
5722,5723. Excalibar,"Punteggio 3,5 su 5",3 recensioni,?,?
5723,5724. Milano Cafe,"Punteggio 3,0 su 5",571 recensioni,"Italiana, Bar",€
5724,5725. Pigalle,"Punteggio 2,5 su 5",3 recensioni,Italiana,?
5725,5726. Rch 31,"Punteggio 3,0 su 5",40 recensioni,Italiana,€€ - €€€
5726,5727. Sonny Café,"Punteggio 3,0 su 5",4 recensioni,?,?
5727,5728. Punto Grill,"Punteggio 2,5 su 5",2 recensioni,€€ - €€€,?
5728,5729. IT Restaurant Milan,"Punteggio 3,0 su 5",165 recensioni,"Italiana, Mediterranea",€€ - €€€
5729,5730. Domino's Pizza,"Punteggio 3,0 su 5",19 recensioni,"Pizza, Italiana",€
5730,5731. Bun Burgers,"Punteggio 3,0 su 5",24 recensioni,"Americana, Fast food",€€€€
5731,5732. Trattoria Italo Cinese Xiyuan,"Punteggio 3,0 su 5",12 recensioni,"Cinese, Sudamericana",?
5732,5733. Trattoria Città Studi,"Punteggio 3,0 su 5",50 recensioni,"Italiana, Pizza",€
5733,5734. Crocetta Panini d' Autore 1982 Via Giotto,"Punteggio 3,0 su 5",81 recensioni,"Italiana, Bar",€€ - €€€
5734,5735. Ciao Pizza 1994,"Punteggio 3,0 su 5",11 recensioni,Pizza,€
5735,5736. McDonald's,"Punteggio 2,5 su 5",4 recensioni,?,?
5736,5737. Pizzeria Mr. Johnny,"Punteggio 2,5 su 5",2 recensioni,"Italiana, Pizza",?
5737,5738. Pizzeria O' Vesuvio,"Punteggio 3,0 su 5",22 recensioni,"Italiana, Pizza",€
5738,5739. Drive Your Dream Cafe,"Punteggio 3,0 su 5",14 recensioni,"Italiana, Caffè",€€ - €€€
5739,5740. Tabacchi Riv.636,"Punteggio 2,5 su 5",2 recensioni,?,?
5740,5741. NIMA Sushi (Milano - Centrale),"Punteggio 3,0 su 5",293 recensioni,"Giapponese, Sushi",€€ - €€€
5741,5742. Il Giardino della Birra,"Punteggio 3,0 su 5",455 recensioni,"Italiana, Bar",€€ - €€€
5742,5743. Fra Diavolo Pizzeria - Milano Citylife Shopping District,"Punteggio 3,0 su 5",16 recensioni,?,?
5743,5744. OM Food,"Punteggio 3,0 su 5",34 recensioni,Italiana,€€ - €€€
5744,5745. Chuan Hotpot,"Punteggio 2,0 su 5",1 recensione,"Cinese, Zuppe",?
5745,5746. Pub O'Connell Milano,"Punteggio 3,0 su 5",139 recensioni,"Bar, Pub",€€ - €€€
5746,5747. Bar Sesto,"Punteggio 2,5 su 5",4 recensioni,€,?
5747,5748. L'arte Dei Sapori,"Punteggio 3,0 su 5",4 recensioni,"Pizza, Pesce",?
5748,5749. jardin d'histoire,"Punteggio 1,0 su 5",1 recensione,?,?
5749,5750. Rosticceria Galli,"Punteggio 3,0 su 5",36 recensioni,Italiana,€€ - €€€
5750,5751. Mundial Break,"Punteggio 3,0 su 5",18 recensioni,"Italiana, Bar",€
5751,5752. toke Perú,"Punteggio 2,0 su 5",1 recensione,"Italiana, Peruviana",?
5752,5753. Caffe Italia,"Punteggio 2,5 su 5",4 recensioni,Italiana,?
5753,5754. Bar Vittoria,"Punteggio 3,0 su 5",5 recensioni,Italiana,€€ - €€€
5754,5755. Il Chiosco Di Pippo,"Punteggio 3,0 su 5",46 recensioni,€,?
5755,5756. a Santa Lucia,"Punteggio 3,0 su 5",955 recensioni,"Italiana, Pizza",€€ - €€€
5756,5757. Sixième Bistrò,"Punteggio 3,0 su 5",154 recensioni,"Italiana, Pesce",€€€€
5757,5758. Cera Milano,"Punteggio 3,0 su 5",31 recensioni,"Italiana, Internazionale",?
5758,5759. Siamo Alla Frutta,"Punteggio 3,0 su 5",42 recensioni,€€ - €€€,?
5759,5760. Takumi Fusion Restaurant,"Punteggio 3,0 su 5",88 recensioni,"Cinese, Giapponese",€
5760,5761. Viva Nachos,"Punteggio 3,0 su 5",7 recensioni,Messicana,?
5761,5762. Caffé Belfiore,"Punteggio 3,0 su 5",4 recensioni,€,?
5762,5763. Pizzeria Arcobaleno,"Punteggio 2,5 su 5",3 recensioni,?,?
5763,5764. Caffè Sforzesco,"Punteggio 3,0 su 5",615 recensioni,"Italiana, Caffè",€€ - €€€
5764,5765. Mister Pizza,"Punteggio 3,0 su 5",8 recensioni,"Italiana, Pizza",?
5765,5766. Food Loft,"Punteggio 3,0 su 5",4 recensioni,Italiana,€€€€
5766,5767. Pizzeria da Mimmo,"Punteggio 3,0 su 5",7 recensioni,Italiana (sud),?
5767,5768. San Carlo Al Corso,"Punteggio 3,0 su 5",12 recensioni,?,?
5768,5769. Il Salotto di Milano,"Punteggio 3,0 su 5",401 recensioni,"Italiana, Mediterranea",€€ - €€€
5769,5770. Al Mercato Steaks Burgers,"Punteggio 3,0 su 5",64 recensioni,"Italiana, Steakhouse",€€ - €€€
5770,5771. Bar El Birocc,"Punteggio 3,0 su 5",183 recensioni,"Italiana, Bar",€
5771,5772. Roadhouse Meatery,"Punteggio 3,0 su 5",159 recensioni,"Americana, Steakhouse",€€ - €€€
5772,5773. Bar Magenta,"Punteggio 3,0 su 5",1.172 recensioni,"Internazionale, Caffè",€
5773,5774. Autogrill,"Punteggio 3,0 su 5",339 recensioni,"Italiana, Fast food",€
5774,5775. Sherazade Shisha,"Punteggio 2,5 su 5",4 recensioni,Araba,€€ - €€€
5775,5776. FOODIE’s by Tramezzino,"Punteggio 2,0 su 5",1 recensione,"Caffè, Europea",?
5776,5777. Old Wild West,"Punteggio 3,0 su 5",164 recensioni,"Americana, Barbecue",€
5777,5778. Morgan's Milano,"Punteggio 3,0 su 5",42 recensioni,€€ - €€€,?
5778,5779. Datefood,"Punteggio 2,5 su 5",2 recensioni,?,?
5779,5780. Bar Caffé Sassetti,"Punteggio 3,0 su 5",6 recensioni,?,?
5780,5781. Bar Marino,"Punteggio 3,0 su 5",250 recensioni,"Italiana (nord), Italiana (centro)",€€ - €€€
5781,5782. Bellavista Ristorante Pizzeria,"Punteggio 3,0 su 5",28 recensioni,"Italiana, Pizza",€€ - €€€
5782,5783. Bar Eritrea,"Punteggio 2,0 su 5",1 recensione,"Bar, Pub",?
5783,5784. Dibi221 Ristorante Africano,"Punteggio 2,5 su 5",3 recensioni,Africana,€€ - €€€
5784,5785. Baia Luna,"Punteggio 3,0 su 5",242 recensioni,Italiana,€€ - €€€
5785,5786. Vasinikò,"Punteggio 3,0 su 5",1.538 recensioni,"Italiana, Pizza",€€ - €€€
5786,5787. Nowhere,"Punteggio 2,5 su 5",3 recensioni,"Bar, Caffè",?
5787,5788. Bar Vittorio,"Punteggio 2,5 su 5",7 recensioni,Italiana,?
5788,5789. California Bakery,"Punteggio 2,5 su 5",2 recensioni,Americana,?
5789,5790. Burgez Corso Como 2,"Punteggio 3,0 su 5",32 recensioni,"Americana, Fast food",€€ - €€€
5790,5791. Burgez Corso Como 2,"Punteggio 3,0 su 5",32 recensioni,"Americana, Fast food",€€ - €€€
5791,5792. Madison Milano,"Punteggio 2,5 su 5",2 recensioni,"Americana, Argentina",?
5792,5793. Alla Griglia,"Punteggio 3,0 su 5",10 recensioni,?,?
5793,5794. Jamm Restaurant Pizza & Gourmet,"Punteggio 2,5 su 5",3 recensioni,"Bar, Italiana",€€ - €€€
5794,5795. Akkademia II,"Punteggio 3,0 su 5",179 recensioni,"Pesce, Pub",€€ - €€€
5795,5796. Mac Mahon 88,"Punteggio 2,5 su 5",2 recensioni,?,?
5796,5797. Pan Brioche,"Punteggio 3,0 su 5",97 recensioni,"Italiana, Caffè",€
5797,5798. Spiller Milano Duomo,"Punteggio 3,0 su 5",35 recensioni,"Italiana, Birreria",?
5798,5799. Pizzeria Gennarì,"Punteggio 3,0 su 5",46 recensioni,"Italiana, Pizza",€
5799,5800. Night Food,"Punteggio 2,5 su 5",3 recensioni,"Italiana, Internazionale",?
5800,5801. Bar del Muretto di Zheng Zhoujia,"Punteggio 2,0 su 5",2 recensioni,"Caffè, Gastropub",?
5801,5802. Black Cafè,"Punteggio 2,5 su 5",5 recensioni,?,?
5802,5803. Panificio Pattini,"Punteggio 3,0 su 5",173 recensioni,Italiana,€
5803,5804. La Tenda Rosa,"Punteggio 2,5 su 5",2 recensioni,Italiana,?
5804,5805. Taverna italiana Amici miei atto II°,"Punteggio 3,0 su 5",203 recensioni,"Italiana, Lombarda",€€ - €€€
5805,5806. Alice Pizza Dergano,"Punteggio 2,5 su 5",2 recensioni,Pizza,?
5806,5807. Fratelli La Bufala Lab Montenero,"Punteggio 3,0 su 5",4 recensioni,"Italiana, Pizza",?
5807,5808. Sweet Bakery and Cafe,"Punteggio 3,0 su 5",26 recensioni,"Italiana, Caffè",?
5808,5809. Jin Yuan Sifu,"Punteggio 2,0 su 5",1 recensione,Cinese,?
5809,5810. Spontini- Piazzale Lodi,"Punteggio 2,5 su 5",2 recensioni,Pizza,€
5810,5811. Hemingway cafe,"Punteggio 3,0 su 5",58 recensioni,"Pub, Bar",€
5811,5812. Quore Italiano,"Punteggio 3,0 su 5",171 recensioni,"Italiana, Pizza",€€ - €€€
5812,5813. Fly Pizza 4,"Punteggio 3,0 su 5",17 recensioni,Pizza,€
5813,5814. Slowear Cocktail Bar,"Punteggio 2,0 su 5",1 recensione,"Bar, Pub",?
5814,5815. Bicoque 1522,"Punteggio 3,0 su 5",17 recensioni,"Italiana, Francese",€€ - €€€
5815,5816. Iris Cafe',"Punteggio 3,0 su 5",5 recensioni,?,?
5816,5817. Monza 237,"Punteggio 3,0 su 5",86 recensioni,"Italiana, Pizza",€€ - €€€
5817,5818. Pizzikotto,"Punteggio 2,5 su 5",2 recensioni,?,?
5818,5819. California Bakery,"Punteggio 2,5 su 5",2 recensioni,Americana,?
5819,5820. Actors Studios Cafe,"Punteggio 3,0 su 5",14 recensioni,?,?
5820,5821. SL Station Grill,"Punteggio 2,0 su 5",2 recensioni,?,?
5821,5822. Daisy Ramen,"Punteggio 2,5 su 5",2 recensioni,?,?
5822,5823. Pokéstorie - Ventidue Marzo,"Punteggio 2,0 su 5",1 recensione,Hawaiana,?
5823,5824. Istambul Doner Kebap,"Punteggio 3,5 su 5",11 recensioni,Turca,€
5824,5825. Cafè Rue Rivoli,"Punteggio 3,0 su 5",12 recensioni,"Italiana, Bar",?
5825,5826. Gattopardo - Trattoria Siciliana,"Punteggio 2,0 su 5",1 recensione,"Siciliana, Italiana (sud)",?
5826,5827. California Bakery,"Punteggio 2,0 su 5",1 recensione,Americana,?
5827,5828. Farina & Cucina,"Punteggio 3,0 su 5",202 recensioni,"Italiana, Europea",€€ - €€€
5828,5829. El Basha Pizza E Kebab,"Punteggio 2,0 su 5",1 recensione,"Pizza, Cibo di strada",?
5829,5830. McDonald's,"Punteggio 2,5 su 5",9 recensioni,Fast food,€
5830,5831. Mcdonald's,"Punteggio 2,5 su 5",7 recensioni,Americana,€
5831,5832. Bar Atlantic Esselunga - Milano San Siro,"Punteggio 2,0 su 5",1 recensione,"Italiana, Bar",?
5832,5833. Nap Caffè,"Punteggio 2,0 su 5",1 recensione,"Bar, Pub",?
5833,5834. Red Black Bar,"Punteggio 3,0 su 5",5 recensioni,"Bar, Pub",?
5834,5835. Il Focacciaro,"Punteggio 3,0 su 5",3 recensioni,€,?
5835,5836. Tiffany Pizz.,"Punteggio 2,0 su 5",2 recensioni,?,?
5836,5837. Toz Cafe,"Punteggio 2,0 su 5",1 recensione,"Bar, Pub",?
5837,5838. Cà Bianca Ristorante,"Punteggio 3,0 su 5",137 recensioni,Italiana,€€ - €€€
5838,5839. Mambo Cafè,"Punteggio 2,0 su 5",1 recensione,"Bar, Pub",?
5839,5840. Epoca Del Pane,"Punteggio 2,0 su 5",1 recensione,?,?
5840,5841. Luca's Bar,"Punteggio 3,0 su 5",52 recensioni,€,?
5841,5842. Le Tentazioni Di Tano,"Punteggio 2,0 su 5",1 recensione,"Bar, Caffè",€
5842,5843. Pizzeria Gennarì,"Punteggio 3,0 su 5",115 recensioni,"Pizza, Napoletana",€
5843,5844. Burgez,"Punteggio 3,0 su 5",75 recensioni,"Americana, Fast food",€
5844,5845. Caffe Beirut,"Punteggio 1,0 su 5",1 recensione,"Libanese, Mediterranea",?
5845,5846. Hu Lu Hong,"Punteggio 2,0 su 5",1 recensione,"Birreria, Caffè",?
5846,5847. Johann Sebastian Bar,"Punteggio 3,0 su 5",30 recensioni,?,?
5847,5848. Bar Tabacchi Mergan,"Punteggio 2,0 su 5",1 recensione,?,?
5848,5849. Amadeus Bar,"Punteggio 2,0 su 5",1 recensione,"Bar, Pub",?
5849,5850. Family Bar,"Punteggio 2,0 su 5",1 recensione,"Bar, Pub",?
5850,5851. Bachelite CLab,"Punteggio 3,0 su 5",57 recensioni,Italiana,€
5851,5852. La Piadineria,"Punteggio 2,5 su 5",2 recensioni,Cibo di strada,?
5852,5853. Fresh Cut,"Punteggio 2,0 su 5",1 recensione,"Fast food, Salutistica",?
5853,5854. Huangji Dessert - 1212 Bubble Tea,"Punteggio 3,0 su 5",16 recensioni,"Italiana, Cinese",€
5854,5855. Bar Tibaldi,"Punteggio 2,0 su 5",1 recensione,"Bar, Pub",?
5855,5856. Bocciofila Martesana,"Punteggio 3,0 su 5",9 recensioni,?,?
5856,5857. Il Pavone Pizzeria,"Punteggio 2,0 su 5",1 recensione,Pizza,?
5857,5858. Capatoast Milano Bococca,"Punteggio 2,0 su 5",1 recensione,"Italiana, Fast food",€
5858,5859. Perricone Cookering,"Punteggio 2,0 su 5",1 recensione,?,?
5859,5860. Ristorante Santa Lucia,"Punteggio 2,0 su 5",1 recensione,Italiana,?
5860,5861. iH Gusto Milano Lorenteggio,"Punteggio 3,0 su 5",8 recensioni,"Italiana, Bar",€€ - €€€
5861,5862. Caffè Dante,"Punteggio 3,0 su 5",125 recensioni,"Italiana, Caffè",€€ - €€€
5862,5863. Beeella Vita Caffé,"Punteggio 3,0 su 5",38 recensioni,€€ - €€€,?
5863,5864. Burgez,"Punteggio 2,5 su 5",3 recensioni,Fast food,€€ - €€€
5864,5865. Odoroki,"Punteggio 3,0 su 5",36 recensioni,"Asiatica, Fusion",€
5865,5866. OTIVM Milano,"Punteggio 3,0 su 5",84 recensioni,"Italiana, Pesce",€€ - €€€
5866,5867. Dolci Chiacchiere,"Punteggio 3,0 su 5",18 recensioni,"Italiana, Caffè",€
5867,5868. Sushi Yuan,"Punteggio 3,0 su 5",250 recensioni,"Cinese, Giapponese",€
