id,title,r_bubbles,r_number,cook_type,expensive
3627,3628. Patti Bakery & Bistrot,"Punteggio 3,5 su 5",43 recensioni,Italiana,€
3628,3629. Sweet Mama,"Punteggio 4,5 su 5",11 recensioni,Americana,?
3629,3630. B9 Cafe,"Punteggio 4,5 su 5",10 recensioni,Italiana,€
3630,3631. New Family,"Punteggio 5,0 su 5",5 recensioni,"Italiana, Pizza",?
3631,3632. Leccentrico,"Punteggio 3,5 su 5",65 recensioni,"Italiana, Mediterranea",€
3632,3633. Canteen Milano,"Punteggio 3,0 su 5",861 recensioni,"Messicana, Pesce",€€€€
3633,3634. La Cuccuma Bistrot,"Punteggio 4,5 su 5",8 recensioni,?,?
3634,3635. Le Jardin Bistrot,"Punteggio 4,5 su 5",8 recensioni,?,?
3635,3636. Cia... Birretta?,"Punteggio 5,0 su 5",5 recensioni,"Italiana, Birreria",€
3636,3637. Peck - CityLife,"Punteggio 3,5 su 5",106 recensioni,"Italiana, Mediterranea",€€€€
3637,3638. Golfo di Mondello,"Punteggio 3,0 su 5",498 recensioni,"Italiana, Pesce",€€ - €€€
3638,3639. Salsamenteria di Parma,"Punteggio 4,0 su 5",13 recensioni,Italiana,€€ - €€€
3639,3640. Ayu Sushi,"Punteggio 3,5 su 5",26 recensioni,?,?
3640,3641. Emoraya,"Punteggio 5,0 su 5",4 recensioni,Giapponese,?
3641,3642. Commissary Kitchen,"Punteggio 3,5 su 5",36 recensioni,"Filippina, Asiatica",€
3642,3643. Effe lounge,"Punteggio 4,0 su 5",23 recensioni,"Italiana, Bar",€
3643,3644. Tipinso,"Punteggio 3,5 su 5",39 recensioni,"Italiana, Americana",?
3644,3645. Bar Sempione 49,"Punteggio 5,0 su 5",9 recensioni,Italiana,€€ - €€€
3645,3646. Trattoria Solidale,"Punteggio 4,0 su 5",34 recensioni,"Italiana, Mediterranea",€€ - €€€
3646,3647. Un posto a Milano,"Punteggio 3,0 su 5",1.866 recensioni,"Italiana, Caffè",€€ - €€€
3647,3648. Anarres Libreria-Bistrot,"Punteggio 4,0 su 5",11 recensioni,"Bar, Pub",€
3648,3649. Ristorante La Briciola Mare,"Punteggio 4,0 su 5",22 recensioni,"Italiana, Pesce",€€€€
3649,3650. Yoyogurt - La Pala,"Punteggio 5,0 su 5",7 recensioni,"Italiana, Pizza",€€ - €€€
3650,3651. GianGusto Piadineria Artigianale,"Punteggio 4,0 su 5",35 recensioni,"Italiana, Mediterranea",€
3651,3652. Watt Ristorante Pizzeria,"Punteggio 4,0 su 5",7 recensioni,?,?
3652,3653. Bar Turati,"Punteggio 3,5 su 5",42 recensioni,"Italiana, Caffè",€
3653,3654. Baunilla,"Punteggio 4,0 su 5",13 recensioni,"Italiana, Brasiliana",?
3654,3655. Tango Caffe Bar,"Punteggio 4,0 su 5",31 recensioni,€,?
3655,3656. Torrefazione Bar Losa,"Punteggio 4,5 su 5",9 recensioni,Italiana,?
3656,3657. Pizzeria Santa Maria,"Punteggio 4,5 su 5",13 recensioni,"Pizza, Italiana",€
3657,3658. Ono Sushi Reserve,"Punteggio 4,0 su 5",11 recensioni,?,?
3658,3659. Poke House Navigli,"Punteggio 3,5 su 5",67 recensioni,Hawaiana,€€ - €€€
3659,3660. Pizzeria Capri 1960,"Punteggio 3,5 su 5",34 recensioni,"Pizza, Italiana",€
3660,3661. Di Vini In Versi,"Punteggio 4,5 su 5",8 recensioni,Italiana,€€ - €€€
3661,3662. La Spianata Sardinia,"Punteggio 4,5 su 5",11 recensioni,"Italiana, Fast food",€
3662,3663. Mi Ami - La Ravioleria Artigianale,"Punteggio 5,0 su 5",4 recensioni,Cinese,?
3663,3664. Visionnaire Bistrot by Filippo Gozzoli,"Punteggio 5,0 su 5",4 recensioni,?,?
3664,3665. La Focacceria - Fiordiponti dal 1982,"Punteggio 4,0 su 5",10 recensioni,"Fast food, Cibo di strada",€
3665,3666. Kungfu Bao2,"Punteggio 5,0 su 5",5 recensioni,"Cinese, Asiatica",€€ - €€€
3666,3667. Pacific Milano Restaurant,"Punteggio 4,5 su 5",9 recensioni,Italiana,€€ - €€€
3667,3668. Dantó il pizzaiolo di spaccanapoli,"Punteggio 3,5 su 5",56 recensioni,"Pizza, Mediterranea",€
3668,3669. Allangolare,"Punteggio 4,0 su 5",9 recensioni,Italiana,?
3669,3670. Osteria Isola,"Punteggio 3,5 su 5",65 recensioni,"Pesce, Italiana",€
3670,3671. Fcazz,"Punteggio 5,0 su 5",4 recensioni,"Pugliese, Italiana (sud)",?
3671,3672. Mama's Cafè,"Punteggio 4,0 su 5",15 recensioni,"Italiana, Bar",€
3672,3673. Turkish Kebap-Pizza,"Punteggio 4,5 su 5",13 recensioni,"Turca, Mediorientale",€
3673,3674. Nerodieci,"Punteggio 5,0 su 5",9 recensioni,"Italiana, Pesce",€€ - €€€
3674,3675. Yo! Yogurteria Creperia,"Punteggio 4,5 su 5",15 recensioni,€,?
3675,3676. Mamma Oliva,"Punteggio 3,0 su 5",1.110 recensioni,"Italiana, Pizza",€€ - €€€
3676,3677. Milord Milano,"Punteggio 3,5 su 5",124 recensioni,Italiana,€
3677,3678. La caveja piadineria,"Punteggio 3,5 su 5",39 recensioni,Italiana,€
3678,3679. Campus Café,"Punteggio 4,0 su 5",26 recensioni,"Bar, Pub",€
3679,3680. Spontini - Cinque Giornate,"Punteggio 3,0 su 5",541 recensioni,Pizza,€
3680,3681. S.Carlo Ristorante Pizzeria Di Sharoubun Hosny,"Punteggio 4,0 su 5",9 recensioni,"Italiana, Pizza",€
3681,3682. Signorvino,"Punteggio 3,5 su 5",29 recensioni,"Italiana, Mediterranea",€€ - €€€
3682,3683. Centoventicinque,"Punteggio 5,0 su 5",6 recensioni,Italiana,€
3683,3684. Huha sushi,"Punteggio 5,0 su 5",4 recensioni,?,?
3684,3685. Ricerca Vini,"Punteggio 4,0 su 5",27 recensioni,"Italiana, Wine Bar",€€ - €€€
3685,3686. Café MoroneOtto,"Punteggio 4,5 su 5",19 recensioni,Italiana,€
3686,3687. Dal Pizzarone 2,"Punteggio 4,0 su 5",25 recensioni,"Pizza, Italiana",€
3687,3688. Mr. Miao,"Punteggio 3,5 su 5",28 recensioni,"Cinese, Asiatica",€
3688,3689. Little Devil,"Punteggio 3,5 su 5",29 recensioni,"Italiana, Pizza",€
3689,3690. Trattoria Romana - Piatti Tipici e Grastronomia Chef Pier,"Punteggio 4,5 su 5",5 recensioni,?,?
3690,3691. Aldilà del Vino,"Punteggio 3,5 su 5",79 recensioni,"Italiana, Wine Bar",€€ - €€€
3691,3692. Restaurant Haru,"Punteggio 3,5 su 5",162 recensioni,"Cinese, Giapponese",€€ - €€€
3692,3693. Mai Ristorante,"Punteggio 4,5 su 5",9 recensioni,"Cinese, Barbecue",€
3693,3694. La Filetteria Italiana Repubblica,"Punteggio 3,5 su 5",67 recensioni,"Italiana, Barbecue",€€ - €€€
3694,3695. Penina Poke bowl & Bubble tea,"Punteggio 5,0 su 5",5 recensioni,"Sushi, Europea",?
3695,3696. Chalet Marechiaro,"Punteggio 4,0 su 5",13 recensioni,"Italiana, Pesce",?
3696,3697. Serendepico,"Punteggio 3,0 su 5",676 recensioni,"Italiana, Bar",€€ - €€€
3697,3698. Il Brigantino Pizzeria Italiana,"Punteggio 4,0 su 5",27 recensioni,"Italiana, Pizza",?
3698,3699. Tecà,"Punteggio 5,0 su 5",4 recensioni,"Siciliana, Italiana (sud)",€
3699,3700. Don'cola,"Punteggio 4,5 su 5",6 recensioni,"Bar, Pub",?
3700,3701. Rami,"Punteggio 4,5 su 5",7 recensioni,€€ - €€€,?
3701,3702. Green Sushi 2,"Punteggio 4,0 su 5",16 recensioni,"Sushi, Cinese",€€€€
3702,3703. Focacceria Ligure,"Punteggio 3,5 su 5",38 recensioni,"Italiana, Pizza",€
3703,3704. Eatica,"Punteggio 4,0 su 5",20 recensioni,"Italiana, Pesce",€
3704,3705. Mi Sushi3,"Punteggio 5,0 su 5",4 recensioni,"Cinese, Sushi",?
3705,3706. Cozinha Da Cilene,"Punteggio 4,5 su 5",8 recensioni,"Brasiliana, Sudamericana",€
3706,3707. Banco23,"Punteggio 3,5 su 5",32 recensioni,Italiana,€€ - €€€
3707,3708. Sevilla Mia,"Punteggio 3,5 su 5",30 recensioni,Spagnola,?
3708,3709. Trattoria Emanuela,"Punteggio 3,5 su 5",45 recensioni,"Italiana, Mediterranea",€
3709,3710. Caffè Panzera dal 1931,"Punteggio 3,0 su 5",726 recensioni,"Italiana, Internazionale",€€ - €€€
3710,3711. Camelot Café,"Punteggio 4,5 su 5",8 recensioni,"Bar, Caffè",?
3711,3712. Good Morning First,"Punteggio 4,5 su 5",7 recensioni,Italiana,€
3712,3713. Blues Cafè,"Punteggio 4,5 su 5",9 recensioni,"Caffè, Italiana",€
3713,3714. Domm,"Punteggio 4,0 su 5",15 recensioni,"Italiana, Caffè",€
3714,3715. Bistrot N9ve,"Punteggio 4,5 su 5",14 recensioni,Italiana,?
3715,3716. Ristorante Wencheng,"Punteggio 3,5 su 5",37 recensioni,"Cinese, Asiatica",€
3716,3717. Centevot,"Punteggio 5,0 su 5",4 recensioni,Italiana,?
3717,3718. PicoBrew Station,"Punteggio 5,0 su 5",4 recensioni,"Italiana, Birreria",?
3718,3719. Hamerica's,"Punteggio 3,5 su 5",65 recensioni,Americana,€€ - €€€
3719,3720. le voglie,"Punteggio 4,0 su 5",25 recensioni,Italiana,€€ - €€€
3720,3721. Subway Café,"Punteggio 3,5 su 5",58 recensioni,"Italiana, Caffè",€
3721,3722. Clover Burger,"Punteggio 4,0 su 5",22 recensioni,"Americana, Fast food",€€ - €€€
3722,3723. Tiemì,"Punteggio 3,5 su 5",19 recensioni,"Bar, Pub",?
3723,3724. Pokéria by NIMA (Milano - XXII Marzo),"Punteggio 4,0 su 5",21 recensioni,"Fast food, Hawaiana",€€ - €€€
3724,3725. Stella Marina,"Punteggio 3,5 su 5",95 recensioni,"Italiana, Pizza",€
3725,3726. O Peperino e Milano,"Punteggio 3,5 su 5",1.777 recensioni,"Italiana, Pizza",€€ - €€€
3726,3727. Dee Dee,"Punteggio 4,5 su 5",13 recensioni,"Bar, Pub",€€ - €€€
3727,3728. Ristorante Zula,"Punteggio 4,0 su 5",12 recensioni,"Africana, Etiope",€
3728,3729. Panda Club,"Punteggio 4,0 su 5",9 recensioni,?,?
3729,3730. Circle,"Punteggio 3,5 su 5",212 recensioni,"Italiana, Bar",€€ - €€€
3730,3731. Mirror Lounge & Restaurant,"Punteggio 3,5 su 5",84 recensioni,"Mediterranea, Fusion",€€ - €€€
3731,3732. The VIU Terrace,"Punteggio 3,5 su 5",35 recensioni,"Italiana, Bar",€€ - €€€
3732,3733. PIBÄ Milano,"Punteggio 4,0 su 5",17 recensioni,"Internazionale, Argentina",€€ - €€€
3733,3734. Arigatò,"Punteggio 3,0 su 5",255 recensioni,"Cinese, Pesce",€
3734,3735. Caffe Novecento,"Punteggio 3,5 su 5",131 recensioni,€€ - €€€,?
3735,3736. Locanda Cafè Di Cacace Claudia,"Punteggio 5,0 su 5",4 recensioni,"Italiana, Mediterranea",€€€€
3736,3737. Best Turkish Kebap,"Punteggio 4,5 su 5",12 recensioni,"Turca, Italiana",€
3737,3738. Al Naviglio,"Punteggio 3,5 su 5",53 recensioni,Italiana,€€€€
3738,3739. Ristorante Pizzeria Da Marco,"Punteggio 4,0 su 5",31 recensioni,"Italiana, Pizza",€
3739,3740. Paolino,"Punteggio 4,5 su 5",7 recensioni,?,?
3740,3741. Sole E Mare,"Punteggio 4,0 su 5",16 recensioni,"Italiana, Pizza",€
3741,3742. Il Mondo Ristorante Pizzeria,"Punteggio 3,5 su 5",90 recensioni,"Italiana, Pizza",€€ - €€€
3742,3743. Ristorante Zhou,"Punteggio 4,0 su 5",12 recensioni,"Cinese, Italiana",€
3743,3744. Ristorante Mezza Luna,"Punteggio 4,0 su 5",12 recensioni,"Italiana, Internazionale",?
3744,3745. Touch Bistrot,"Punteggio 3,5 su 5",45 recensioni,"Bar, Caffè",€€ - €€€
3745,3746. Cinese Tesoro,"Punteggio 4,5 su 5",12 recensioni,"Cinese, Asiatica",?
3746,3747. 'O Fiore Mio' Pizzeria,"Punteggio 4,5 su 5",7 recensioni,"Pizza, Italiana",?
3747,3748. Pizzikotto,"Punteggio 3,5 su 5",73 recensioni,"Italiana, Pizza",€€ - €€€
3748,3749. Trattoria Dominic,"Punteggio 4,0 su 5",10 recensioni,Italiana,?
3749,3750. Ristorante El Pollo Gordo,"Punteggio 3,5 su 5",41 recensioni,"Peruviana, Latino americana",€
3750,3751. Castle Rock Pub,"Punteggio 4,0 su 5",15 recensioni,Italiana,€€ - €€€
3751,3752. Teorema Cafè,"Punteggio 4,5 su 5",9 recensioni,Italiana,?
3752,3753. Ristorante mamma Africa,"Punteggio 4,5 su 5",7 recensioni,Africana,€€ - €€€
3753,3754. AL NOOR 1 ROSTICCERIA INDIANA,"Punteggio 3,5 su 5",71 recensioni,Indiana,€
3754,3755. Little Italy Restaurant,"Punteggio 4,0 su 5",15 recensioni,"Italiana, Pizza",€
3755,3756. Navigli Craft Beer,"Punteggio 4,0 su 5",25 recensioni,"Italiana, Bar",€€ - €€€
3756,3757. E...brezza,"Punteggio 3,5 su 5",64 recensioni,"Wine Bar, Italiana",€€ - €€€
3757,3758. New Ghandi,"Punteggio 4,0 su 5",21 recensioni,Indiana,€€ - €€€
3758,3759. Ristorante cinese - La Felicità,"Punteggio 3,5 su 5",53 recensioni,Cinese,€
3759,3760. Flower Burger,"Punteggio 4,0 su 5",8 recensioni,Americana,€€ - €€€
3760,3761. Take Away Bistrot,"Punteggio 3,5 su 5",157 recensioni,"Italiana, Mediterranea",€€ - €€€
3761,3762. Combattenti e Reduci,"Punteggio 3,5 su 5",81 recensioni,Italiana,€
3762,3763. Ristorante Steak House il Castello,"Punteggio 3,0 su 5",283 recensioni,"Italiana, Steakhouse",€€ - €€€
3763,3764. Mauro E Luisa,"Punteggio 3,5 su 5",22 recensioni,Italiana,€
3764,3765. La Cappa,"Punteggio 3,5 su 5",154 recensioni,"Pizza, Italiana",€
3765,3766. Temakinho,"Punteggio 5,0 su 5",4 recensioni,"Giapponese, Brasiliana",?
3766,3767. Daniel e il Caffè Milano,"Punteggio 4,0 su 5",33 recensioni,"Italiana, Caffè",€
3767,3768. Al Timeout 7,"Punteggio 4,0 su 5",19 recensioni,"Italiana, Pizza",€€ - €€€
3768,3769. Novotel Cafe,"Punteggio 3,5 su 5",48 recensioni,Italiana,€€ - €€€
3769,3770. Babagel,"Punteggio 4,0 su 5",20 recensioni,€,?
3770,3771. Pizzeria 4 Agosto,"Punteggio 3,5 su 5",32 recensioni,"Pizza, Italiana",€
3771,3772. Pizzeria Da Giuliano,"Punteggio 4,0 su 5",22 recensioni,"Italiana, Pizza",€
3772,3773. Charleston Pub Pizzeria,"Punteggio 3,5 su 5",125 recensioni,"Italiana, Pizza",€€ - €€€
3773,3774. Vurria Moscova,"Punteggio 3,5 su 5",23 recensioni,Pizza,?
3774,3775. The Singer Music Restaurant Milano,"Punteggio 3,5 su 5",115 recensioni,"Italiana, Pizza",€€ - €€€
3775,3776. La Teglia Di Affori,"Punteggio 3,5 su 5",56 recensioni,"Pizza, Italiana",€
3776,3777. Le Fontanelle Rosticceria Cinese Take Away,"Punteggio 4,0 su 5",10 recensioni,Cinese,€€ - €€€
3777,3778. Panini Durini,"Punteggio 3,5 su 5",108 recensioni,"Italiana, Mediterranea",€
3778,3779. Trattoria da Bruna e Sandro,"Punteggio 3,5 su 5",48 recensioni,Italiana,€
3779,3780. Cru,"Punteggio 4,0 su 5",12 recensioni,"Wine Bar, Italiana",€€ - €€€
3780,3781. DeAmicis Uno,"Punteggio 3,5 su 5",30 recensioni,"Italiana, Pesce",€
3781,3782. Osteria della via Appia Moscova,"Punteggio 4,0 su 5",17 recensioni,"Pesce, Mediterranea",€€ - €€€
3782,3783. My Way Café,"Punteggio 4,0 su 5",11 recensioni,Italiana,€
3783,3784. Chinese Township 168,"Punteggio 3,5 su 5",84 recensioni,"Italiana, Cinese",€€ - €€€
3784,3785. Panetteria Pasticceria Romano,"Punteggio 4,5 su 5",7 recensioni,Italiana,?
3785,3786. Seitaly Bistro,"Punteggio 3,5 su 5",138 recensioni,Italiana,€€ - €€€
3786,3787. La Mia Toscana,"Punteggio 4,5 su 5",12 recensioni,Italiana,€
3787,3788. Pray For Burger,"Punteggio 4,5 su 5",6 recensioni,"Fast food, Salutistica",?
3788,3789. Bar K2,"Punteggio 4,5 su 5",6 recensioni,"Italiana, Calabrese",?
3789,3790. Mammaoliva,"Punteggio 3,5 su 5",31 recensioni,"Italiana, Pizza",€€ - €€€
3790,3791. #LasciatemiStare,"Punteggio 5,0 su 5",6 recensioni,"Italiana, Americana",€€ - €€€
3791,3792. Salumeria Le Tre Regioni,"Punteggio 4,5 su 5",7 recensioni,€,?
3792,3793. Da Mario Steak House,"Punteggio 4,0 su 5",14 recensioni,Steakhouse,€€ - €€€
3793,3794. Al Meazza Ristorante Pizzeria,"Punteggio 3,5 su 5",66 recensioni,"Italiana, Pizza",€
3794,3795. Qian Wei Fang,"Punteggio 4,0 su 5",21 recensioni,"Cinese, Asiatica",€€ - €€€
3795,3796. Lan Sushi,"Punteggio 4,5 su 5",9 recensioni,"Cinese, Sushi",€€ - €€€
3796,3797. Bar Dolce Caffe,"Punteggio 5,0 su 5",6 recensioni,"Italiana, Bar",€
3797,3798. Neon Pub,"Punteggio 3,5 su 5",31 recensioni,"Bar, Pub",€
3798,3799. Macha Cafe,"Punteggio 3,5 su 5",53 recensioni,"Giapponese, Caffè",€€ - €€€
3799,3800. Sakura,"Punteggio 3,5 su 5",32 recensioni,"Cinese, Giapponese",€
3800,3801. Officina Milano,"Punteggio 3,5 su 5",195 recensioni,Bar,€€ - €€€
3801,3802. Ristorante Leonardo,"Punteggio 3,5 su 5",28 recensioni,"Italiana, Mediterranea",€€ - €€€
3802,3803. La Piazzetta Di Genna Francesco,"Punteggio 3,5 su 5",22 recensioni,"Italiana, Pizza",€
3803,3804. Meeting Cafe,"Punteggio 4,5 su 5",18 recensioni,"Italiana, Bar",€
3804,3805. Centro Sociale Leoncavallo,"Punteggio 3,5 su 5",23 recensioni,Pub,€
3805,3806. 100 Montaditos,"Punteggio 3,5 su 5",194 recensioni,"Bar, Spagnola",€
3806,3807. Joy Milano,"Punteggio 3,5 su 5",49 recensioni,Italiana,€
3807,3808. Piano B,"Punteggio 4,5 su 5",12 recensioni,"Barbecue, Italiana",€€ - €€€
3808,3809. Brasileirinho,"Punteggio 4,0 su 5",13 recensioni,"Brasiliana, Italiana",€
3809,3810. La contadina,"Punteggio 4,0 su 5",27 recensioni,"Italiana, Wine Bar",€€ - €€€
3810,3811. Pop - Piece of Pie,"Punteggio 4,5 su 5",9 recensioni,"Italiana, Bar",€
3811,3812. God Save the Food,"Punteggio 3,0 su 5",551 recensioni,"Internazionale, Italiana",€€ - €€€
3812,3813. Pazzeria,"Punteggio 3,5 su 5",98 recensioni,"Bar, Pub",€
3813,3814. Immorale,"Punteggio 3,5 su 5",72 recensioni,Italiana,€€ - €€€
3814,3815. Il Pontaccio,"Punteggio 3,5 su 5",37 recensioni,Italiana,€€ - €€€
3815,3816. Metro ricette su misura,"Punteggio 4,5 su 5",7 recensioni,"Italiana, Fusion",€
3816,3817. Marmara Turkish KEBAP E PIZZA,"Punteggio 4,0 su 5",17 recensioni,"Turca, Fast food",€
3817,"3818. Mamì, Storie Di Cucina Italiana","Punteggio 4,5 su 5",5 recensioni,"Italiana, Mediterranea",?
3818,3819. Kanji Centrale,"Punteggio 3,5 su 5",35 recensioni,"Cinese, Giapponese",€€ - €€€
3819,3820. Doppio Malto Milano Viale Liguria,"Punteggio 3,5 su 5",82 recensioni,"Steakhouse, Grill",€€ - €€€
3820,3821. Flow Experience,"Punteggio 3,5 su 5",109 recensioni,"Italiana, Pesce",€€ - €€€
3821,3822. Moto Pizza Di Mara Gazmend,"Punteggio 4,0 su 5",17 recensioni,"Italiana, Pizza",€
3822,3823. Radicetonda,"Punteggio 3,0 su 5",509 recensioni,"Italiana, Salutistica",€€ - €€€
3823,3824. Bar Capriccio,"Punteggio 4,5 su 5",13 recensioni,"Italiana, Caffè",€€ - €€€
3824,3825. Su-Barrile,"Punteggio 3,0 su 5",227 recensioni,"Italiana, Pizza",€€ - €€€
3825,3826. BellaGioia Bistrot,"Punteggio 4,5 su 5",7 recensioni,"Italiana, Pesce",€€ - €€€
3826,3827. Ristorante Pizzeria L'Angelo Azzurro,"Punteggio 3,5 su 5",123 recensioni,"Italiana, Pesce",€
3827,3828. Play Pizza,"Punteggio 5,0 su 5",5 recensioni,Pizza,€
3828,3829. Restaurant Limonero,"Punteggio 4,5 su 5",7 recensioni,"Peruviana, Sudamericana",€
3829,3830. Tipo 00,"Punteggio 4,0 su 5",38 recensioni,"Italiana, Caffè",€€ - €€€
3830,3831. Pupuseria Don Nelson,"Punteggio 5,0 su 5",4 recensioni,"Salvadoregna, Sudamericana",?
3831,3832. Montenapoleone 14,"Punteggio 4,0 su 5",18 recensioni,"Bar, Mediterranea",€€ - €€€
3832,3833. Queen's Bar Tabacchi,"Punteggio 4,0 su 5",22 recensioni,Italiana,€€ - €€€
3833,3834. Brasita's Milano,"Punteggio 5,0 su 5",4 recensioni,?,?
3834,3835. L'Arca,"Punteggio 3,5 su 5",122 recensioni,"Italiana, Pizza",€€ - €€€
3835,3836. Chihuahua Tacos,"Punteggio 3,5 su 5",53 recensioni,"Messicana, Latino americana",€
3836,3837. Osteria Mare Blu,"Punteggio 3,5 su 5",25 recensioni,"Italiana, Pesce",€
3837,3838. Macchupisco,"Punteggio 3,5 su 5",27 recensioni,"Peruviana, Pesce",€€ - €€€
3838,3839. Vapore 1928,"Punteggio 3,5 su 5",52 recensioni,€,?
3839,3840. Papagayo Cafe',"Punteggio 4,5 su 5",11 recensioni,"Italiana, Birreria",€
3840,3841. Quasilocanda,"Punteggio 4,0 su 5",16 recensioni,Italiana,?
3841,3842. Røst,"Punteggio 3,5 su 5",61 recensioni,"Italiana, Wine Bar",€€ - €€€
3842,3843. The Grill - American Finest Food,"Punteggio 3,5 su 5",40 recensioni,"Fast food, Americana",€€ - €€€
3843,3844. FRUTTETO VIEL,"Punteggio 4,0 su 5",25 recensioni,Italiana,€
3844,3845. Piazzetta Bossi,"Punteggio 3,5 su 5",92 recensioni,Italiana,€€ - €€€
3845,3846. This is Not a Sushibar Casati,"Punteggio 3,5 su 5",48 recensioni,"Giapponese, Pesce",€€ - €€€
3846,3847. SunEleven Rooftop,"Punteggio 3,5 su 5",17 recensioni,€€ - €€€,?
3847,3848. Linus 90,"Punteggio 4,0 su 5",9 recensioni,Italiana,?
3848,3849. Piadineria Aldo dei Pieri,"Punteggio 4,0 su 5",12 recensioni,Italiana,€
3849,3850. Pizzeria di via Washington,"Punteggio 4,0 su 5",33 recensioni,"Italiana, Pizza",€
3850,3851. Panini Durini,"Punteggio 3,5 su 5",58 recensioni,"Italiana, Bar",€€ - €€€
3851,3852. Vergani Milano,"Punteggio 5,0 su 5",4 recensioni,"Bar, Pub",?
3852,3853. D' Karbon & Limon,"Punteggio 3,5 su 5",21 recensioni,€,?
3853,3854. Fratelli la Bufala San Babila Milano,"Punteggio 3,0 su 5",1.357 recensioni,"Italiana, Pizza",€€ - €€€
3854,3855. La Tana del Ghiottone,"Punteggio 3,5 su 5",76 recensioni,"Italiana, Pizza",€
3855,3856. Kurtoso Milano,"Punteggio 5,0 su 5",4 recensioni,"Europea, Ungherese",?
3856,3857. Ristorante Ba Hot Pot - Viale Abruzzi,"Punteggio 4,0 su 5",17 recensioni,Cinese,€€ - €€€
3857,3858. Semplicemente Al Mare,"Punteggio 3,5 su 5",22 recensioni,"Italiana, Pesce",€€ - €€€
3858,3859. Dahlia Lab,"Punteggio 3,5 su 5",64 recensioni,"Italiana, Bar",€€ - €€€
3859,3860. Panino Giusto Diaz,"Punteggio 3,5 su 5",135 recensioni,"Italiana, Europea",€
3860,3861. Speed Gayte,"Punteggio 4,5 su 5",13 recensioni,"Italiana, Pizza",?
3861,3862. Hamerica's,"Punteggio 3,5 su 5",73 recensioni,"Americana, Barbecue",€€ - €€€
3862,3863. Viva / Buono Fresco Naturale,"Punteggio 4,5 su 5",8 recensioni,"Italiana, Caffè",€
3863,3864. M89 Terrace,"Punteggio 3,5 su 5",29 recensioni,"Italiana, Mediterranea",€€ - €€€
3864,3865. Pizza Forno A Legna,"Punteggio 4,5 su 5",11 recensioni,Italiana,?
3865,3866. Ristorante Pizzeria Dogana,"Punteggio 3,5 su 5",931 recensioni,"Italiana, Pizza",€€ - €€€
3866,3867. Girarrosto Santa Rita,"Punteggio 3,5 su 5",37 recensioni,Fast food,€€ - €€€
3867,3868. Borromeo,"Punteggio 4,0 su 5",18 recensioni,"Italiana, Internazionale",€€ - €€€
3868,3869. Le Petit Bistrot,"Punteggio 3,5 su 5",72 recensioni,Italiana,€€ - €€€
3869,3870. Bun Burgers,"Punteggio 3,5 su 5",18 recensioni,Americana,?
3870,3871. Istanbul Ayasofya,"Punteggio 4,5 su 5",11 recensioni,Turca,€
3871,3872. Memà,"Punteggio 3,5 su 5",111 recensioni,"Italiana, Mediterranea",€€ - €€€
3872,3873. Il Bancale,"Punteggio 3,5 su 5",30 recensioni,Italiana,€
3873,3874. La Piadineria,"Punteggio 3,5 su 5",35 recensioni,"Emiliana, Italiana (nord)",€
3874,3875. Moscova Quindici,"Punteggio 4,0 su 5",38 recensioni,"Bar, Italiana",€€ - €€€
3875,3876. 01 Curti Food,"Punteggio 3,5 su 5",35 recensioni,Italiana,€
3876,3877. Murphy's Law,"Punteggio 3,5 su 5",202 recensioni,"Italiana, Irlandese",€
3877,3878. TABLOID Milano,"Punteggio 3,5 su 5",95 recensioni,"Italiana, Internazionale",€€€€
3878,3879. Fresh Sushi,"Punteggio 4,0 su 5",18 recensioni,"Cinese, Giapponese",€€ - €€€
3879,3880. Panini Durini,"Punteggio 4,0 su 5",22 recensioni,Italiana,€
3880,3881. L'Ostel,"Punteggio 4,0 su 5",9 recensioni,"Italiana, Bar",€
3881,3882. Ristorante Pizzeria Mar Rosso,"Punteggio 3,5 su 5",57 recensioni,"Italiana, Pizza",€
3882,3883. Trafilata,"Punteggio 3,5 su 5",25 recensioni,"Italiana, Mediterranea",€
3883,3884. Africa,"Punteggio 3,5 su 5",86 recensioni,"Africana, Etiope",€€ - €€€
3884,3885. Taverna Gran Sasso,"Punteggio 3,5 su 5",25 recensioni,"Italiana (centro), Italiana",€€ - €€€
3885,3886. Al Sorriso,"Punteggio 4,0 su 5",31 recensioni,"Italiana, Pizza",€
3886,3887. La Cuccagna,"Punteggio 4,0 su 5",19 recensioni,"Italiana, Pizza",€
3887,3888. Il Gatto e La Volpe,"Punteggio 4,0 su 5",20 recensioni,"Italiana, Caffè",€
3888,3889. L'angolo della Pizza,"Punteggio 3,5 su 5",59 recensioni,"Pizza, Italiana",€
3889,3890. BATTICöR Bar e Ristorante,"Punteggio 4,0 su 5",12 recensioni,Internazionale,€€ - €€€
3890,3891. Chiaravalle Bakery And Coffee,"Punteggio 4,0 su 5",11 recensioni,"Italiana, Bar",€
3891,3892. Caffè ristoro del Cambio,"Punteggio 3,5 su 5",26 recensioni,"Italiana, Mediterranea",€€ - €€€
3892,3893. D'Karbon & Limon 2,"Punteggio 3,5 su 5",44 recensioni,"Peruviana, Pesce",€€ - €€€
3893,3894. MO Café,"Punteggio 4,0 su 5",13 recensioni,"Italiana, Caffè",€€ - €€€
3894,3895. Rosticceria Cinese Nuova Cina,"Punteggio 4,0 su 5",22 recensioni,"Cinese, Asiatica",€
