id_restaurants,bubbles,title,description
52,bubble_50,,"Buona posizione, personale molto cortese e rapido. In particolare ho molto apprezzato il piatto Rosticciana CBT in umido di pomodoro affumicato. Sicuramente tornerò per provare anche altre specialità"
52,bubble_40,,"Non è la prima volta che vado in questo ristorante per cena e mi sono sempre trovata bene. Ambiente elegante il giusto, molto curato come la cucina"
52,bubble_50,,Ottimo il filetto e i crostini toscani. Servizio eccellente. Personale molto gentile e cordiale. Bell’atmosfera! LO CONSIGLIO
52,bubble_50,,Location molto carina e curata con qualche nota un po’ retró. Cibo davvero molto buono sopratutto i primi piatti al tartufo. Per finire conto giustissimo e personale molto professionale e cordiale.
52,bubble_50,,"Una gradevole serata tra amici all interno di un locale raffinato, molto accogliente e con ottima cucina"
53,bubble_50,,"Un’esperienza sempre molto piacevole assolutamente raccomandata. Buon rapporto qualità/prezzo, elevata professionalità non solo dello chef, che con sguardo attento e accogliente coordina la cucina e la sala, ma anche del personale. Ottimi il pesce del giorno cucinato all’acqua pazza, il polpo con le puntarelle, i...Più"
53,bubble_50,,"Torni sempre volentieri in questo piccolo gioiellino . Come sempre ci si sente coccolati , il cibo superbo, sopratutto un rombo che mi sognerò per anni , notevoli anche il polipo con puntarelle e là tartare di gambero . Non per ultimo uno sconto sul...Più"
53,bubble_50,,"Ristontante vicino alla Fiera City, di dimensioni contenute. Servizio attento e presenza anche dello chef in sala. Specializzato in pesce, ottima qualità dei prodotti e porzioni comunque generose. Suggerimento potrebbe allargare l'offerta vegetariana."
53,bubble_50,,"Ristorante di qualità, professionalità e gentilezza. Diverse opzioni, sia pesce che carne. Lo consiglio vivamente !"
53,bubble_50,,"Definire questo posto semplicemente un “ristorante” sarebbe offensivo perché lo si accomunerebbe alla “massa” di posti dove vai, ti siedi, mangi e te ne vai. Qui no, qui vieni letteralmente coccolato sia dal personale (Ludmilla su tutti) che dai sapori che Vic e la sua...Più"
53,bubble_50,,"Siamo stati ieri sera con amici, cena di ottimo livello e un'atmosfera che ti fa stare proprio bene. Non ultimo la signora Ludmilla: perla nello scrigno."
53,bubble_40,,"Siamo stati da Vic, dopo molto tempo, per festeggiare i 50 anni di un caro amico. L’atmosfera è sempre rilassata con lo chef Guerrini che passa tra i tavoli per conversare con gli ospiti. Antipasti davvero deliziosi, così come la spigola presentata quasi fosse un...Più"
53,bubble_50,,"Siamo tornati in questo ristorante vicino a casa dopo 20 anni e ci siamo chiesti per quale ragione abbiamo fatto trascorrere così tanto …. Da oggi in avanti bisognerà recuperare il tempo perduto …. Ambiente elegante, servizio impeccabile, qualità del cibo elevatissima, solo complimenti e...Più"
53,bubble_50,,"Ne è passato di tempo prima che tornassi da Vic, grave errore!!!!! La qualità delle materie prime è al TOP, le presentazioni dei piatti sono impeccabili, l’ambiente soft arricchisce la degustazione. Finisci la serata col sorriso, il conto è sempre adeguato e lui è un...Più"
53,bubble_50,,"Posizione vicino a Citylife! Si mangia davvero bene e a buon prezzo, buoni vini e chef gentilissimo!!! Andateci!"
54,bubble_20,,"Locale dubbio, freddo e no sense. Costo di ogni pietanza sproporzionato. Carta dei vini da imbarazzo e bottiglie dal valore di €7 riprovate a €40. Credevo fosse uno scherzo….invece è realtà! Come fa ad essere ancora aperto?"
54,bubble_50,,"Ho provato questo ristorante attratta dalle foto invitanti dei piatti trovate sui vari social e devo dire di essere rimasta molto soddisfatta! Locale curato e ben organizzato. Personale davvero eccezionale a partire dallo chef cordiale e simpatico , per finire ai camerieri Camila e Carlos...Più"
54,bubble_50,,"Locale molto carino, personale cordiale e disponibile, cibo ottimo, specialmente la carbonara. Da riprovare assolutamente"
54,bubble_50,,"Ci siamo seduti, abbiamo mangiato un antipasto è una carbonara a testa Accoglienza ottima e piatti ottimi Un’ultima nota Camila, la cameriera super dolce e disponibile"
54,bubble_50,,"Posto bello e di design, cibo molto buono, offrono prosecco e entree di benvenuto. Staff molto gentile e disponibile, Camila é stata super carina! Consiglio!"
54,bubble_50,,"Ottimi piatti, iniziando dagli entre e prosecco di benvenuto… carbonara ottima e dessert super abbondanti. Grazie Camila #lavitaètroppodolce ☕️"
54,bubble_40,,"Personale molto attento, preparazione dei piatti eccellente…bellissima esperienza da rifare sicuramente"
54,bubble_50,,"Locale molto carino , personale gentilissimo,ottima accoglienza,cibo molto buono e di qualità,eseguono anche piatti elaborati tutto squisito La parmigiana ottima!"
54,bubble_50,,"Abbiamo trascorso la serata di capodanno in questo bellissimo ristorante. Tutto curato nei dettagli, staff molto gentile e disponibile. La Carbonara è da provare assolutamente, mondiale. Nonostante vengo da Roma non ho mai mangiato una carbonara simile, davvero complimenti al cuoco. Prezzi onesti Sicuramente consigliato."
54,bubble_20,,"il posto in se è molto freddo e asettico, il personale è gentile e cordiale. I primi piatti sono buoni, la carbonara tanto decantata, non è male ma... salata come il conto finale. I prezzi sono fuori da ogni logica, 40 euro per una cotoletta...Più"
55,bubble_50,,La cosa più complicata è scegliere l'aggettivo più appropriato per la recensione e quello scelto si riferisce non solo alla qualità delle portate ma anche all'attenzione ed alla competenza del servizio oltre all'eccellente percorso vini in abbinamento che è un vero viaggio intorno al mondo...Più
55,bubble_50,,"Esperienza unica, da provare senz’altro. Sala molto bella. Servizio eccellente in linea con le aspettative. Menu eccezionale e piatti curatissimi. Soldi davvero ben spesi. Qualcuno critica i ristoranti di questo livello per il prezzo. In realtà, il prezzo è assolutamente giusto per la complessità dei...Più"
55,bubble_50,,"Qui si viene per fare un esperienza di livello stratosferico. Abbiamo provato il menù degustazione con abbinamento vino al calice. Dal pre appetizer al dolce è stata un emozione continua . L'estro dello chef viene riprodotto in modo maniacale in ogni portata , tutto ha...Più"
55,bubble_40,,"Cenare in un tre stelle alza moltissimo le aspettative ed è per questo che ho notato qualche imperfezione, senza nulla togliere all'altissimo e indiscusso livello generale di cucina. La cosa che mi ha colpito di più è la mancanza di un percorso vero e proprio,con...Più"
55,bubble_40,,Dopo circa 2 mesi dalla prenotazione sono riuscito con amici ad andare al ristorante mudec premetto che da circa 4 anni sono stato in tanti altri ristoranti 3 stelle e 2 stelle sia italiani che europei cibo squisito e ricercato sapori e acidità dei piatti...Più
55,bubble_50,,"La cena di ieri sera ha distrutto ogni convinzione che, come appassionato di cucina, mi ero fatto negli anni. Ho preso il menù degustazione Best of e ad ogni piatto era come una nuova esperienza. i sapori, gli abbinamenti, dolce salato e acido tutto aveva...Più"
55,bubble_50,,Abbiamo cenato in famiglia in questo ristorante. Eccellente se lo merita tutto. Personale all’altezza di un 3stelle cordiale preciso e preparato ci siamo trovati veramente bene anche portando un bambino di 7 anni con cui hanno subito cercato di metterlo a suo agio. Sui piatti...Più
55,bubble_20,,"Siamo una famiglia di amanti della buona e grande cucina che frequentiamo da anni in Italia e all'estero.Mai prima ci era capitato di non rispettare una prenotazione,purtroppo da Bartolini è accaduto, indipendentemente dalla nostra volontà.Il 14707/22 dovevo andare a Milano per una visita medico e...Più"
55,bubble_40,,"Ho cenato in un evento di lavoro in questo rinomato 3 stelle. La location non mi fa impazzire, l'ho trovata bella ma fredda. Era previsto un menu dedicato all'evento, pertanto la mia esperienza e' condizionata da un percorso che probabilmente avrei scelto diversamente. La cucina...Più"
55,bubble_50,,"Il menù The best of è sicuramente uno dei migliori finora degustati tra gli stellati italiani, specialmente i benvenuti abbondanti e interessanti. Meritevole l' intero percorso. Nota stonata è il tavolo lungo in una sala buia, chiusa da un separè e vicino alla cucina, che...Più"
56,bubble_40,,"Oggi abbiamo provato Cibario e devo dire che l'idea è molto carina: una gastronomia con rapporto qualità/prezzo un pò sopra la media, ma coerente. La materia prima si sente che è superiore alla media, il servizio è molto cordiale (vi spiegano anche tutti i piatti),...Più"
56,bubble_10,,Sto ai fatti...prenoto del cibo tramite la loro app ricevo non solo messaggio di ritiro entro una cert'ora il tal giorno ma mi chiedono anche il sistema di pagamento...il che è anche strano...voglio dire pago come voglio quando arrivo lì no? Confidando nella prenotazione con...Più
56,bubble_50,,"Clienti abituali di Cibario, lo consideriamo una certezza ed una famiglia! Anche in un momento così difficile per tutti, non manca mai la squisita gentilezza del personale (oggi mi hanno consegnato 50 euro di spesa sebbene non fossi riuscita a completare il pagamento per problemi...Più"
56,bubble_50,,"Ottima cucina, ottima idea di delivery, piatti sempre molto originali, curati da chef capaci, in grado di proporre ricette sane, semplici nel proporre piatti tradizionali ma rivisitati e mai banali, con abbinamenti molto riusciti. Ottimo rapporto qualità/prezzo/quantità, la pausa pranzo è l’occasione perfetta per ordinare,...Più"
56,bubble_50,,"In famiglia il 20 Novembre abbiamo voluto cenare con il menù di Cibario e Fondazione Archè . Tutto veramente buono: sia il menu classico che quello Veggy. Una menzione particolare per le Lunette di mandorle e broccoli con Pancetta croccante, coulis di pomodoro e ricotta...Più"
56,bubble_50,,"Sono ormai quasi due anni che ho scoperto Cibario e mi ha spesso salvato il pranzo e la cena. Soprattutto il pranzo, avete presente quando finisci una riunione alle 13:40 e alle 14 un altro cliente sta già incalzando? Ecco, poter scaldare in 3 minuti...Più"
56,bubble_50,,"Ingredienti di prima qualità, rapidità nella consegna e gentilezza. Avendo due bambini piccoli è un'ottima soluzione per quando non ho voglia di cucinare senza rinunciare a cibo fresco e sano. P.S. Anche i miei bimbi lo adorano ❤️"
56,bubble_10,,"In una delle ultime pause pranzo prima del lockdown ho voluto provare questa gastronomia, nel loro vasto menù ho scelto di assaggiare la porzione di lasagne nella loro scatoletta bianca, sono rimasto molto deluso per il fatto che arriva fredda da abbattitore ed alla fine...Più"
56,bubble_50,,"Ho conosciuto Cibario a marzo, durante il primo triste lockdown. Ne ho approfittato subito per i pranzi delle grandi occasioni: Pasqua, compleanno... E' un'ottima soluzione soprattutto ora, lavorando da casa, ti risparmia la fatica e il tempo di dover cucinare. I piatti proposti sono sempre...Più"
56,bubble_50,,"Davvero buono, consegna a domicilio impeccabile, i prodotti si confermano per giorni in frigo, si paga coi ticket. E la qualità è davvero notevole. In pratica c’è tutto. E sono simpatici e molto disponibili. Da provare, non ve ne pentirete"
57,bubble_50,,"Ieri sera sono ritornata per la quarta volta. Location suggestiva e colorata che trasporta subito un un altro mondo. Servizio molto cortese e disponibile, forse forse un pochino lentino. Cibo di ottima qualità: le carote dell'antipasto sono eccezionali, così come la Bastela D'Jaj che consiglio...Più"
57,bubble_10,,"Servizio pessimo....cibo misero...come fa ad avere un punteggio di 4,7...nn capiamo proprio .....abbiamo sbagliato d nn approfondire le altre recensioni...negative..ma vi possiamo garantire che hanno perfettamente ragione.....siamo sicuri che a milano nn ne vale quei 4,7"
57,bubble_50,,"Gentilezza e gusto DA SOGNO! Un piatto più buono dell’altro e se non si conoscono le pietanze Murad te le spiega con passione. Cenare qui e stata un’esperienza pazzesca e assolutamente da ripetere! I tavoli sono pochi, quindi bisogna prenotare col dovuto anticipo, altrimenti si...Più"
57,bubble_50,,"Un posto magico, odori e sapori che ti portano in Marocco.. Proprietario attento, professionale e ti passa tutta la passione che ci ha messo e mette nel suo lavoro. Cibo fantastico! Da provare"
57,bubble_40,,"Abbiamo mangiato benissimo. I profumi e i sapori sono splendidi, non siamo esperti ma sembra proprio una cucina veramente e sinceramente marocchina. Il ristorante ha tanta passione e cordialità. Il locale è piccolo e spartano ma con molti richiami al Marocco. A noi piacciono molto...Più"
57,bubble_50,,"Bel locale, cibo ottimo personale gentilissimo! Che altro aggiungere, il prezzo? Alto ma la location e la qualita dei piatti serviti lo giustificano. Che dire? Invece di andarci tre/quattro volte all'anno ci andrò una volta sola, però merita un ritorno."
57,bubble_40,,"Locale piccolo a tema Marocco, arredato con gusto. Servizio impeccabile, cucina molto buona, pochi piatti ma curati, personale gentile e disponibile . Ottimo il Tagine e gli antipasti, gustoso il Teramisù con variante del proprietario . Un pò caro il conto, sui 40 euro."
57,bubble_50,,"Un piccolo angolo di Marrakesh a Milano. Cucina ottima e gestione impeccabile, originale. Un mix molto interessante!"
57,bubble_30,,"Locale modesto, ma comunque con una propria identità. Dentro caldo senza aria condizionata accesa. Servizio mi spiace dirlo ma deludente: ragazza socievole e gentile ma tempi di attesa interminabili (QUASI UN'ORA PRIMA DI PRENDERE ORDINAZIONE DI MERCOLEDÌ SERA) e piatti lasciati sul tavolo senza la...Più"
57,bubble_40,,Piccolo ristorante marocchino originale. la stanza è completamente a tema Marocco. la zona all’aperto è invece neutra. presa una tagine e antipasti misti. speso 40 a testa bevendo birra. simpatica la coppia di titolari
58,bubble_50,,"Atmosfera molto intima e accogliente, personale tutto giovane. Sono stata con una mia amica, c'era posto solo al bancone ed è stata una fortuna: il barman Marco ci ha consigliato e fatto dei drink veramente ottimi, uno di sua ispirazione dolce/salato, con un retrogusto di...Più"
58,bubble_50,,"Bravissimi, esperienza da ricordare! Drink accattivanti e raffinati, location elegante ed intima, vasta scelta scelta di cocktail creativi e mai provati prima; aperitivo sfizioso e saporito composto da vari assaggini e reso ancora più godibile dalla professionalità del personale, super-competente e dinamico. Particolarmente apprezzata la...Più"
58,bubble_50,,"Seconda visita dopo un paio di anni… risultato? Sempre una garanzia ! Qualità e servizio 5 stelle Bravi ragazzi, non mollate ‼️"
58,bubble_40,,"Locale piccolo ma con L’essenziale dentro…’nn mancava nulla. I cocktail della lista son davvero particolari ma tutto correttamente miscelato e shakerato.Prezzi nella norma, personale molto simpatico e alla mano. U un Nico neo… il parcheggio non troppo facile ma ci si adatta come si può...Più"
58,bubble_50,,"Per un aperitivo di lavoro ho provato questo locale e sorpresa ! Grande professionalità, accoglienza e cura dei particolari. Assaggiato un Americano ed un. Cocktail a base di Brugal. Squisito. Loro sono ragazzi eccezionali a cui va un grande applauso e in bocca al lupo...Più"
58,bubble_50,,"Locale trovato per caso. Ottimo il servizio, molto educato il personale. All’ingresso ci hanno preso le giacche. La preparazione dei cocktail è stata fatta al tavolo da una ragazza molto brava. Il prezzo è adeguato al servizio che viene offerto. Consigliatissimo!"
58,bubble_50,,"Se volete bere bene ed essere coccolati, vi consiglio questo piccolo locale, scoperto per caso, luci soffuse, arredamento stupendo e servizio ottimo. Il prezzo varia dai 10 euro ai 15-16 euro ma dopo un drink, ne volete subito un altro da quanto sono buoni. Torneremo."
58,bubble_50,,Con amici ho festeggiato il compleanno con dei cocktail buonissimi e bene presentati. L’ambiente chic e intimo.
58,bubble_50,,Cordialità e professionalità sono il biglietto da visita di questo fantastico posto. Cocktail veramente di qualità superiore. Entra ufficialmente nella mia top 5. Straconsigliato !
58,bubble_50,,"Il locale mi ha subito colpito con un banco bar accogliente e comodo ! I drink sono stati perfetti e impeccabili , la cordialità è il punto forte del locale . Uno dei migliori cocktail bar a milano !"
59,bubble_40,,"Piccolo ristorante zona navigli dove si respira una buona atmosfera. Il personale di sala è cortese e la carne, elemento principale dei piatti, è preparata bene. Ne vale sicuramente la pena. Unica pecca essendo il locale non troppo grande alcuni posti sono un pò improvvisati."
59,bubble_50,,"Locale molto carino,personale gentile, cibo ottimo è una super attenzione ai bambini a fine pasto ci hanno portato baratttoli con dolcetti e caramelle 😍 consigliatissimo!"
59,bubble_50,,"Gentilezza cortesia e buon cibo, passavo per caso mi sono fermato a mangiare un filetto del Nebraska con contorno di chips, servizio veloce locale carino sicuramente tornerò"
59,bubble_50,,"Lo consiglio sicuramente, personale molto disponibile e gentile, servizio veloce, cibo buono a un prezzo adeguato e il gran finale con dolcetti variopinti a volontà: ci hanno portato direttamente i vasi in vetro pieni di dolcetti vari e piattini con pezzi di cioccolato e croccante...Più"
59,bubble_50,,"i ragazzi gentilissimi, tutti i piatti con materie prime eccellenti, le tagliatelle al ragù sapevano di quelle fatte da mia nonna : buonissime. la carne si scioglieva in bocca. la puccia ha una lievitazione di sole 72 ore….insomma tutto super!!!!"
59,bubble_50,,Sono stata in questo ristorante per festeggiare il mio compleanno e ho trovato proprio quello che la maggior parte delle recensioni dicevano. Cibo buono e abbondante. Servizio gentile e disponibile. Lo consiglio assolutamente.
59,bubble_50,,Dopo una partita di volley ci siamo fermati qui super affamati Buonissime le pucce con tagliata squisita Ingredienti di qualità e abbinamenti sfiziosi Per iniziare ci sono proposte interessanti Siamo stati accolti e coccolati tutto il tempo con discrezione Alla fine si conclude con sorpresa...Più
59,bubble_40,,Cenetta sfiziosa se pur in atmosfera da fast food. Piccole golosità a un passo dai navigli.Personale gentilissimo e buon servizio
59,bubble_50,,Abbiamo mangiato benissimo! Assolutamente da rifare! Locale carino personale cortese e cibo davvero di qualità
59,bubble_40,,"Accoglienza e gentilezza, buona carta dei menù, eccellenti affettati e ottima carne. Buon rapporto qualità prezzo. Consigliato è sicuramente ritornerò. Offre tavoli per trascorrere serate in buona compagnia anche con bambini."
60,bubble_40,,"Abbiamo preso il menu degustazione 125€ (escluso vino), ti portano in un percorso di 9 portate dai crudi ai cotti, fino al dolce. Piatti molto buoni e serviti con cura, in alcuni casi forse troppa salsa di soia. Arredamento con luci un po’ austere, ma...Più"
60,bubble_50,,"Locale molto elegante , è molto accogliente ! Servizio top , menu degustazione che risulta una grandissima esperienza gastronomica. È tra i top, non al caso unico stellato giapponese in Italia. Chapeau"
60,bubble_50,,"Ero stato con amici a cena e mi ero trovato benissimo. Sono voluto tornare con la famiglia per il mio compleanno e ribadisco la.mia soddisfazione. Conto un po' salato, ma d'altronde essendo stellato ci sta. Personale preparato, gentile e sin troppo disponibile. Una sola pecca.....adesso...Più"
60,bubble_50,,"Avendo diverse allergie ero abituata a sentirmi dire che il menu non si poteva adattare, invece con la giusta grinta la risposta del assistant restaurant manager è stata “i nostri chef si divertiranno!”. L’ho sempre pensato ma mai sentito dire da nessuno. Piatti adattati alla...Più"
60,bubble_40,,Tutto molto buono in particolare il polipo e i ravioli di wakiu. Rolls buoni ma non li riprendere. Porzioni veramente molto piccoline ( per essere sazi bisogna ordinare almeno sui 4/5 piatti a testa ) . prezzo piu di 100 euro a testa .
60,bubble_50,,"Quando vogliamo concederci qualcosa di particolare, torniamo da IYO. Una vera coccola grazie alle attenzioni di Claudio e dei suoi collaboratori. Bravo anche il sommelier che consiglia sempre nuove etichette che ci soddisfano a pieno."
60,bubble_50,,"Basterebbe dire che appena usciti volevamo rientrare, sederci e ripetere ancora tutto. Un'esperienza bellissima sotto ogni aspetto . Il locale è elegante ma non asettico, il personale è preparato e professionale, e ti fa sentire a tuo agio aumentando il piacere dell'essere lì. Per la...Più"
60,bubble_40,,"Siamo stati in 4 a pranzo una domenica. Locale molto bello e personale gentile e sorridente. Ci siamo accomodati nei divanetti all'entrata in attesa del nostro tavolo. Visto che era la prima volta abbiamo deciso di optare per il menu degustazione, anche su consiglio del...Più"
60,bubble_40,,"La felicità non si può vendere né comprare ma si trova proprio lì... nelle piccole cose... è il riassunto perfetto della cena all'IYO EXPERIENCE. Si, perchè dalle aspettative di una cena stellata, diversa dal punto di vista dei sapori che conosciamo, è nei piccoli dettagli...Più"
60,bubble_50,,"Cena ottima, piatti unici e ricercati dai sapori indimenticabili. Servizio molto attento, all’altezza della qualità del cibo."
61,bubble_50,,"Era la prima volta che provavo questo ristorante, scelto perché vicino casa e per le buone recensioni e devo dire che è stata un’ottima scelta. Il locale non è molto grande, si respira un’aria intima, familiare ma allo stesso tempo l’ambiente rimane raffinato. Grande punto...Più"
61,bubble_50,,Rstorante family friendly e cibo buono con le porzioni abbondanti. I propietari sono molto simpatici.
61,bubble_50,,"Locale semplice e curato, personale carinissimo e Maurizio chef partenopeo che empatia e passione, secondo tradizione, la trasferisce nella cucina fatta di squisiti e gustosi piatti cucinati con materie prime di qualità. Antipasti misti di mare e verdure appetitosi, di primo mangiato dei classici come...Più"
61,bubble_50,,Vicino a Porta Venezia abbiamo scoperto questo locale dove si può mangiare bene senza spendere una fortuna! Servizio cortese e piatti buoni con buone materie prime. L'antipasto e il primo lo abbiamo condiviso. Ritorneremo
61,bubble_50,,"Grazie!! Che spettacolo... Maurizio, lo chef, molto gentile, accogliente ed anche scherzoso (anche la moglie 😉). Cucina buonissima - siamo stati benissimo e volevamo tornarci stasera. Purtroppo di domenica rimane chiuso. Assolutamente da consigliare!!! Vi auguriamo tutto il bene del mondo... Patrizia e famiglia."
61,bubble_50,,"Mi sono appena trasferito in Porta Venezia e per caso mi sono fiondato in questo ristorante. Personale gentile e simpatico, piatto con tortino di pesce spada e verdure con un mix di sapori sensazionali. La titolare Monica super accogliente e piena di energia. Lo chef...Più"
61,bubble_50,,"Ottima cena di pesce ad un'ottimo prezzo. Se volete sentirvi a casa, andate in questo ristorante. In 4 abbiamo ordinato: 4 fritti di fiori di zucca, 1 primo di pesce a testa e poi una grande frittura di pesce da dividere. Da bere vino e...Più"
61,bubble_50,,"Intimo ristorante in zona Porta Venezia, ottimo menù di pesce ma buona anche la carne. I gestori sono due persone affabili e cortesi, molto attenti ai clienti. Atmosfera amichevole, adatta sia ad una cena in coppia che in piccoli gruppi. Qualità/ prezzo: ottimo."
61,bubble_50,,"Monica e Maurizio (chef), offrono oltre a una varietà di ottimi piatti, un'accoglienza notevole accompagnata da una gentilezza rara. La pastiera napoletana è uno spettacolo! Consiglio vivamente a tutti."
61,bubble_50,,"In occasione della Milano Marathon, ho scelto il locale di Maurizio e Monica per un pranzo aziendale post gara. Fin dai primi contatti per la definizione dell'evento, Maurizio si è dimostrato disponibilissimo, proponendomi un menù completo, dagli antipasti al dolce, che ha pienamente soddisfatto maratoneti...Più"
62,bubble_30,,"Locale molto carino, personale molto gentile. Domenica a pranzo, ci fanno accomodare. Menù ricco di carne proveniente da tutto il mondo (canguro, coccodrillo…), e scelta di birra artigianali. Scegliamo due hamburger di Manzo con ingredienti diversi, per poter assaggiare più cose ! A parte che...Più"
62,bubble_50,,"Sono stato un paio di volte e mi sono trovato sempre bene. Personale carino, gentile e professionale. Ho provato il wagyu e la carne di canguro, entrambe molto buone...vi consiglio di assaggiarle se ci andate (e andateci perché merita!). Mi hanno parlato anche benissimo della...Più"
62,bubble_50,,"Sono stato con dei colleghi a cena, e devo dire che sono uscito molto soddisfatto. Buoni gli antipastini/stuzzichini, sia le classiche patatine fritte, che le patatine chips, accompagnate con le salse. Buoni anche i jalapenos fritti ed eccezionali i bocconcini di pollo. Venendo ai panini,...Più"
62,bubble_50,,"Da provare assolutamente, ottimo cibo, vi consiglio la carne di struzzo, ambiente carinissimo, personale gentile e non dimenticate di provare la cheesecake della casa. Semplicemente DIVINA"
62,bubble_50,,"Inizio con diffidenza, poi ha vinto la curiosità. Provate lo struzzo, è fenomenale. Una carne ottima, cucinata alla perfezione e accompagnata a gusti che si sposano perfettamente tra di loro. Segno tra i posti in cui sicuramente vorrò tornare al prossimo giretto a Milano. Promossi...Più"
62,bubble_50,,"Ogni volta che passo a Milano, anche solo per uno scalo, mi assicuro di avere un po’ di tempo per passare da trip burger anche solo per mangiare la loro cheesecake! Assaggiata la prima volta un anno fa io e le mie amiche siamo rimaste...Più"
62,bubble_50,,"Esempio di buona qualità del cibo in ambiente sereno e cordiale. Massima disponibilità al sorriso e all’accoglienza del cliente. Brave, brave, brave"
62,bubble_40,,il ristorante lascia un po a desiderare ...un po buio abbiamo provato la carne di canguro e quella di struzzo...buona peccato che il sapore era coperto dalle varie spezie
62,bubble_50,,"Le mie prime impressioni sono state: Wow, Halal! Per la comunità musulmana dev’essere uno spiraglio di luce questo posto perché non esistono competitors. Sabrina è fantastica e come lei anche lo staff preparato e premuroso. Hanno varie tipologie di carni, noi abbiamo optato per il...Più"
62,bubble_50,,"Ho sempre ordinato con app e mai stata nel locale. Davvero molto carino, super gentili tutti e disponibili. Hamburger per celiaci TOP."
63,bubble_50,,"Locale originale e ingredienti di ottima qualità. Buone le pizze e davvero originale la focaccia Pomet. Camerieri simpaticissimi e il titolare che trovi all’ingresso del locale, riserva agli ospiti un’accoglienza che ti fa sentire subito a tuo agio. Locale consigliato!"
63,bubble_10,,"Arriviamo, ci sediamo e ci viene dato il menù: metà con panini e metà con pizze. Quando ordiniamo ci viene detto che c'erano solo pizze (forse sarebbe stato più corretto comunicarlo prima, visto che metà del menù erano panini e metà pizza). Quindi siamo costrette...Più"
63,bubble_10,,Siamo entrati da Pomet per un cena pre cinema. Scelta fatta un base alle recensioni lette qui su Trip. 1) sabato sera solo pizza. Menù pizze ristrettissimo ma che descrive ingredienti e fattura da gourmand. 2) pizza di una qualità talmente bassa da lasciare allibiti....Più
63,bubble_50,,"Ottimo posto, più tranquillo rispetto a Pizz e più adatto per passare una serata tranquilla. Qualità dei piatti garantita."
63,bubble_50,,"Questa volta al posto della pizza ho voluto provare il loro nuovo panino calabrese. Per i miei gusti ...superlativo !!Gustoso cotto alla perfezione imbottito con salsiccia piccante, caciocavallo e cipolle caramellate. se aggiungiamo un servizio perfetto, cordiale e professionale hai fatto Bingo!!"
63,bubble_50,,Da alcuni anni frequento il noto locale prima della pandemia... avendo avuto l'Onore di conoscere e parlare piu' volte con ol titolare e Dominus Pasquale Pometto... A parte le pizze ee focacce farcite by Pomet... irraggiungibili... ed a parte le inimitabili pizze... e non sono...Più
63,bubble_50,,"Se cercate una location allegra e originale, delle ricette a basa pizza veraci questo posto è perfetto. Servizio attento cordiale e veloce, un posto dove è bello stare sia a pranzo che a cena"
63,bubble_40,,Milano .. Pomet pizza 🍕 .. premetto che ho assaggiato solo un pezzettino offerto all’uscita del locale e già da lì si capisce quanto e buona la pizza .. e quanto e bello il locale visto da fuori .. si perché ero appena uscito dal...Più
63,bubble_10,,Premetto che è la seconda volta che mi fermo a mangiare in questo locale di via Torino a Milano per mangiare una pizza che per carità è buona nulla da ridire sulla qualità della pizza...ma il problema nasce che ti fanno mangiare con l'imbuto per...Più
63,bubble_50,,"Trovato il ristorante su Tripadvisor. Posto bellissimo ed originale. Giovanni ci ha servito con estrema gentilezza e professionalità , omaggiandoci con entrè di benvenuto con prosecco e una fetta di ottima pizza “pomet” con Nduja. Abbiamo ordinato una pizza è che dire davvero buona anche...Più"
64,bubble_40,,"È un locale molto accogliente, a due passi dalla stazione centrale di Milano . Qui si riscopre la cucina tipica Sarda , che unita alla cordialità e simpatia del personale e del suo proprietario, insieme alla qualità delle materie prime, ne fanno una bella chicca...Più"
64,bubble_50,,"Finalmente un pezzo di vera Sardegna a Milano! Ristorante arredato con gusto, senza le solite pacchianate. Si è accolti dallo staff in modo professionale. Norme covid rispettate. Per tutta la sera siamo stati coccolati da Piero, persona gentile e sempre pronta ad accontentare i desideri....Più"
64,bubble_30,,"La Sardegna a Milano, a due passi dalla stazione centrale. I Culurgiones sono sicuramente i protagonisti, proposti in piatti fedeli alla tradizione, con accoppiamenti innovativi (carbonara scomposta) e in formati che non mi sarei mai aspettato (fritti). Ecco, per 15€ a porzione, mi sarei aspettato...Più"
64,bubble_40,,"Cibo molto buono e soprattutto fedelissimo alla tradizione sarda. I culurgiones sono veramente ottimi. Molto buono anche il vino. Super consigliato per una cena diversa dai soliti ristoranti di Milano ma anche per un aperitivo! I prezzi li ho trovati nella media, al contrario di...Più"
64,bubble_50,,"Ristorantino semplice vicino a Centrale, accoglienza calorosa che fa percepire la passione per il proprio lavoro. Qui tutto sa di Sardegna, a partire dalla musica di sottofondo, al pane carasau con olio e sale, fino allo piatti della cucina, che sono della tradizione ma preparati...Più"
64,bubble_40,,"Raccomandato a tutti coloro che apprezzano la cucina sarda. Tante proposte di vari tipi di culurgiones, pesce, carne, insomma un menú che può accontentare tutti i gusti. Il personale e molto cortese, il locale non ha molti coperti."
64,bubble_40,,"Personale molto gentile e un proprietario che lascia trasparire tutta la sua passione per il cibo, atmosfera accogliente e ottimi piatti. Ta Bonu alterna piatti della tradiziona ad alcune proposte più ardite (noi siamo rimasti sulla tradizione, ma anche gli altri piatti sembrvano curiosi e...Più"
