id_restaurants,bubbles,title,description
23,bubble_50,,"Personale simpaticissimo e caloroso. Pizze molto buone e calzoni fritti spaziali. Consiglio a tutti, ritorneremo sicuramente."
23,bubble_50,,"Dopo una giornata impegnativa, mi sono sentita accolta in un bell’ambiente ed abbiamo mangiato tutti molto bene: pizze e melanzane. Torneremo sicuramente perché ci siamo sentiti come a casa e perché vogliamo provare tutto il menù 🤗"
23,bubble_50,,Specialità partenopee. Pizza buonissima e abbondante. Ottima qualità prezzo. Raccomandato per cena informale con amici
23,bubble_50,,"Capitati per caso in questo inaspettato angolo di Napoli in una zona multietnica, siamo stati accolti dalla Sig.ra Flora in modo ospitale, senza alcuna invadenza. Il locale è accogliente e colorato e riproduce le atmosfere delle piccole pizzerie napoletane. L'impasto della pizza è equilibrato, così...Più"
23,bubble_50,,"Locale piccolo e semplice ma accogliente. Proprietari gentilissimi (una menzione alla Signora Flora!) pizza molto buona in perfetto stile napoletano, birra di buona qualità e pastiera come si faceva una volta nelle case napoletane ! Il tutto gradevolmente compreso in prezzi sotto la media. Merita...Più"
23,bubble_50,,"12 nov , abbiamo chiamato il ristorante all ultimo la sera stessa ,la titolare Flora al telefono è stata davvero disponibile, ed é riuscita ad organizzare il tavolo per 9 p. Il locale è piccolo e alla buona, ma ti fa sentire a casa e...Più"
23,bubble_50,,"Sono stata due volte in questa pizzeria con amici. Premettendo che io non sono amante della pizza, questa è strepitosa, impasto per me perfetto. La gentilezza e la simpatia di ""Zia Flora"" è la ciliegina sulla torta che vi farà sicuramente venir voglia di tornare!"
24,bubble_50,,"Accoglienza,professionalita' distinguono il personale Location raffinata,ma dai sapori semplici e sfiziosi! Rapporto qualita'/prezzo ok A due passi dalla Stazione ferroviaria e dalla metropolita,ideale per chi come noi ha viaggiato in 🚆 Ristorante collocato in una zona di Milano,Bosco Verticale che vale la pena visitare!"
24,bubble_50,,"Accoglienza eccellente, altissima professionalità, location stupenda e confortevole,pietanze e sapori unici ,genuini e prelibati con selezione di vini pazzesca.rapporto qualità-prezzo ottimo."
24,bubble_50,,"Ristorante ricercato , ottimo il menù alla carta. Siamo stati accompagnati dalla musica del pianista che ha allietato la nostra cena. Prezzi abbastanza alti, ma in linea col servizio. Personale cortese e alla mano. Consigliatissimo."
24,bubble_50,,Un atmosfera rilassante e davvero accogliente. La musica che accompagna la cena del pianoforte fa davvero innamorare. Il cibo molto buono e il personale davvero cordiale e assertivo. Ringrazio per questa bellissima esperienza.
24,bubble_50,,"Bello e buono Locale elegante, ottimi piatti per preparazione e presentazione ( ci tengo molto) Branzino super, all’altezza il servizio sempre attento e gentile. Costi nella media per Milano"
24,bubble_30,,"Le aspettative erano davvero elevate per questo ristorante. È certamente bello ed elegante, con un servizio molto attento e gentile. Il cibo tuttavia ci ha delusi: i tortellacci ripieni di carciofi non sapevano di carciofi; gli gnocchi erano di buona fattura ma il sapore di...Più"
24,bubble_50,,"Non scrivo mai recensioni ma questo ristorante la merita, semplicemente superbo , il meglio provato a Milano in anni di cene aziendali ,location molto bella con un pianista bravo a rendere molto piacevole l' atmosfera, servizio eccellente con attenzione maniacale per i dettagli e i...Più"
24,bubble_50,,"Nel complesso assolutamente il migliore tra i ristoranti provati a Milano , vuoi per location molto elegante,bella l 'idea del pianista per servizio e qualita'della cucina,anche il pane e l'olio di loro produzione sono fantastici."
24,bubble_50,,Location Bella e Romantica Serata resa ancora più piacevole da un bravo pianista Qualità del cibo Top Servizio come poche volte ho visto nei ristoranti Le ragazze in sala sono veramente cortesi e professionali.
24,bubble_50,,"Semplicemente splendida esperienza: il cibo, il servizio, l’ambiente, l’attenzione ad ogni singolo dettaglio e non ultimo il sottofondo musicale eseguito da un bravo pianista. Ci ritorneremo sicuramente."
25,bubble_50,,"Siamo stati sabato 14 gennaio a cena, eravamo in 11 tra adulti e bambini Personale veramente molto gentile e disponibile Antipasti di salumi e gnocco fritto squisiti Carne tra le migliori mai mangiate, e ottima selezione di vini Ottima l'idea delle caramelle nei tavoli Prezzi...Più"
25,bubble_50,,"stupendo, posto originale, qualità del cibo ottima , tutto perfetto! consigliatissimo. con amici o in coppia è sempre una garanzia personale impeccabile"
25,bubble_50,,"Cena con clienti, totale di 16 persone Il servizio è stato eccellente e siamo riusciti ad organizzare tutto al telefono, concordando costine menù in modo semplice. In ultimo (ma più importante) tutto ciò che ci è stato servito era ottimo, siamo usciti tutti più che...Più"
25,bubble_50,,"Più che ottima esperienza al Bistrot, accoglienza eccezionale super gentili e disponibili, locale caratteristico atmosfera familiare con cibo buonissimo e accompagnato da ottimo vino il risultato è al top, le polpettine al sugo dell’entre erano semplicemente squisite, le caramelle sul tavolo alla fine sono un’idea...Più"
25,bubble_40,,"Cena aziendale, prima volta per me, arrivato in ritardo a causa del volo, ho ordinato velocemente della carne ai ferri, molto buona accompagnato da un buon rosso di Torgiano. Il locale è, chiaramente per i miei gusti un po' angusto e datato, ma che non...Più"
25,bubble_50,,"Io e il mio compagno siamo stati qui per la prima per festeggiare il nostro anniversario. Il locale è particolare, davvero d'altri tempi. Le caramelle al tavolo ti fanno sentire coccolato. Abbiamo ordinato diversi piatti per assaggiare più portate possibili e siamo rimasti molto soddisfatti....Più"
25,bubble_50,,"Adoro questo posto e da anni ci torno spesso, anche perché mi piace farlo scoprire ad amici e parenti. Ottimo cibo, servizio cortese ma non troppo sofisticato e per nulla invadente. Si ha l'impressione di essere a cena a casa di amici. È vero che...Più"
25,bubble_40,,"Seguendo i consigli di Trip com i miei amici abbiamo provato questo posto, sicuramente ottimo per qualita' giusti i costi manca poco all eccellenza."
25,bubble_50,,"Quando sono per lavoro nella sede di Milano, vado sempre almeno una sera da Mirko, che ormai riconosce persino il mio numero di telefono! Cena sempre ottima, veloce, con il personale sempre estremamente efficiente! Il meloncello alla fine poi è una certezza (e Mirko lo...Più"
25,bubble_50,,"Conosco il ristorante L'immagine grazie ad un amico di famiglia e torniamo sempre ben volentieri tra noi in famiglia e ultimamente sono tornata con il mio fidanzato, due volte. Eccellente sotto tutti i punti di vista, è davvero difficile ormai trovare un ambiente accogliente, personale...Più"
26,bubble_50,,Atmosfera ideale per passare una serena serata in compagnia. Personale gentile e disponibile. Drink buonissimo e davvero particolare. Consiglio vivamente.
26,bubble_50,,Ottime tartine e personale educato :hanno aspettato 30 minuti che arrivassero tutti 🙈. Musica house all'interno del locale
26,bubble_50,,"Aperitivo tra amici stupendo, cibo molto buono, atmosfera amichevole e accogliente, personale disponibile e gentile"
26,bubble_50,,"Atmosfera accogliente, cibo e cocktail molto buoni e particolari, personale gentilissimo e disponibile"
26,bubble_40,,Il locale è grazioso e accogliente. Panini particolari e molto buoni. I cocktail sono equilibrati e il personale è davvero disponibile e gentile!
26,bubble_40,,Giovedì 29 dicembre 2022 a pranzo. Siamo nel cuore di Brera e decidiamo di entrare nel locale al momento deserto per sostenere i 2 giovanissimi gestori. Ci propongono delle gradevoli tartine gourmet e poi prendiamo 3 porzioni di pluma de pork. Beviamo 4 calici di...Più
26,bubble_40,,"Piccolo ma ben impostato e curato locale in zona Brera, con qualche tavolino anche all'aperto, non sfruttabile nella serata umida. Abbiamo mangiato tartine di vario genere preparate con materiale di buona qualità e quantità, accompagnate da buon vino scelto da una lista piuttosto abbondante. Anche...Più"
26,bubble_20,,"ci sono stata una sera con mio marito attirata dalle ottime recensioni: purtroppo per me non sono cosi' ottime Il locale si trova in Brera, ottima location: il locale e' su due piani, piu piccolo al piano terra , un po' piu' grande nll'interrato All'ingresso...Più"
26,bubble_50,,"Sono andato a fare un aperitivo con dei miei amici un sabato e mi sono trovato veramente benissimo, sevizio ottimo, drink e tartine impeccabili, il posto è molto curato e accogliente e il personale simpaticissimo e sempre disponibile super consigliato se si vuole bere bene...Più"
26,bubble_50,,Ottimo servizio e personale cordiale e disponibile. Tartine buonissime realizzate con materie prime di qualità.
27,bubble_50,,Il servizio è eccezionale Lasciatevi consigliare dal personale rimarrete più che soddisfatti 😉 Bellissimi è buonissimi piatti “istagrammabili”
27,bubble_50,,"Siamo stati di martedì sera, servizio veloce e personale gentilissimo! Uramaki speciali, buonissimo quello con l’astice e gunkam con il tartufo! Da provare, superconsigliato"
27,bubble_50,,"Cliente storico, continua ad essere una certezza. Il livello qualita/prezzo è imbattibile e ora anche con i mega menu di asporto spessissimo lo mangio anche a casa. Super"
27,bubble_10,,"Una delusione! Prenoto incuriosito dal mix giappo pugliese ma di sapori pugliesi neanche l'ombra. Qualche ingrediente qua e là al massimo ma un'accozzaglia di sapori sgradevoli. Troppa frutta ovunque, porzioni esagerate (spesso 8 pezzi per tipo) che ti impediscono di provare più cose. Bocciato"
27,bubble_40,,"il ristorante è molto carino, la qualità è ottima e il servizio molto buono. La nostra esperienza è stata leggermente peggiorata dal fatto che abbiamo cenato nel ristorante in prima serata ed era molto affollato quindi le ordinazioni ci hanno messo abbastanza… Per il resto...Più"
27,bubble_30,,"Classico ACE con risicata scelta di nighiri (solo salmone, tonno e brazino) ma comunque con un'ottima varietà e scelta di piatti. Unica cosa che mi ha entusiasmato sono gli involtini giapponesi di gamberi serviti con un'ottima salsa agrodolce, il resto non cattivo assolutamente ma nulla...Più"
27,bubble_20,,"Locale in zona stazione Centrale di Milano, poco appariscente e gentaglia che passa davanti. Ci lasciamo convincere dalle recensioni più che positive ma insomma.. il personale poco organizzato e poco cortese. Abbiamo fatto degli ordini ma ci è arrivato tutt'altro. La cameriera continuava a sbagliare...Più"
27,bubble_40,,"Portata da amici ho fatto una bella scoperta, pesce fresco e portate molto scenografiche. Tornerò con il fidanzato per confermare l'opinione fatta"
27,bubble_50,,"Abbiamo cenato in questo ristorante e ci siamo trovati davvero bene. Cucina eccellente, personale super gentile, ambiente semplice e raccolto. Ci torneremo sicuramente !"
27,bubble_50,,"Tutto buono. Ottimo rapporto qualità-prezzo. Locale ben tenuto. Servizio gentilissimo, mi hanno offerto un assaggino e il digestivo a fine cena. Insomma ok."
28,bubble_50,,"Locale curato e accogliente con tavoli grandi e non ammassati. Abbiamo preso il menu pranzo, che dire… una qualità eccelsa del pesce, il tonno e il salmone erano qualcosa di eccezionale, super freschi e buoni. Tutto il menu è stato buonissimo, dalla zuppa di miso,...Più"
28,bubble_50,,"Il miglior giapponese di Milano, ottimo servizio, eccellenti materie prime, lista vino ampia e ricercata, tocco degno di nota i gin giapponesi in carta, sublimi!"
28,bubble_50,,"Una cena che è un viaggio. E noi siamo viaggiatori consapevoli ed esperti. Unico ed eccezionale. Dedicato a chi sa capire ed apprezzare la ricerca e la qualità reale, senza fronzoli inutili."
28,bubble_50,,"davvero una piacevole scoperta, piatti e servizio eccellenti, da provare, anzi per quanto mi riguarda torneremo senz'altro."
28,bubble_40,,"Location semplice ma carina e pulita. Servizio puntuale e grande disponibilità del personale. Buon cibo ben presentato e di qualita'. Giustamente un gradino più in basso di altri ristoranti più costosi (Iyo, Gong Oriental Attitude) ma comunque un'ottima alternativa con un buon rapporto qualità prezzo....Più"
28,bubble_50,,"Non solo i piatti migliori, anche cortesia e ottima professionalità. Kandoo rimane il preferito sia a casa che ""al tavolo"""
28,bubble_50,,"piatti superlativi, pesce freschissimo. Locale accogliente personale molto disponibile. Unico neo a mio avviso il menù da leggere con Qrcode. Lo trovo scomodo, ma i piatti sono spiegati bene"
28,bubble_50,,"Ci siamo stati per una cena aziendale, il tonno al tartufo e riso saltato con verdure e gamberi sono una bomba spaziale! Personale molto cordiale. Perfetto per cene aziendali e anche per coppiette. Consiglio assolutamente poichè il cibo è di alta qualità!"
28,bubble_50,,"Abbiamo fatto un take away e ci è piaciuto molto. Giapponese di gran livello, preparazione dei pacchetti precisa, gentili e disponibili."
28,bubble_50,,"Siamo stati qui per caso durante la fashionweek. Posto piccolino ma molto accogliente, molte scelte tra qui anche il wagyu ( consiglio il bao di wagyu e gunkan degustazione). Una buona varieta' di gin tonic. E servizio top. Le ragazze super disponibili e gentili. Ci...Più"
29,bubble_40,,Tutto molto buono . Gentile il personale ma i prezzi sono davvero alti . I navigli sono diventati una cosa per ricchi . Location high level
29,bubble_50,,"Ve lo consiglio veramente! Un posto molto accogliete, arredato con gusto, personale simpatico, servizio curato e qualità ottima a prezzi onesti. Il menu offre piatti di prima qualità, con un tocco speciale di ricercatezza, più amichevole e una valida alternativa ai soliti ristoranti tradizionali."
29,bubble_30,,"Piccolo ristorante zona navigli. Personale gentilissimo ed ospitale. Il locale piccolo fa si che le chiacchiere tra commensali diventi rumoroso. Solo 3-4 scelte per portata non come nel menu su TripAdvisor, comunque buone e ben cotte e ben presentate. Prezzi adeguati anche grazie a uno...Più"
29,bubble_50,,"La location è semplice ma molto carina e accogliente, il servizio è veloce il personale molto disponibile e gentile. I piatti erano molto buoni e abbastanza sofisticati. Insomma è stata un'esperienza oltre le aspetattive. Ci tornerò."
29,bubble_50,,Abbiamo cenato io e mio marito Personale gentile e accogliente Bella atmosfera Molto buoni i piatti che abbiamo scelto Lo consiglio
29,bubble_50,,"Trovato per caso cercando su internet un ristorante vicino ai Navigli. Non potevo fare scelta migliore! Medaglione di magatello di vitello da leccarsi i baffi, per non parlare della battuta di fassona: TOP! Location veramente carina e personale simpatico ed efficiente. Un ringraziamento particolare a...Più"
29,bubble_50,,Battuta di fassona calmorosa. Magatello sublime. Posto super consigliato. Ps. I toscani hanno una marcia in più. BRAVO DANIELE.
29,bubble_30,,"Ci siamo tornati per dare una seconda possibilita"" sicuramente molto meglio della volta scorsa non ancora comunque soddisfacentePiù"
29,bubble_50,,"E' stato tutto perfetto. siamo stati con una promozione di The Fork, piatti molto buoni, porzioni giuste, ottima materia prima, tutto cucinato in maniera molto leggera. Bella la location e un plauso alla ragazza in sala davvero gentile e professionale. Da ritornare"
29,bubble_40,,"Dovevamo trovare un ristorante che fosse in zona Navigli che avesse buone recensioni e che non costasse un'esagerazione. Al bacio ci è andato abbastanza vicino; menù small ma di qualità, devo dire che il palato è stato accontentato, forse meno la fame, le porzioni mi...Più"
30,bubble_50,,"In un ambiente mai invasivo e dalle sfumature di luce perfette per una serata intima vieni servito da personale cortese e con il consiglio sempre pronto. La carne è semplicemente ottima e cotta alla perfezione, con i profumi ed i sapori che non smettono di...Più"
30,bubble_50,,Tutto perfetto carne ottima Posto bello Personale professionale Attenzione nel cliente Qualità nel cibo Da tornarci
30,bubble_50,,"Qualità della carne eccellente, servizio perfetto, la signora che credo sia la proprietaria è stata molto brava nello spiegarci le tipologie di carni, super consigliato."
30,bubble_50,,"Nonostante il poco preavviso poco dopo essere atterrati da roma siamo stati accolti dal gentilissimo e preparatissimo staff che con franchezza sa di cosa parla…ci siamo trovati in una location intima ed elegante con cura del cliente e dei prodotti, senza alcun dubbio una delle...Più"
30,bubble_50,,piccolo ristorantino che serve principalmente carne di altissima qualità e con frollatura introvabile. Cucinata in modo magistrale e ben servita. ottima carta dei vini.
30,bubble_50,,"Locale molto elegante, personale molto preparato e disponibile e carne di altissima qualità. I ragazzi di Ancona Venerdi 11/11/22"
30,bubble_30,,Non capisco l'entusiasmo di alcuni recensori per questo locale. Spazio piuttosto piccolo e arredamento essenziale ma accettabile. Notevole rimbombo delle voci nonostante la presenza di alcuni pannelli fonoassorbenti. Dopo una prenotazione formale con presentazione di Centurion Club di American Express mi chiedono in quanti siamo...Più
30,bubble_50,,"Mangiato carne veramente di Alta qualità, e bellissimo ambiente. Trattamento impeccabile . Sono andato con amici.tutto benissimo"
30,bubble_50,,"Per lavoro ho la fortuna di provare parecchi ristoranti ma devo dire che senz’altro Nero 9 si colloca tra i primi in assoluto. Carne TOP, personale e servizio ai massimi livelki e cantina con bottiglie importanti;da fissare nei top places da frequentare."
30,bubble_50,,"Ristorante molto accogliente. Elegante. Camerieri molto disponibili, simpatici e professionali. Abbiamo chiesto se potevamo sederci fuori vista la serata abbastanza calda di sabato e ci hanno accontentato. La Fiorentina eccezionale e anche i dolci spaziali Anche il mio cagnolino ha apprezzato perchè il cameriere le...Più"
31,bubble_50,,"Historical place in the very heart of Milan, Mauro and Debby run a small family business, highly recommended for the excellent quality of their sweets, pizzas and bakery! Definitely to try at least once in your stay! Un’istituzione a milano! Mauro e Debby sono persone...Più"
31,bubble_50,,"Ottima accoglienza in questa panetteria dove io e il mio ragazzo ci siamo fermati per un pranzo al volo. Ampia varietà di prodotti tra cui scegliere, sia dolci che salati. Tutto eccezionale, così come il personale che lo gestisce. Complimenti"
31,bubble_50,,Belin che castagnaccio!dovrete prova questa panetteria ….e non solo i dolci …pizze focaccia tramezzini …di tutto e di più gli zii Deborah e Mauro sono uno spettacolo ..se non provate non potrete saprete mai
31,bubble_50,,"A Milano per la formula 1 con la mia fidanzata, la prossima volta sicuramente ritorneremo!!! Esperienza unica, lo consiglio vivamente a chiunque"
31,bubble_40,,"Comprato un po’ di pane per la cena Buona la scelta , prodotto fresco , educazione e prezzi medio alti . In questo periodo parcheggio facile"
31,bubble_50,,Locale ben fornito…cibo dolce e salato davvero ottimo…personale cortese e gentile….la colazione qui è un appuntamento fisso…La proprietaria e’ simpaticissima….consigliatissimo!!!
31,bubble_50,,Ormai mi sono affezzionato in tutto e per tutto a questo bar. Ogni mattina mi faccio 15 minuti di tram per venire a bere qua il mio caffè e scegliere una tra le tante golosità che hanno. Posto incredibile e personale simpaticissimo Super consigliato
31,bubble_50,,"Sto mangiando ora una brioche al pistacchio stratosferica. La crema di pistacchio è veramente tanta e di qualità, l'insieme è avvolgente, appagante. La pasta della brioche è ottima, e secondo me fatta direttamente nel panificio. Faccio notare che è pomeriggio, quindi il fatto che le...Più"
31,bubble_50,,"Dalla colazione all’aperitivo: una garanzia! Ogni volta che passo per Corso Garibaldi non posso che non fermarmi alla Casa del Pane. Adoro i loro dolcetti, in particolare le crostatine e i cannoli, e anche le focaccine, i panini farciti, il pane alle olive e le...Più"
31,bubble_50,,"Mi fermo sempre a prendere le cremonesi qui! Sono ottime a colazione, e in ogni momento della giornata"
32,bubble_50,,"Ottima serata con amici, macchiata solo dal fatto che, dopo circa un'ora dall'aver lasciato il posto, mi sono accorto di aver lasciato lo zaino nel locale con PC ed effetti personali annessi. Dopo una gran corsa e senza farci mancare il patema d'animo, mi hanno...Più"
32,bubble_50,,Ottimo aperitivo servito al tavolo con taglieri di salumi e formaggio sempre freschi! Bella selezione di drink e personale simpatico ma professionale. Consiglio!
32,bubble_50,,"Ieri sera siamo tornati a fare aperitivo in questo locale! Che dire: ottimi Gin, personale simpatico e molto disponibile (ci hanno fatto pure lo sconto!! Locale pulito, comodo e di gusto, allo stesso tempo rilassante e molto free! Consigliatissimo!!"
32,bubble_50,,"Locale fantastico, appartato ed accogliente! Tanta cura nell'arredo e nell'ottima gestione degli spazi. Il personale è ottimo, tiene molto a soddisfare al meglio i gusti e le richieste del cliente. Cocktails davvero buoni oltre che bellissimi! Consigliatissimo, qui non vi sentirete a disagio, è perfetto...Più"
32,bubble_50,,"Capitato in questo bar un po’ per caso, sono rimasto subito colpito dall’accoglienza, e dalla gentilezza del personale! Bella la location, sicuramente punto di forza i drink FENOMENALI!😍"
32,bubble_50,,"Esperienza come scritto nel titolo, SPETTACOLARE, Eccellente l’accoglienza, eccellente la location e finalmente a Milano degli ottimi drink! Consiglio tantissimo!!"
32,bubble_50,,Posto fantastico fuori dalla confusione. abbiamo bevuto benissimo e il personale è cortese. locale pulito e posti comodi. che dire... consigliato!!
32,bubble_50,,Personale stupendo bagni puliti e munu eccezionale andateci pk fanno degli antipasti buonissimo e anche i cooktail . I primi sono buonissimi e anche i secondi!!!! Location perfetta
32,bubble_50,,"Siamo stati in visita a Milano pochi giorni e devo dire che mi ricorderò di questo posto, cocktail buonissimi e personale simpaticissimo."
32,bubble_50,,"Mi reco spesso al Wave per bere un buon drink. Personale gentile e preparato, sa sempre consigliare al meglio. Ottima selezione di vini e birre!! Consigliatissimo!!"
33,bubble_50,,"Ottimo cibo, atmosfera gradevole e rilassante, cucina tutta espressa, trippa fiorentina eccellente, ottimo rapporto prezzo qualità"
33,bubble_40,,"Un locale semplice, nel cuore di Milano, che serve cucina toscana di buon livello. Ottimi i crostoni toscani, come entrata, di qualità la carne, gradevolissimi i classici pici, interessante (ma non l'ho provato) il peposo. Finale, inevitabile, con cantucci e vin santo. Servizio cordiale, tempi...Più"
33,bubble_40,,"Gestione simpatica e location accattivante. Buoni piatti toscani a prezzo abbordabile, discreta anche la carta dei vini"
33,bubble_50,,"Posto eccezionale con cibo di ottimo livello, persone molto gentili e accoglienti che spiegano bene il cibo. Rapporto qualità prezzo fantastico, ci tornerò presto."
33,bubble_50,,"Locale molto accogliente, il cibo è di ottima qualità, il peposo il mio preferito ma tutto eccellente. Riccardo ti fa sentire a casa e anche l'accompagnamento dei vini seguendo i suoi consigli non è mai banale. Andateci senza pensarci due volte!"
33,bubble_50,,"Dopo aver prenotato per l’ultimo sabato di ottobre, sono andato con amici ( e i nostri figli) in questo locale, dove ero già stato, che porta la vera cucina Toscana a Milano! Piatti ricchi, prodotti toscani di prima qualità ! Anche per i bimbi top,...Più"
33,bubble_30,,"Kebab del Chianti molto buono. Ottime materie prime. Farinata di ceci e pici al ragù bianco toscano buoni. Torta di mele, cannella e farina di castagne molto buona. Prezzi un pochino alti rispetto alle porzioni. Il vero problema è stato il servizio, riconosciamo che si...Più"
33,bubble_50,,"Veramente buonissimo: si tratta proprio di cucina tipica Toscana. Ho mangiato i pici al ragù bianco e di secondo il famoso kebab del Chianti. Mi sono piaciuti entrambi. Nota di merito per il vino della casa, piacevole da sorseggiare durante il pasto. Prezzi assolutamente contenuti...Più"
33,bubble_50,,"Che dire? Tutto perfetto in questo piccolo ristorante toscano. Ambiente informale ma curato ed accogliente, gentilezza e simpatia del titolare, cibo ottimo (ho scelto le salsicce all'uva e mi sto ancora leccando i baffi) servito in tempi rapidi ad un prezzo piu' che ragionevole. Gli...Più"
33,bubble_50,,Mi sono piaciuti molto il porco tonnato e gli antipasti! Posto autentico e accogliente. Ottima anche la scelta dei vini.
34,bubble_50,,"Personale veramente gentile,simpatico e disponibile ... Per quanto riguarda la cena... veramente buona,ottima qualità! ...e le costine... si scioglievano in bocca!"
34,bubble_30,,"Cibo ottimo, tutto buonissimo, da antipasto al dolce. Staff gentile ed efficace. Un problema: servizio lento. Dopo un antipasto diviso, abbiamo aspettato 45 minuti per un piatto unico. Alcune pietanze erano forse un po' costose, altre del giusto prezzo. Nel complesso il costo è stato...Più"
34,bubble_50,,"Posto super consigliato, buon cibo, porzioni abbondanti, personale cordiale e location molto carina! Prezzi giusti! Ci tornerò sicuramente !"
34,bubble_40,,"Atmosfera calda, in una zona che necessiterebbe di una riqualificazione. Una volta entrati sembra di essere davvero in montagna, con camerieri attenti e vestiti in modo molto pittoresco. Servizio rapido, ottimo cibo. Nota negativa: il rumore."
34,bubble_50,,"Staff sorridente, gentile e premuroso: solo questo merita 5 stelle in quanto cosa assai rara da trovare. Cibo ottimo. Da provare."
34,bubble_40,,"Ambiente ospitale e accogliente, piatti curati è davvero gustosi. Personale molto gentile e disponibile. Lo consiglio"
34,bubble_50,,"Ottima accoglienza, ambiente caldo e familiare, grande cortesia e attenzione alla clientela, ottimo cibo. Che dire di più. Complimenti ci ritornerò molto volentieri"
34,bubble_40,,"Ambiente piacevole, conviviale e cibo ottimo! Da migliorare un po’ la selezione dei dolci del menu Ma ci tornerò sicuramente"
34,bubble_50,,"Tutto perfetto, dal locale, all'accoglienza, alla simpatia di Luca e Matilde e, per finire, dalla bontà dei salumi e dei pizzoccheri bianchi. Super consigliato"
34,bubble_50,,"Decisamente un bel posto tranquillo e suggestivo Il personale è gentilissimo e rapido, il mangiare di ottima qualità e con il menù si mangia a volontà . Consigliatissimo"
35,bubble_30,,"Effettuato prenotazione su The Fork. Locale in zona stazione centrale (Via Edolo), diviso in due sale ma non comunicanti bisogna uscire sul marciapiede. Cameriere che capisce e parla poco italiano, infatti è arrivata la mia pizza sbagliata prontamente rifatta, la pizza del mio compagno mancava...Più"
35,bubble_50,,"Abbiamo cenato qui in 4, tavolata di amici. La pizza è davvero notevole sia per qualità sia per varietà. Hai la possibilità anche di scegliere il tipo di impasto (tradizionale, integrale, cereali). Finalmente una pizza NON in stile napoletano. Un buon tiramisù per concludere la...Più"
35,bubble_50,,Il punteggio va alla bontà delle pizze sia quelle classiche che quelle speciali e le Gourmet Una lode in particolare modo a quella che ho mangiato io con mortadella e granelli di pistacchio Ma anche gli altri partecipanti della serata sono stati d accordo della...Più
35,bubble_50,,Pizza davvero buona e molto digeribile . Ci sono varie specialità. Prezzo giusto e posto gradevole. Oswaldo.
35,bubble_40,,"Sono tornato in questo ristorante memore delle buone sensazioni provate durante la prima visita. Ho provato una pizza patate viola, cipolle di tropea e salmone veramente molto sfiziosa con un Impasto fragrante e leggero A74"
35,bubble_50,,Ottima pizza ❤️❤️❤️❤️ Personale gentile e ingredienti curati e freschi …. Ottimo rapporto qualità prezzo
35,bubble_40,,"Locale accogliente , pizza buona per impasto , cottura e ingredienti , cottura un po' oltre ma ci sta probabilmente dovuta al forno a legne. Locale non grande con non tanti coperti coperti , ottimo rapporto qualita' prezzo."
35,bubble_40,,"Locale carino, piccolo, accogliente e molto curato nei dettagli. Buona la pizza, con ingredienti di buona qualità. Leggermente bruciacchiata ma nulla di eccessivo. Complimenti"
35,bubble_50,,"Pizza spaziale, il titolare poi una persona squisita. Consigliato sia per la qualità degli ingredienti, che per il sapore autentico, che per la digeribilità."
35,bubble_10,,Scelto per le ottime recensioni ci e' stata servita una pizza bruciata veramente perplessi.....non capisco
36,bubble_50,,"Ho provato il ristorante/ pizzeria di Pizium. Qualità eccezionale, personale educato, accogliente, rapidissimo e pulito. Ci siamo seduti e dopo pochissimo abbiamo già degustato gli antipasti. Subito dopo la pizza è stata squisita ed è come stare a Napoli. Super consigliato. Un ringraziamento speciale allo...Più"
36,bubble_50,,"Servizio perfetto, Andrea il nostro cameriere super cordiale e gentile! Pizza perfetta, ottima selezione di dolci e amari!"
36,bubble_50,,"Andrea è stato fantastico! Gentile, sorridente, solare, amichevole. Tutto è arrivato in tempo record, tutto buonissimo, ma Andrea l'ha reso top! Ti fa venire voglia di tornare e ci ha anche offerto l'amaro. Raga a Milano l'amaro offerto! W Andrea!"
36,bubble_50,,"Tempo di ordinare che la pizza era già sul tavolo, sorprendente buona! Dopo la pizza ordiniamo una porzione di tiramisù da dividere in tre, pensavamo che ne toccasse una cucchiaiata ciascuno e invece arriva una porzione molto abbondante. Per concludere il cameriere Andrea ci offre...Più"
36,bubble_40,,"Consigliata da un amico, non essendo della zona ci siamo trovati benissimo Pizza veramente fatta ad ok e prezzi onesti. Da tornarci sicuramente"
36,bubble_40,,Locale accogliente con personale disponibile e servizio super veloce. Pizze ottime e con un sacco di gusti Consigliatissimoooo <3
36,bubble_50,,"Ottima pizza e ottimo il servizio! Nota di merito al cameriere Andrea, simpatico e molto disponibile."
36,bubble_50,,"La pizza è buonissima, il prezzo adeguato. I dolci buonissimi ma la differenza l’ha fatta il cameriere Andrea, gentile educato ed efficiente. Super consigliato!"
36,bubble_50,,Il cameriere Andrea ci ha fornito un servizio eccellente! Inoltre la pizza è una delle migliori di milano. Super consigliato!
36,bubble_50,,"Tutto perfetto come sempre, clienti abituali e pizze sempre al top, personale super gentile! Da provare tutte le pizze regionali! Io sono a 12 su 21 provate!"
37,bubble_50,,"Siamo venuti un finesettimana a Milano e abbiamo avuto la fortuna di provare questo ristorante. Ambiente molto confortevole e familiare, personale gentile e disponibile, proprio come il proprietario che è riuscito a trovarci un tavolo all'ultimo momento. Cibo ottimo, da riprovare assolutamente."
37,bubble_50,,"Pranzo molto piacevole vicino il Duomo. Abbiamo preso due primi piatti. Buonissimo il cibo, e il locale. Il proprietario gentilissimo ci ha offerto da bere dopo il pranzo. Super consigliato."
