title,address_trip,new_column_merged,address_clean_merged,Index,new_column_google,price_level_google,rating_google,total_reviews_google,address,address_clean_google
,,,,11787,BIRRERIA PIZZERIA REDECESIO,,4.5,57.0,"Via Abruzzi, 43, Segrate","via abruzzi, 43, segrate"
,,,,11817,Pizzeria Daniele 2,,4.8,31.0,"Via Giuseppe Chiostergi, 15, Milano","via giuseppe chiostergi, 15, milano"
,,,,11820,Il Brigantino Milano,,4.6,44.0,"Via Enzo Ferrieri, 16, Milano","via enzo ferrieri, 16, milano"
,,,,11824,Royal Restaurant,,,,"Via Caldera, 21, Milano","via caldera, 21, milano"
,,,,11825,My Chef Ristorazione Commerciale S.p.A.,2.0,3.1,278.0,"Via Caldera, 21, Milano","via caldera, 21, milano"
,,,,11826,Silene Bar & Restaurant,,4.7,3.0,"Via Caldera, 3, Milano","via caldera, 3, milano"
,,,,11827,El Patio del Gaucho,,4.6,252.0,"Via Caldera, 3, Milano","via caldera, 3, milano"
,,,,11832,Ristorante Pizzeria Grisea,2.0,3.6,446.0,"Via Novara, 228, Milano","via novara, 228, milano"
,,,,11833,L'Angolo Dello Sfizio Thebro Di Esposito Giovanni,,4.4,54.0,"Via Novara, 216, Milano","via novara, 216, milano"
,,,,11834,Cappellomet Srl,,,,"Via Novara, 221, Milano","via novara, 221, milano"
,,,,11835,Focacceria,,,,Italy,italy
,,,,11836,Pizza Haus,1.0,4.2,1022.0,"Via Novara, 221, Milano","via novara, 221, milano"
,,,,11853,Tenconi Old Pub,2.0,3.9,610.0,"Via Federico Tesio, 15, Milano","via federico tesio, 15, milano"
,,,,11880,VITANTICA S.R.L.,,3.0,3.0,"Via degli Ottoboni, 16, Milano","via degli ottoboni, 16, milano"
,,,,11894,Sushi Bar,,,,Italy,italy
,,,,11898,GROUSE ROTISSERIE,,4.4,45.0,"Piazzale Fratelli Zavattari, 4, Milano","piazzale fratelli zavattari, 4, milano"
,,,,11899,Burger King,1.0,3.1,39.0,"Piazzale Fratelli Zavattari, 6, Milano","piazzale fratelli zavattari, 6, milano"
,,,,11901,Da Mario Steak House,,4.5,136.0,"Via Mosè Bianchi, Via Mose Bianchi, 103, Milano","via mosè bianchi, via mose bianchi, 103, milano"
,,,,11902,Vizi e Sfizi,,4.8,4.0,"Via Mosè Bianchi, 103, Milano","via mosè bianchi, 103, milano"
,,,,11905,Panattonin,,4.8,143.0,"Via Mosè Bianchi, 101, Milano","via mosè bianchi, 101, milano"
,,,,11911,Centro Sociale Cantiere,,3.8,66.0,"Via Monte Rosa, 84, Milano","via monte rosa, 84, milano"
,,,,11924,Self Service Pellegrini,,4.2,29.0,"Via Monte Bianco, 54, Milano","via monte bianco, 54, milano"
,,,,11925,Puro Gusto,,,,"Via Monte Bianco, 54, Milano","via monte bianco, 54, milano"
,,,,11927,Il Ghiottone,,4.0,12.0,"Via Guglielmo Silva, 45, Milano","via guglielmo silva, 45, milano"
,,,,11928,inlingua Amendola / Tre Torri,,5.0,1.0,"Via Sebastiano del Piombo, 7, Milano","via sebastiano del piombo, 7, milano"
,,,,11931,Piadineria,,4.3,37.0,"Via Guglielmo Silva, 35, Milano","via guglielmo silva, 35, milano"
,,,,11936,Pane Pizza Focaccia,,2.0,1.0,"Via Sebastiano del Piombo, 14, Milano","via sebastiano del piombo, 14, milano"
,,,,11937,Streat Takeout & Delivery,2.0,4.4,233.0,"Via Sebastiano del Piombo, 12, Milano","via sebastiano del piombo, 12, milano"
,,,,11938,Blu Istanbul - Kebab Pizza Grill,,4.2,50.0,"Via Guglielmo Silva, 45, Milano","via guglielmo silva, 45, milano"
,,,,11939,Birreria Babilonia,,3.0,1.0,"Via Guglielmo Silva, 45, Milano","via guglielmo silva, 45, milano"
,,,,11940,Da Peppino,,3.9,197.0,"Via Guglielmo Silva, 43, Milano","via guglielmo silva, 43, milano"
,,,,11941,Regina Margherita,,3.3,4.0,"Via Guglielmo Silva, 43, Milano","via guglielmo silva, 43, milano"
,,,,11943,I Love Poke - Piombo,2.0,4.5,193.0,"Via Sebastiano del Piombo, 23, Milano","via sebastiano del piombo, 23, milano"
,,,,11944,ZioGelato,2.0,3.9,97.0,"Via Sebastiano del Piombo, 22, Milano","via sebastiano del piombo, 22, milano"
,,,,11948,Ristorante Raffaello Srl,,,,"Via Monte Amiata, 4, Milano","via monte amiata, 4, milano"
,,,,11950,Lo Zenzero,2.0,4.2,825.0,"Via Monte Amiata, 4, Milano","via monte amiata, 4, milano"
,,,,11958,I love poke - CityLife,,4.7,9.0,"Via Antonia Pozzi, 1, Milano","via antonia pozzi, 1, milano"
,,,,11961,Bomaki CityLife Shopping District,3.0,4.2,1514.0,"Piazza Tre Torri, 1L, Milano","piazza tre torri, 1l, milano"
,,,,11963,VIVO,2.0,4.2,888.0,"Piazza Tre Torri, 1/l, Milano","piazza tre torri, 1/l, milano"
,,,,11968,Fra Diavolo Pizzeria - Milano Citylife Shopping District,2.0,3.7,139.0,"Piazza Tre Torri, Milano","piazza tre torri, milano"
,,,,11970,That's Vapore City Life,2.0,3.9,647.0,"Piazza Tre Torri, 1/L, Milano","piazza tre torri, 1/l, milano"
,,,,11972,Red Bistrot e Libreria,2.0,3.9,1784.0,"Piazza Tre Torri, 1, Milano","piazza tre torri, 1, milano"
,,,,11973,Panino Giusto,,3.8,456.0,"Piazza Tre Torri, Milano","piazza tre torri, milano"
,,,,11974,East River | Brooklyn Brewery,2.0,4.0,1048.0,"Piazza Tre Torri, Milano","piazza tre torri, milano"
,,,,11975,Antica Focacceria San Francesco,2.0,3.7,1071.0,"Piazza Tre Torri, Milano","piazza tre torri, milano"
,,,,11976,Buon Boccone,,,,"Piazza Tre Torri, Milano","piazza tre torri, milano"
,,,,11977,laFeltrinelli RED,,2.8,41.0,"Piazza Tre Torri, Milano","piazza tre torri, milano"
,,,,11978,La Piadineria,1.0,4.2,834.0,"Shopping District, Piazza Tre Torri, Milano","shopping district, piazza tre torri, milano"
,,,,11979,Meatball Family,2.0,3.9,482.0,"Piazza Tre Torri, 1, Milano","piazza tre torri, 1, milano"
,,,,11981,DaV Milano,,4.1,59.0,"Torre Allianz, Piazza Tre Torri, c/o, 3, Milano","torre allianz, piazza tre torri, c/o, 3, milano"
,,,,11982,Billy Tacos - Milano City Life,2.0,2.5,178.0,"Piazza Tre Torri, 143, Milano","piazza tre torri, 143, milano"
,,,,11983,wagamama - Milano City Life,,3.6,378.0,"CityLife, Milano","citylife, milano"
,,,,11984,California Bakery,2.0,3.8,2301.0,"Piazza Tre Torri, Milano","piazza tre torri, milano"
,,,,11985,Roadhouse Meatery,2.0,3.9,1655.0,"Shopping District, Piazza Tre Torri c/o, Milano","shopping district, piazza tre torri c/o, milano"
,,,,11986,Dispensa Emilia _ Milano Citylife,2.0,4.1,126.0,"Piazza Tre Torri, Milano","piazza tre torri, milano"
,,,,11987,Mediterranea - Real Healthy Food,,4.7,21.0,"Piazza Tre Torri, 1, Milano","piazza tre torri, 1, milano"
,,,,11988,Calavera Restaurant - Milano CityLife,2.0,3.7,2120.0,"CityLife Shopping District, Piazza Tre Torri, Milano","citylife shopping district, piazza tre torri, milano"
,,,,12000,Panini Durini,2.0,3.7,506.0,"Piazza Tre Torri, 1/l, Milano","piazza tre torri, 1/l, milano"
,,,,12001,Peck - City Life,3.0,4.2,432.0,"Piazza Tre Torri, Milano","piazza tre torri, milano"
,,,,12002,Ecooking Bistrot - Citylife,,,,"Galleria Anna Castelli Ferrieri, 2, Milano","galleria anna castelli ferrieri, 2, milano"
,,,,12005,Poke House - CityLife,2.0,3.9,565.0,"Piazza Tre Torri, 1, Milano","piazza tre torri, 1, milano"
,,,,12006,Al Sale Grosso,2.0,4.2,428.0,"Via Ippolito Nievo, 33, Milano","via ippolito nievo, 33, milano"
,,,,12007,Ryu Sushi,2.0,4.2,219.0,"Piazza Sei Febbraio, 26, Milano","piazza sei febbraio, 26, milano"
,,,,12009,Jacaranda Restaurant,,,,"Piazza Sei Febbraio, 26, Milano","piazza sei febbraio, 26, milano"
,,,,12011,pablosegret,,,,"Via Vincenzo Monti, 92, Milano","via vincenzo monti, 92, milano"
,,,,12013,carrefour market,,,,"Piazza Sei Febbraio, 18, Milano","piazza sei febbraio, 18, milano"
,,,,12015,Succulenta,,4.8,65.0,"Piazza Sei Febbraio, 16, Milano","piazza sei febbraio, 16, milano"
,,,,12018,Cantun Bakery and Bistrot,2.0,4.2,190.0,"Viale Severino Boezio, 2, Milano","viale severino boezio, 2, milano"
,,,,12019,Ristorante Vivo,,,,"Viale Severino Boezio, 2, Milano","viale severino boezio, 2, milano"
,,,,12021,Dolce Pane,,4.3,7.0,"Via Francesco Ferrucci, 22, Milano","via francesco ferrucci, 22, milano"
,,,,12023,Dav S.r.l.,,4.7,3.0,"Via Francesco Ferrucci, 11, Milano","via francesco ferrucci, 11, milano"
,,,,12026,Meet Point,,3.0,4.0,"Via Giovanni Prati, 5, Milano","via giovanni prati, 5, milano"
,,,,12031,Ristorante Pizzeria Al Mercante in Fiera,2.0,4.2,250.0,"Via Francesco Ferrucci, 11, Milano","via francesco ferrucci, 11, milano"
,,,,12035,Ristorante Pizzeria Washington 3,,4.0,158.0,"Via Giovanni Prati, 5, Milano","via giovanni prati, 5, milano"
,,,,12036,Jazz Cafè Milano,2.0,4.0,2015.0,"Corso Sempione, 8, Milano","corso sempione, 8, milano"
,,,,12037,Old Wild West,2.0,3.9,1662.0,"Corso Sempione, 3, Milano","corso sempione, 3, milano"
,,,,12038,Taverna dei Golosi,2.0,4.1,1155.0,"Corso Sempione, 12, Milano","corso sempione, 12, milano"
,,,,12039,Pizzeria Starita Milano,1.0,4.3,2654.0,"Via Giovanni Gherardini, 1, Milano","via giovanni gherardini, 1, milano"
,,,,12040,Panino Giusto,2.0,3.8,173.0,"Corso Sempione, 5, Milano","corso sempione, 5, milano"
,,,,12041,RUCOLA,,4.5,76.0,"Corso Sempione, 17, Milano","corso sempione, 17, milano"
,,,,12042,La Posteria di Nonna Papera,2.0,4.3,371.0,"Via Giuseppe Piermarini, 4, Milano","via giuseppe piermarini, 4, milano"
,,,,12043,La Piadineria,1.0,4.8,4.0,"Corso Sempione, 17, Milano","corso sempione, 17, milano"
,,,,12044,Bomaki Sempione,3.0,4.4,1627.0,"Corso Sempione, 10, Milano","corso sempione, 10, milano"
,,,,12045,Deseo,2.0,3.9,1522.0,"Corso Sempione, 2, Milano","corso sempione, 2, milano"
,,,,12047,Slice Milano,,4.8,275.0,"Via Giovanni Gherardini, 2, Milano","via giovanni gherardini, 2, milano"
,,,,12048,Le Voyage,,2.8,33.0,"Corso Sempione, 11, Milano","corso sempione, 11, milano"
,,,,12049,Wish,,4.0,5.0,"Corso Sempione, 5, Milano","corso sempione, 5, milano"
,,,,12050,Ristorante Seven,,,,"Via Giovanni Gherardini, 1, Milano","via giovanni gherardini, 1, milano"
,,,,12051,Five Diamonds,,,,"Corso Sempione, 11, Milano","corso sempione, 11, milano"
,,,,12052,MEZCA,,4.4,75.0,"Corso Sempione, 7, Milano","corso sempione, 7, milano"
,,,,12053,Spiller | Milano Sempione,2.0,4.0,322.0,"Corso Sempione, 7, Milano","corso sempione, 7, milano"
,,,,12054,NIMA Sushi,,3.7,499.0,"Corso Sempione, 11, Milano","corso sempione, 11, milano"
,,,,12055,Pokéria by NIMA,,4.0,25.0,"Corso Sempione, 13, Milano","corso sempione, 13, milano"
,,,,12057,Living Liqueurs Delights,2.0,3.7,1159.0,"Piazza Sempione, 2, Milano","piazza sempione, 2, milano"
,,,,12062,Vinosfera,,4.5,109.0,"Via L. Cagnola, 7, Milano","via l. cagnola, 7, milano"
,,,,12063,Il Bocconcino,,,,"Via Domenico Cirillo, 14, Milano","via domenico cirillo, 14, milano"
,,,,12064,Tara Ristorante Indiano,2.0,4.3,805.0,"Via Domenico Cirillo, 16, Milano","via domenico cirillo, 16, milano"
,,,,12068,Freak Bar,,,,"Via Agostino Bertani, 16, Milano","via agostino bertani, 16, milano"
,,,,12069,Carpe Diem Bar - Maxi Panini Milano,1.0,4.7,121.0,"Via Agostino Bertani, 2, Milano","via agostino bertani, 2, milano"
,,,,12070,Taglialà - Arco della Pace,2.0,3.5,1189.0,"Piazza Sempione, 8, Milano","piazza sempione, 8, milano"
,,,,12071,Mito,,4.3,30.0,"Via L. Cagnola, 6, Milano","via l. cagnola, 6, milano"
,,,,12072,Duomo dal 1952,2.0,3.6,1627.0,"Piazza Sempione, 5, Milano","piazza sempione, 5, milano"
,,,,12074,Mammina Milano,2.0,3.9,906.0,"Via Giuseppe Piermarini, 2, Milano","via giuseppe piermarini, 2, milano"
,,,,12075,El Tacomaki - Sempione5,,4.7,3.0,"Corso Sempione, 5, Milano","corso sempione, 5, milano"
,,,,12090,Italiano,,,,"Via Agostino Bertani, 16, Milano","via agostino bertani, 16, milano"
,,,,12091,Matilde Osteria con carne alla brace,,4.5,39.0,"Via Agostino Bertani, 16, Milano","via agostino bertani, 16, milano"
,,,,12092,Pisco Cucina di Mare,,4.3,291.0,"Via Agostino Bertani, 16, Milano","via agostino bertani, 16, milano"
,,,,12093,Eden Wagyu Milano,,5.0,10.0,"Via L. Cagnola, 6, Milano","via l. cagnola, 6, milano"
,,,,12094,Fra Diavolo Pizzeria - Milano Sempione,2.0,4.4,997.0,"Via Agostino Bertani, 2, Milano","via agostino bertani, 2, milano"
,,,,12095,TUTTOBENE,,4.5,149.0,"Via L. Cagnola, 4, Milano","via l. cagnola, 4, milano"
,,,,12099,Mamajuana,1.0,4.4,725.0,"Via Carlo Maria Maggi, 6, Milano","via carlo maria maggi, 6, milano"
,,,,12100,Yazawa Meat Italia Srl,,5.0,1.0,"Via Domenico Balestrieri, 8, Milano","via domenico balestrieri, 8, milano"
,,,,12103,Copacabana Temakeria,2.0,4.3,690.0,"Via Cesare Cesariano, 14, Milano","via cesare cesariano, 14, milano"
,,,,12104,Calù Milano,2.0,4.4,105.0,"Via Cesare Cesariano, 8, Milano","via cesare cesariano, 8, milano"
,,,,12105,Pizzeria Ali Babà,1.0,4.1,70.0,"Via Luigi Canonica, 23, Milano","via luigi canonica, 23, milano"
,,,,12107,Ristorante L'essenziale,,4.5,28.0,"Via Carlo Maria Maggi, 6, Milano","via carlo maria maggi, 6, milano"
,,,,12108,Il Muretto bar friggitoria e pizzeria da Franco,2.0,4.3,146.0,"Via Cesare Cesariano, 8, Milano","via cesare cesariano, 8, milano"
,,,,12111,El Porteño • Arena,3.0,4.5,1416.0,"Viale Elvezia, 4, Milano","viale elvezia, 4, milano"
,,,,12112,Neokisho street food,,5.0,4.0,"Via Cesare Cesariano, 8, Milano","via cesare cesariano, 8, milano"
,,,,12113,Ristorante da Cesare Milano Specialità Pesce,,4.4,9.0,"Via Carlo Maria Maggi, 6, Milano","via carlo maria maggi, 6, milano"
,,,,12114,La Madia Campagnola,,3.3,76.0,"Via Carlo Maria Maggi, 6, Milano","via carlo maria maggi, 6, milano"
,,,,12115,Abdalla Wael,,,,"Via Luigi Canonica, 23, Milano","via luigi canonica, 23, milano"
,,,,12117,Pizza House 3,1.0,4.1,91.0,"Piazza Lega Lombarda, Milano","piazza lega lombarda, milano"
,,,,12118,🍷 Trattoria Vecchia Arena,2.0,4.2,207.0,"Piazza Lega Lombarda, 1, Milano","piazza lega lombarda, 1, milano"
,,,,12120,Ristorante Nuova Arena,2.0,4.5,220.0,"Piazza Lega Lombarda, 5, Milano","piazza lega lombarda, 5, milano"
,,,,12123,Il Giardino Di Gio,,4.4,22.0,"Via Legnano, 26, Milano","via legnano, 26, milano"
,,,,12124,Pizzeria degli Artisti,,,,"Via Legnano, 26, Milano","via legnano, 26, milano"
,,,,12127,Arena Bistrot,,4.5,20.0,"Piazza Lega Lombarda, 1, Milano","piazza lega lombarda, 1, milano"
,,,,12128,MIXMI,,4.8,36.0,"Via Carlo Maria Maggi, 2, Milano","via carlo maria maggi, 2, milano"
,,,,12129,Penelope a VMaison,,3.6,16.0,"Via Tommaso da Cazzaniga, 2, Milano","via tommaso da cazzaniga, 2, milano"
,,,,12132,Corso di porta romana,,,,"Via Laura Solera Mantegazza, Milano","via laura solera mantegazza, milano"
,,,,12133,Zamparotti risotto,,,,"Via Laura Solera Mantegazza, 7, Milano","via laura solera mantegazza, 7, milano"
,,,,12135,California Bakery,2.0,3.6,633.0,"Corso Garibaldi, 89, Milano","corso garibaldi, 89, milano"
,,,,12136,Osaka,3.0,4.5,1244.0,"Corso Garibaldi, 68, Milano","corso garibaldi, 68, milano"
,,,,12144,La Pizzeria Nazionale,,3.8,1054.0,"Via Palermo, 11, Milano","via palermo, 11, milano"
,,,,12146,Rossopomodoro,2.0,3.9,1237.0,"Largo la Foppa, 1, Milano","largo la foppa, 1, milano"
,,,,12148,Osteria del Corso,2.0,4.4,458.0,"Corso Garibaldi, 75, Milano","corso garibaldi, 75, milano"
,,,,12151,Steak & Rice Brera Srl,,2.0,3.0,"Via Palermo, 11, Milano","via palermo, 11, milano"
,,,,12152,Ai Bastioni,2.0,3.9,1766.0,"Bastioni di Porta Volta, 18/a, Milano","bastioni di porta volta, 18/a, milano"
,,,,12156,Pandenus,2.0,3.8,411.0,"Largo la Foppa, 5, Milano","largo la foppa, 5, milano"
,,,,12162,La Vecchia Lira,3.0,4.3,778.0,"Largo la Foppa, 5, Milano","largo la foppa, 5, milano"
,,,,12170,Bomaki Foppa,2.0,4.2,824.0,"Largo la Foppa, 1, Milano","largo la foppa, 1, milano"
,,,,12171,Grand'Italia,2.0,4.0,869.0,"Via Palermo, 5, Milano","via palermo, 5, milano"
,,,,12175,Antica Locanda Solferino,,3.7,48.0,"Via Castelfidardo, 2, Milano","via castelfidardo, 2, milano"
,,,,12178,La Latteria,2.0,4.3,249.0,"Via San Marco, 24, Milano","via san marco, 24, milano"
,,,,12184,Pacifico,3.0,4.1,394.0,"Via della Moscova, 29, Milano","via della moscova, 29, milano"
,,,,12186,SushiArt - Milano,2.0,4.4,264.0,"Via San Marco, 26, Milano","via san marco, 26, milano"
,,,,12189,Rangoli Indian Restaurant,2.0,4.1,859.0,"Via Solferino, 36, Milano","via solferino, 36, milano"
,,,,12190,Volemose Bene,2.0,4.2,2400.0,"Via della Moscova, 25, Milano","via della moscova, 25, milano"
,,,,12192,Wasabi,2.0,4.0,449.0,"Via Solferino, 27, Milano","via solferino, 27, milano"
,,,,12205,il refettorio,,,,"via, Via della Moscova, 24, Milano","via, via della moscova, 24, milano"
,,,,12206,Assaggino,,4.2,14.0,"Via della Moscova, 24, Milano","via della moscova, 24, milano"
,,,,12207,Michetta Porta Nuova,2.0,4.6,170.0,"Corso di Porta Nuova, 32, Milano","corso di porta nuova, 32, milano"
,,,,12208,Break Bianco,,4.0,1.0,"Corso di Porta Nuova, 34, Milano","corso di porta nuova, 34, milano"
,,,,12209,IZAKAYA,2.0,4.2,323.0,"Corso di Porta Nuova, 34, Milano","corso di porta nuova, 34, milano"
,,,,12213,TakeAway Bistrot,2.0,4.1,252.0,"Via San Marco, 33, Milano","via san marco, 33, milano"
,,,,12215,Biancolatte,2.0,4.2,2834.0,"Via Filippo Turati, 30, Milano","via filippo turati, 30, milano"
,,,,12216,Yoshinobu,,4.4,208.0,"Via Giuseppe Parini, 7, Milano","via giuseppe parini, 7, milano"
,,,,12228,Panino Giusto,2.0,4.0,559.0,"Via Turati, 38 Turati, Milano","via turati, 38 turati, milano"
,,,,12230,Le 5 Terre,3.0,4.4,350.0,"Via Andrea Appiani, 9, Milano","via andrea appiani, 9, milano"
,,,,12231,Panini Durini,2.0,4.0,321.0,"Largo Guido Donegani, 3, Milano","largo guido donegani, 3, milano"
,,,,12233,Le Bollicine Milano,,4.1,91.0,"Corso di Porta Nuova, 48, Milano","corso di porta nuova, 48, milano"
,,,,12234,La Brasserie Italiana,,4.3,69.0,"Corso di Porta Nuova, 48, Milano","corso di porta nuova, 48, milano"
,,,,12248,Casa Turati,2.0,4.2,459.0,"Via Filippo Turati, 40, Milano","via filippo turati, 40, milano"
,,,,12249,"AL BACIO Turati - Colazioni, Pranzi, Aperitivi e Cene Casual Gourmet",,4.1,29.0,"Via Filippo Turati, 26, Milano","via filippo turati, 26, milano"
,,,,12250,Fresh Cut- Milano,,4.3,28.0,"Via Filippo Turati, 26, Milano","via filippo turati, 26, milano"
,,,,12251,Cocciuto,,,,"Via Filippo Turati, 25, Milano","via filippo turati, 25, milano"
,,,,12252,RITA Medì Milano,,1.0,1.0,"Largo Guido Donegani, 2, Milano","largo guido donegani, 2, milano"
,,,,12253,Turkish Kebap,1.0,4.0,202.0,"Via della Moscova, 7, Milano","via della moscova, 7, milano"
,,,,12254,SushiArt - Milano Turati,,,,"Via Principe Amedeo, 2, Milano","via principe amedeo, 2, milano"
,,,,12256,Ristorante La Tana del Lupo,2.0,4.3,90.0,"Viale Vittorio Veneto, 30, Milano","viale vittorio veneto, 30, milano"
,,,,12257,SUSHI COMPANY SRL,,4.5,4.0,"Viale Tunisia, 43, Milano","viale tunisia, 43, milano"
,,,,12259,Caffè Italiano,,4.1,120.0,"Viale Vittorio Veneto, 22, Milano","viale vittorio veneto, 22, milano"
,,,,12262,Camelia’s Yard – Milano Social Bistrò,,4.6,42.0,"Via Iginio Ugo Tarchetti, 2, Milano","via iginio ugo tarchetti, 2, milano"
,,,,12263,Dry Milano,3.0,4.0,869.0,"Viale Vittorio Veneto, 28, Milano","viale vittorio veneto, 28, milano"
,,,,12264,Nàpiz' Milano,2.0,4.7,1598.0,"Viale Vittorio Veneto, 30, Milano","viale vittorio veneto, 30, milano"
,,,,12265,Sushi Kòbbo,2.0,4.3,937.0,"Viale Vittorio Veneto, 32, Milano","viale vittorio veneto, 32, milano"
,,,,12266,La piccola cucina dei Faravelli,,4.2,36.0,"Piazza della Repubblica, 272, Milano","piazza della repubblica, 272, milano"
,,,,12267,Ceccato Lorenza,,,,"Viale Vittorio Veneto, 30, Milano","viale vittorio veneto, 30, milano"
,,,,12269,I 3 MARINAI,,,,Milano San Felice,milano san felice
,,,,12272,Ristorante Al Plaza,,3.0,1.0,"Via Panfilo Castaldi, 4, Milano","via panfilo castaldi, 4, milano"
,,,,12274,Frangente,2.0,4.8,130.0,"Via Panfilo Castaldi, 4, Milano","via panfilo castaldi, 4, milano"
,,,,12275,Hotel ibis Milano Centro,,3.8,5639.0,"Via Camillo Finocchiaro Aprile, 2, Milano","via camillo finocchiaro aprile, 2, milano"
,,,,12276,The Dhaba,2.0,4.2,439.0,"Via Panfilo Castaldi, 22, Milano","via panfilo castaldi, 22, milano"
,,,,12277,Joia,4.0,4.5,851.0,"Via Panfilo Castaldi, 18, Milano","via panfilo castaldi, 18, milano"
,,,,12279,Shangri-la,2.0,4.1,420.0,"Via Lazzaretto, 8, Milano","via lazzaretto, 8, milano"
,,,,12280,Ristorante ai Giardini Paprika & Cannella,2.0,4.5,371.0,"Via Lodovico Settala, 2, Milano","via lodovico settala, 2, milano"
,,,,12281,Ristorante Piazza Repubblica,,4.2,247.0,"Via Aldo Manuzio, 11, Milano","via aldo manuzio, 11, milano"
,,,,12283,Lon Fon,2.0,4.2,484.0,"Via Lazzaretto, 10, Milano","via lazzaretto, 10, milano"
,,,,12286,Björk Swedish Brasserie,3.0,4.4,552.0,"Via Panfilo Castaldi, 20, Milano","via panfilo castaldi, 20, milano"
,,,,12288,Ristorante LineaUno Bistrò & Bar,,3.8,24.0,"Via Camillo Finocchiaro Aprile, 2, Milano","via camillo finocchiaro aprile, 2, milano"
,,,,12290,Leccomilano,2.0,4.2,980.0,"Via Lecco, 5, Milano","via lecco, 5, milano"
,,,,12291,Usman Bar and Restaurant,1.0,3.8,413.0,"Via Panfilo Castaldi, 27, Milano","via panfilo castaldi, 27, milano"
,,,,12292,Cacio Divino Srl,,4.1,14.0,"Via Lecco, 4, Milano","via lecco, 4, milano"
,,,,12293,One Way della Speranza,2.0,4.3,615.0,"Via Lecco, 7, Milano","via lecco, 7, milano"
,,,,12294,Il Carpaccio Milano,2.0,4.2,447.0,"Via Lazzaro Palazzi, 19, Milano","via lazzaro palazzi, 19, milano"
,,,,12301,Viveca Bistrò,2.0,3.9,1017.0,"Via Alessandro Tadino, 9, Milano","via alessandro tadino, 9, milano"
,,,,12305,Da Oscar,2.0,4.3,1973.0,"Via Lazzaro Palazzi, 4, Milano","via lazzaro palazzi, 4, milano"
,,,,12310,El PASO de los TOROS,2.0,4.1,1037.0,"Via Lazzaro Palazzi, 7, Milano","via lazzaro palazzi, 7, milano"
,,,,12322,nu-cube,2.0,4.1,136.0,"Via San Gregorio, 6, Milano","via san gregorio, 6, milano"
,,,,12325,Hic Enoteche Boutique - Via Spallanzani,2.0,4.3,250.0,"Via Lazzaro Spallanzani, 16, Milano","via lazzaro spallanzani, 16, milano"
,,,,12327,Pizzeria The King,1.0,4.3,512.0,"Via Alessandro Tadino, 13/A, Milano","via alessandro tadino, 13/a, milano"
,,,,12333,Pop Dog Street Food,,5.0,1.0,"Corso Buenos Aires, 11, Milano","corso buenos aires, 11, milano"
,,,,12334,Kazan Sushi,1.0,4.0,1028.0,"Viale Tunisia, 6, Milano","viale tunisia, 6, milano"
,,,,12337,Piccola Ischia,1.0,4.3,2564.0,"Via Giovanni Battista Morgagni, 7, Milano","via giovanni battista morgagni, 7, milano"
,,,,12351,This is not a Sushi Bar | Casati,,3.7,111.0,"Via Felice Casati, 1, Milano","via felice casati, 1, milano"
,,,,12354,Olio Cucina Fresca,,4.5,192.0,"Piazzale Lavater, 1, Milano","piazzale lavater, 1, milano"
